	P32238	P20309	P18825	P21554	Q9H244	P30872	Q9Y5N1	Q8NFJ5	P25105	P11229	P28335	P21728	P35462	P30939	P08912	Q13258	P29275	P47900	P0DMS8	P48039	P28223	P51681	P43088	P30542	O15303	P34981	P13945	O60883	Q99677	P51582	P21918	P43657	P34969	P43119	Q9UBS5	P32239	Q96G91	P43116	P30874	Q14416	P25024	Q8TDS4	P35367	P21731	P14416	P28221	P28222	P25100	Q9Y271	P30518	P29274	O95665	Q15391	P07550	O00222	P30556	Q14832	P34995	Q15722	Q5T6X5	P24530	Q9H3N8	P08173	P41143	P21917	Q14831	P28566	P41145	P25021	P43115	P08908	P41594	P47898	Q14833	P32745	P35368	P08588	P50406	P25101	P18089	P41231	P37288	P35346	P08100	P35348	P35372	Q9NPC1	Q13255	Q9NS75	P08913	Q13639	P41595	Q15077	P08172
P13945	0.2706574404326092	0.3270695273667654	0.577430360247724	0.3433969568085877	0.3057288206353095	0.3108779647823209	0.3609936558292348	0.21988915213179752	0.1792415352860866	0.33794092744304177	0.40061220038817924	0.41644429071471706	0.3691923839619802	0.36776387470414107	0.3208032789168993	0.35877285831118655	0.3870621102464209	0.2914657135348171	0.2329946171670415	0.367376894105206	0.3909495719342757	0.3466774720827337	0.31749343619592363	0.3732824284776294	0.28390163206600766	0.3493235884241108	1.0	0.22978989733526872	0.27670056341732147	0.34610342087895307	0.37612103750080383	0.2798625382498201	0.4930758140057874	0.305786899060457	0.3303021564053094	0.32924616026542836	0.2590746174128574	0.34906596166356674	0.3160714258622042	0.3568401416725353	0.28954966328717585	0.298343399165778	0.3557744493519336	0.4407638580335054	0.4017721428427809	0.40599027852962877	0.42653862044658875	0.46184388590394265	0.29103279082777783	0.31278198748959674	0.38234405150544626	0.28155513036482577	0.3100328168601301	0.6231996516736038	0.24865330444071784	0.4281648897483602	0.32411897691246067	0.4061389526581398	0.33869368929054633	0.31283037671981967	0.2885493128128932	0.3456539803334363	0.26673018971542717	0.47224696053686943	0.27969458487406396	0.2907414812600085	0.3487011240001797	0.39322605283876544	0.40605820114896807	0.3890476575680713	0.366699520080289	0.3329644251179996	0.2635751083980674	0.2895713007689955	0.24681014152101888	0.6137543514548205	0.6251087340205309	0.3593820944229702	0.31899394088366106	0.6036033405858241	0.3254751678471014	0.3120435061851223	0.3175747922452068	0.28648092807828984	0.5876414987089352	0.33748784649420827	0.24555643811554476	0.28237042633886417	0.29145573039984984	0.6030549347695007	0.4246464816500486	0.3203094616914582	0.29932249467640026	0.4177904600900366	
O60883	0.2891912951144348	0.30826425427935294	0.24645141369963433	0.315058800490412	0.29139566426196817	0.3277533628156062	0.40463182577933454	0.23508671774172313	0.2416903384867693	0.3492987331561333	0.2951430735783571	0.37754459967915954	0.3248905591986443	0.40802282515385696	0.3275354662138558	0.3136256758965199	0.32390264188147866	0.22612755471841142	0.16557328545654826	0.329650601628014	0.27963767537559997	0.29359137457544254	0.213585451824861	0.36944537823925494	0.36159083109882917	0.34415827243852576	0.22978989733526872	1.0	0.2884442847416935	0.34993185266038596	0.32615685661062027	0.27890530316718665	0.3171421450078292	0.2736790202374161	0.3982935155089326	0.434012383304427	0.2352057023918064	0.2170273700445155	0.3868350910807365	0.45314308127099934	0.3112067021239656	0.3009196576912067	0.24078933021935528	0.3938917732317645	0.35106294398947585	0.33744267377956977	0.3192444989710427	0.25749380471436734	0.2461608401096953	0.24641841628984382	0.3430856800623551	0.3620697720791003	0.30540276143210093	0.2508598801504014	0.273417547585858	0.26625309893188975	0.4690438839862801	0.2783542593080037	0.2997111918729919	0.19428883689051557	0.23353332434350438	0.317984432498825	0.3669993061560911	0.3474559331840408	0.20400130526708465	0.36450357357798535	0.40830540491462364	0.3284703528255916	0.24075807473097086	0.3723353379889599	0.3223948118002635	0.3579847435574055	0.4034255325996065	0.45213981162678785	0.35315684475538056	0.25716464533409933	0.18739910263584617	0.3370650694095161	0.22574202951222433	0.2531574920322664	0.2635517402891542	0.2617615880945866	0.33010598254540224	0.3433650137519168	0.3080989955509716	0.25772922960143263	0.2725970518564177	0.3887648531980199	0.25546506834118154	0.25192756008716877	0.22340030646973782	0.18328076185833259	0.23133909235346845	0.4248419360191603	
Q99677	0.34625179332064576	0.3476680146039752	0.21143101800713504	0.16828763278983802	0.3057510831066427	0.3066693621271357	0.24001650255428889	0.25677774979597884	0.33996568484316203	0.26334392873705914	0.3075284010178171	0.18304160793220195	0.17008571895706706	0.3068244391340348	0.3480265081111343	0.34370278252867154	0.2479408127456342	0.40620528286342505	0.2536596183720483	0.3044196053794721	0.23900301112993252	0.33631687634848845	0.3085216642307843	0.3039100972562778	0.2537276090140352	0.24505446693340188	0.27670056341732147	0.2884442847416935	1.0	0.3833520336895291	0.16368370551752037	0.47014193184837316	0.2391495498395878	0.2761988689182745	0.29760664309915896	0.2871131531794435	0.1399008602053036	0.27597140972689527	0.25394086262051174	0.24808244904550397	0.3124441818005741	0.23269385586397384	0.2864074652405604	0.3765855677883117	0.2100821238169483	0.23231419218862046	0.25691690225342195	0.21686977035873156	0.5058820237255824	0.28569627347062165	0.2717730416441718	0.16901586689828588	0.3630786574160225	0.26621830035813265	0.20933244382715915	0.30321850738275413	0.2601648734951769	0.3548011610360486	0.32176013984755175	0.24682301649504262	0.3247223965135685	0.19901002006911367	0.13042703601986944	0.2763236027816377	0.1726055085110989	0.2075165859298214	0.21991836302161302	0.24648612357823307	0.3298313194181285	0.19287486747860128	0.1466197988246453	0.2912764633784211	0.07212254429469264	0.2723486213149622	0.20696243756681504	0.2980233359938745	0.18300477058668688	0.2782017420777535	0.3351120551837772	0.21975577529571666	0.4393003496955765	0.32205309357882556	0.2571678668038887	0.23652879483353523	0.2897181651980538	0.040452524648979124	0.339678319784934	0.2840168021284012	0.40567965163856246	0.20012704552699212	0.15019381211427268	0.23342910022749708	0.39158864071741956	0.3406754466177874	
P51582	0.35495655199944603	0.2839879259049929	0.28611740324720125	0.25565560327451897	0.4933185535045329	0.24003508850055688	0.28982174412169326	0.2780673619566285	0.3421589204934924	0.27952659264565755	0.2240410745719938	0.24556263400120204	0.2567897459509806	0.38529555883586497	0.32941759532442205	0.3183146230595767	0.3840245775482712	0.39568192140516567	0.3805932283640846	0.3616740532963521	0.2046432622225317	0.3529166469337073	0.24252907501839835	0.33166569568239407	0.35919094927459166	0.3781383420043246	0.34610342087895307	0.34993185266038596	0.3833520336895291	0.9999999999999999	0.2230034387983914	0.2941147898994232	0.2603063468058876	0.32879008615501115	0.2941384888700599	0.29842501140395317	0.31164944442741427	0.30794396525661727	0.2807234742810955	0.32828158812836666	0.4253440461389882	0.3376085379109762	0.31389675526188704	0.3570657937383382	0.2278869000764982	0.2736561918382824	0.2896640340746874	0.2541430182830163	0.3796844692753007	0.3243304731607258	0.3012379573922036	0.257479276525315	0.5108952894728545	0.29553722405249727	0.2758839651065906	0.30004836233219206	0.30929342519597425	0.38215312549538893	0.3588000508002904	0.27561478438614606	0.2804215317948593	0.3623180459540949	0.30746186283984916	0.3793063215982973	0.28710871592592224	0.3223157712493756	0.32004984281885823	0.2750596563490194	0.38557719777665445	0.38220833997964554	0.26122846616993467	0.24710525616746848	0.3232091970428924	0.3364903543819112	0.24692781490227744	0.30454055553181547	0.23002893542205405	0.23221167006718363	0.2590669303194804	0.30441407149177196	0.660867631251184	0.29888820115355935	0.2338672930317151	0.30479037878942355	0.29160713093170276	0.3321940081527236	0.2595804773067618	0.293040389101625	0.2097512418737813	0.2954351839258409	0.18979042738748964	0.29961656676622933	0.5648248378114828	0.4097984625284555	
P21918	0.2967633286812812	0.3876848290281196	0.33701912823575436	0.437873384588474	0.3415026298070952	0.3611125989896059	0.44590825869528994	0.1761041464491747	0.20436069859839695	0.4861539555249235	0.3870478247919653	0.7981748654922435	0.6939052094468425	0.3834310013308181	0.35887500092883506	0.3011769552694682	0.4223851800665091	0.26054309044883806	0.2771239088910875	0.2710542584093931	0.48265265943271984	0.22758532247479274	0.2912879938470825	0.32976860883551407	0.34404892552757294	0.33788855443161936	0.37612103750080383	0.32615685661062027	0.16368370551752037	0.2230034387983914	1.0	0.18654550017052748	0.5935046639797192	0.365596386983352	0.43093272351650885	0.40095537216488053	0.26280990143813515	0.2913552459558628	0.4221419417479604	0.458057278361085	0.2374100670962887	0.2250817249237264	0.3662699491631785	0.38154051417077783	0.5312331078527794	0.4823007332601719	0.5028215657399664	0.3377870853782424	0.2519707196548921	0.3318313518596703	0.3805952169216175	0.3238870792067472	0.28142582213521655	0.42015443722181267	0.45740609108862407	0.36693214256396134	0.445707551205649	0.3368512679919857	0.2998513271115951	0.275890834993008	0.3179113999409292	0.33036519498940287	0.3877991363494784	0.4359017661859387	0.3359800600576962	0.3681362723857723	0.42858579989171486	0.4662667140274078	0.389060542163455	0.40285237198791823	0.4136687207904536	0.47726978505602724	0.43900143698651983	0.3709762278494627	0.36254103210892363	0.42274474949352386	0.4206612827336857	0.4289791161565625	0.2858504129741602	0.3994921566467989	0.24081300510775883	0.23730027377616986	0.40474108464012903	0.3564876853790553	0.33817284695437766	0.4285994846465951	0.305271084079617	0.4028352478531393	0.24758046703107972	0.40522709575835014	0.4055620050626292	0.3154625819750012	0.21242621629717306	0.4593013227132144	
P43657	0.33564066680800764	0.3596761320026045	0.2899714844151569	0.28197688393566994	0.24253480100501254	0.2688742540589272	0.3056053251451233	0.31679509577217846	0.2870620968784876	0.30806403834802865	0.26407669785137655	0.2457169488184215	0.22699582071158284	0.36623226956041394	0.35485590823907304	0.34610099372886527	0.2868957841913007	0.36618226793404396	0.2854542502802556	0.26028248082522853	0.2492023350898417	0.2749638486880578	0.3544951945033312	0.2719637422737458	0.2742399051865568	0.3744188222134185	0.2798625382498201	0.27890530316718665	0.47014193184837316	0.2941147898994232	0.18654550017052748	1.0	0.21934036415947017	0.27553949144479095	0.3008526200678847	0.37268493187868434	0.23759779375908852	0.34034442046802377	0.26959616960273947	0.26733564935223575	0.2954509558685826	0.2915351788389841	0.3569158814644242	0.4474781026676943	0.2777245775745636	0.2941707987768818	0.27029114027924145	0.2822312302635218	0.39918575278471913	0.2623409281257858	0.3180835352169036	0.3154713242120773	0.3219845127534212	0.2951394894384614	0.21833435260980907	0.2856416056531463	0.2733661420399899	0.4213625786491716	0.3205687024370714	0.3417263657051818	0.366625923729083	0.2778252174823858	0.2252164605855032	0.2782055622081238	0.2901937639179023	0.26582453582288557	0.3210236036234283	0.23939820801676567	0.290472928555028	0.25925065606073716	0.26716699045453485	0.3267164866783614	0.2674337539298431	0.261974761139784	0.226992239943174	0.3441542661981105	0.22942006062765138	0.2518438198749782	0.38610931007502425	0.29289344893270797	0.3889085832517049	0.3267604490352431	0.24412952756003953	0.26697985029463384	0.3333540839783554	0.20840900062007156	0.40078950606889047	0.33357294650597863	0.5123098331647986	0.2837461146208892	0.25333257565992867	0.3223569796678903	0.3919649020890539	0.3537766874069723	
P34969	0.3273816569804655	0.3347791424934665	0.39072756584189994	0.454265489615812	0.27361917278979025	0.3612099642048351	0.3989346307046322	0.2848328430158011	0.32222198251580103	0.40852066374614626	0.48821228425936297	0.5709179672925904	0.46141196976236903	0.4429754570318821	0.37805270516742157	0.35676900144472345	0.44468518117112493	0.35408166601073554	0.21836007827658888	0.32822406078254535	0.4988936664106881	0.35497257812571853	0.271164327018921	0.3878117013268627	0.3167031861112304	0.3525378915617069	0.4930758140057874	0.3171421450078292	0.2391495498395878	0.2603063468058876	0.5935046639797192	0.21934036415947017	0.9999999999999999	0.2844836750105043	0.42380031079002667	0.38785646844422494	0.24101466796448878	0.3285744352168195	0.4129443097532629	0.44000910814195454	0.2769555301127025	0.2700259279131937	0.3745261701669351	0.3991988824462245	0.3359195144042191	0.4955757004051391	0.5194995452776007	0.37526017164007514	0.30396555165717465	0.3353274741493791	0.39045311050872455	0.3009645485971758	0.26649850090728777	0.43670304193493126	0.3727337354285639	0.37995327317054994	0.38550574788680003	0.3101894822922084	0.3321761646959694	0.3325806323690199	0.2696204943717304	0.3628184158383492	0.3037386505913644	0.45694748397165635	0.2740178426896105	0.3588017438395299	0.3800267513598359	0.49468532801488224	0.3798425813219415	0.3719543252450914	0.39724648140551244	0.4410553378368007	0.3494035161122375	0.344208190798816	0.3538324975313271	0.45888332341297555	0.43543415602610414	0.3911133913256104	0.30851021977773563	0.4356182618613303	0.29756843566378444	0.3935900024465203	0.3945490886989059	0.33856657969783677	0.4249685478753812	0.3690054195328414	0.3188042342916508	0.3676798384396904	0.28346063119883075	0.46379678429535964	0.3989400455487714	0.32491172447745126	0.27653663004773604	0.42697237420063694	
P43119	0.3124960150138306	0.3571918515728451	0.25322514401899276	0.3531577059959539	0.31669181561642556	0.32001822831343013	0.34231298659287057	0.30454939785282664	0.3374534199648114	0.40454784624917245	0.23985875330412992	0.3688581643393208	0.30006054126631676	0.3168218490706229	0.31095343288393784	0.38729257580318277	0.43981911728871675	0.2750260748521647	0.2542726160534436	0.34567952134570107	0.3363368828596609	0.3156396500203804	0.338018542855006	0.34141316899289675	0.27139628854216236	0.33637276916573605	0.305786899060457	0.2736790202374161	0.2761988689182745	0.32879008615501115	0.365596386983352	0.27553949144479095	0.2844836750105043	0.9999999999999998	0.3106831013096103	0.3700910644107461	0.26929226978265763	0.3837993951325263	0.3342553658772399	0.3259021477027698	0.33955145207160253	0.2656993147306676	0.318794532835878	0.4028506046214442	0.29356247263049107	0.32385762360832615	0.32022413627080004	0.38123479565776897	0.2993480144015969	0.3347336501761748	0.3660187136925767	0.31606275521757016	0.3103607371372716	0.39331684910394604	0.23272627289747533	0.36696416092859857	0.3019322446553404	0.3782025960787004	0.26813462706723923	0.34029432326519055	0.35723570967061613	0.28912538587189984	0.33259627536513603	0.3655277763245096	0.24046830369055944	0.2934008757689443	0.3209332912716969	0.2960173682511169	0.35925024690874674	0.3501339388164667	0.25913665796656304	0.3686236019268754	0.26871068526897945	0.3018176198713263	0.3181995072476885	0.34632949726079554	0.28935016105285183	0.3393565729551494	0.27810668033744235	0.3025929851955178	0.36841692812702465	0.23399912347209706	0.35819552380122904	0.3727972868209781	0.2822153204818607	0.310811502217164	0.2469457623578295	0.3276502206921529	0.3056666869102143	0.27677368589550394	0.30252106550683355	0.24540890729370352	0.2943952133628909	0.39183237403399007	
Q9UBS5	0.3307821664169408	0.41544773232353716	0.3848658868056265	0.5037200078355435	0.3263924748634182	0.435012720881631	0.5794520394492968	0.28105493353328415	0.32086364632595776	0.5054689248407015	0.4181663963745881	0.5035425277756612	0.47482934160385526	0.5304347146123016	0.39605289457477133	0.35708029742105357	0.37351609488695137	0.34745962004296965	0.32593774960278943	0.363813502476402	0.4141357707396389	0.32737305415087053	0.35247894239116123	0.4125780876796109	0.4661367010359787	0.3284094839455597	0.3303021564053094	0.3982935155089326	0.29760664309915896	0.2941384888700599	0.43093272351650885	0.3008526200678847	0.42380031079002667	0.3106831013096103	1.0	0.4194596009913071	0.2814489323823488	0.3788270370802906	0.4443299956963307	0.55755758435844	0.24403224415583127	0.2717206403616783	0.37143230186562903	0.42882820159271035	0.45655575515302094	0.49406592518166365	0.44203149526913055	0.3225244263920151	0.30443794105929495	0.3466062193898616	0.33626033357014967	0.4237661681081287	0.38099150639158597	0.40305367436449113	0.3817538342208246	0.34269959253905136	0.5098123094659701	0.3558477025775559	0.33593297687595125	0.35594779998640985	0.29033241205646154	0.3310024210579074	0.44525927042252605	0.487165457052398	0.34814748185639893	0.5156093423697736	0.512024636021107	0.5327568041779009	0.37005527716991216	0.41159123649019874	0.4938411859720117	0.5498108804552003	0.447727065115784	0.48336709901656427	0.4220081346995339	0.38792956920090216	0.3549005146748026	0.4232176766975524	0.3230216372490643	0.4261080743147587	0.34410820373826373	0.4147835096715009	0.41697799329721713	0.42152552358090223	0.3462061760342966	0.4234162229812014	0.33427044679565066	0.5035203952443315	0.28550640571144614	0.38537587237311294	0.37425447520379695	0.32809454095623364	0.3049221746701951	0.5731599488386988	
P32239	0.6623535075602605	0.42273646426380435	0.3266095285806951	0.4168360520021923	0.2798407033922719	0.3574638798214602	0.4826747684309179	0.3129643165990745	0.27349706713449784	0.5109587148129308	0.40318546077850603	0.4561799319793711	0.39382707512524506	0.39743826424854906	0.4010777251214574	0.280650778643996	0.3723671772346005	0.3307481776888963	0.2301170220301109	0.3767850027915507	0.41918372718396574	0.31592572033791894	0.32856958857434193	0.3839287034615357	0.315753267765142	0.42172131724132644	0.32924616026542836	0.434012383304427	0.2871131531794435	0.29842501140395317	0.40095537216488053	0.37268493187868434	0.38785646844422494	0.3700910644107461	0.4194596009913071	0.9999999999999998	0.2373113193792881	0.2596214008181835	0.4196936774940644	0.4020765062052829	0.2815496931225865	0.31378173335778836	0.3962328640456074	0.40593615207414735	0.3850533908030612	0.3513670320894119	0.3574590495084593	0.33794590088293686	0.2647810364166122	0.34144903259588943	0.3312524086138497	0.5005162813061383	0.30077429496056907	0.37987227838949034	0.29060021146950266	0.33808174105518907	0.417079049715107	0.3384685518645726	0.34813966642797395	0.3017963077181579	0.3517637088687582	0.30428472209221397	0.3742141099919645	0.41186376625887133	0.29125848060728476	0.3540342174127025	0.4786731665047324	0.3944724080198436	0.380707018490408	0.31820400933111426	0.43451974838308094	0.4755453343267798	0.4287445230759205	0.4001224918920493	0.32362653412629805	0.4283121705785425	0.2688661255552226	0.3577747207527622	0.29725226812990385	0.3181829608329555	0.35666317297571004	0.3224204987707969	0.3475191293027935	0.40085407633261705	0.3321234592390865	0.3510407604023186	0.2832607142731909	0.48637840746890226	0.2412199543813507	0.3353850914790381	0.3266383327182634	0.37112704553621056	0.3225725756463013	0.4416745491384958	
Q96G91	0.14382148475966405	0.2653535629221497	0.22457435072897317	0.2535874058624226	0.29804423913289174	0.2812088012025119	0.3045656847109458	0.19424379804076247	0.2219632804971793	0.27578974771085096	0.2665854556141525	0.25598349461029496	0.23874724214974696	0.29327298942901114	0.2683340823272651	0.2637118016047161	0.36137545318500375	0.26938340372708725	0.6947372919832294	0.20403827799076996	0.2506925418612494	0.2551494248247814	0.2609640788333241	0.30434276692980405	0.2626593863456331	0.3084179283671382	0.2590746174128574	0.2352057023918064	0.1399008602053036	0.31164944442741427	0.26280990143813515	0.23759779375908852	0.24101466796448878	0.26929226978265763	0.2814489323823488	0.2373113193792881	0.9999999999999999	0.2823704613443227	0.26261369979815075	0.23689066480698917	0.26988530411921197	0.2691372102443269	0.28117379586343205	0.3547735534926846	0.2458679941590185	0.26895725725882	0.23708431173876088	0.2408350490115085	0.262589359537767	0.2025075424355124	0.2543617587385868	0.22326127719672564	0.2866852799136885	0.2705751063279255	0.1914326380389696	0.30063424260813604	0.26482930683250316	0.344448822093281	0.2876810624071625	0.2725175768699147	0.20516272954203407	0.2835264964782236	0.2582971791613056	0.28993780922623613	0.5010219901897237	0.2491140539457628	0.23208477701056293	0.34017970595502134	0.22455478340874385	0.30833954724636514	0.22209805933356816	0.24874917293340507	0.26097147690938066	0.2374861303863435	0.24399223664280187	0.23663127895013886	0.2053299396374138	0.19184290339793902	0.22287651670382788	0.2637897619050214	0.2566012353014395	0.25666018687671577	0.23362600711300652	0.29807486197506805	0.2528016727966368	0.31201311030595996	0.25557924022912404	0.2771005436165107	0.24466607259506357	0.2343092124139774	0.2158136343785534	0.22862164032944896	0.3232159812920853	0.30436017530953235	
P43116	0.28649756604821636	0.3091216250373215	0.28808883766597476	0.334130125418432	0.3071908400456832	0.32644727628365144	0.35940806683372145	0.2707279858648419	0.24889176655135697	0.3683113000505199	0.2795399253709037	0.31314745584772063	0.27602274397145854	0.42731466872689783	0.3440797528119075	0.5426366238519431	0.3763491240488399	0.2892167998284282	0.2718779866446677	0.33382786685851756	0.28012533068466017	0.36481254063184765	0.43382985528949686	0.2955936203000838	0.28214695503482595	0.36389080099260707	0.34906596166356674	0.2170273700445155	0.27597140972689527	0.30794396525661727	0.2913552459558628	0.34034442046802377	0.3285744352168195	0.3837993951325263	0.3788270370802906	0.2596214008181835	0.2823704613443227	1.0	0.38512074601464247	0.2713646649508101	0.3898451411802564	0.39035113988023895	0.3000376952755269	0.4834680878080826	0.28034888413785464	0.3715304302876282	0.33254744258894037	0.28772044200615926	0.33693925241724093	0.3113999570831301	0.3426904081269252	0.20069259843177945	0.35610600451212526	0.41311645015762605	0.2743449888051875	0.33377043504988074	0.2597410794465934	0.5098632367929694	0.384302001233008	0.3240936520011176	0.3361297473438699	0.30513188345291764	0.2874796416988776	0.36898925310515274	0.30082471320813514	0.32992325967067426	0.31839404111371683	0.3251404036527003	0.3920256446165024	0.4727025056527787	0.2694885248851906	0.2938962462348426	0.2947027324266962	0.26792516905866604	0.34615277040919123	0.31404063465144605	0.3586437271055596	0.4329756444408351	0.3292089607420158	0.28134895452051334	0.29809291752046996	0.34111032257215623	0.3960061864976959	0.2909896003036534	0.2549722355656811	0.332187917542036	0.3723458277760364	0.31211237498993005	0.3874875316285671	0.298335198763585	0.335286107064459	0.3271985759645927	0.3076742573476284	0.3585145653870365	
P30874	0.34737802506751164	0.34902623848567504	0.3736073493651748	0.40714859114103075	0.28021646997450034	0.7315212242412862	0.49482201409993876	0.21394414131059825	0.2322350905697682	0.40617913821059115	0.3791604687416507	0.49530095150392817	0.4845857129804378	0.45662915728102144	0.34877867076886937	0.36810372707449834	0.3842224488609086	0.2552750529136149	0.2501422238776191	0.34934990680667416	0.3771197250722671	0.30935980654982426	0.2972741056557784	0.35004457005325407	0.3938978265690367	0.39530417439668514	0.3160714258622042	0.3868350910807365	0.25394086262051174	0.2807234742810955	0.4221419417479604	0.26959616960273947	0.4129443097532629	0.3342553658772399	0.4443299956963307	0.4196936774940644	0.26261369979815075	0.38512074601464247	1.0	0.4468007732344599	0.3234036147429533	0.34738004353093865	0.3500546230741742	0.38698145394971595	0.44030463961388333	0.47250728814997944	0.4027814854350756	0.3692049377629155	0.28365750121942035	0.3199158236104802	0.3736662094857471	0.3326114720942609	0.26163905744609206	0.3768506611244221	0.3461970958777826	0.34021581923124616	0.4053310945019979	0.40860731208701007	0.33716793437182957	0.31126692989116245	0.34789994261133395	0.4076253098788296	0.4003562566518905	0.42666008699265545	0.3339826637874871	0.45114074783585345	0.5000997907435136	0.46426397803532327	0.3358883021835721	0.4435153167416229	0.41964317083905844	0.39326250625618686	0.42223876619426404	0.4462409176099128	0.7517416623097144	0.3989711419351305	0.3077118111712104	0.42671537000348836	0.33555651215946714	0.37182006802059847	0.261302217614453	0.35023384635598864	0.7416442525818221	0.4132382824722416	0.35751458970960587	0.37247155422054723	0.31012213432255603	0.3942460782574053	0.33592393178546637	0.38083186177556627	0.3629522353627471	0.34916561021601505	0.24634794858969197	0.450983393178686	
Q14416	0.2971945187205174	0.42626982731704666	0.41480099094650424	0.4523974171442766	0.27183660105764385	0.42314208511995244	0.5488589306404795	0.23483581713985568	0.29102331678577714	0.5129676326416942	0.4632186298632892	0.5348858707664965	0.4949125601379218	0.5083628406676686	0.41798421619223053	0.2945229010404904	0.34156668976271587	0.3269580929447138	0.32512887386185063	0.4481060667392471	0.47230670376285105	0.2676599268301791	0.23250009921877632	0.3924185610281427	0.6205262392676842	0.3917325838111567	0.3568401416725353	0.45314308127099934	0.24808244904550397	0.32828158812836666	0.458057278361085	0.26733564935223575	0.44000910814195454	0.3259021477027698	0.55755758435844	0.4020765062052829	0.23689066480698917	0.2713646649508101	0.4468007732344599	1.0	0.2276615568560129	0.2717641353231195	0.4096246448225427	0.39005437905416573	0.4881542217309899	0.546280731441731	0.49343438872011924	0.3793253405615771	0.29803664604868946	0.29808848054677745	0.3594484793277962	0.4198078043462458	0.289266279690192	0.28797668978177976	0.5391943404768482	0.25244133129109775	0.6863754082314654	0.26607146969226053	0.27863555101076415	0.2977423279741651	0.30051341816824784	0.3319427776688333	0.43038994054383184	0.4529119056774623	0.32687308814466703	0.6813783289067517	0.5430989010461749	0.4175451933741096	0.3153820110347503	0.3240564586260817	0.47697397470119995	0.6405377922360944	0.4402063675859894	0.6928390654757333	0.34707659856490763	0.42711681008783364	0.30203894308609336	0.3480352926656525	0.2671968747238672	0.4347876148318467	0.33769259146846997	0.352999264005252	0.3909206333618976	0.339148019552061	0.4104917698253072	0.3993842974032914	0.2830047134096005	0.612543653767403	0.30075834570722026	0.42471466165913585	0.2632166824986627	0.3632853149322859	0.2274933789962783	0.5435000790316633	
P25024	0.24640050085742643	0.2264336429823089	0.2448892443140898	0.252721861280585	0.4485277315693787	0.2811607944747451	0.3481439108771701	0.24710429227071312	0.3979520373078891	0.2645727292091601	0.24907454601190476	0.25034345768285726	0.2629304576962272	0.3611518985933	0.2675077107250571	0.4302207257071595	0.3942458205873688	0.3304710764541935	0.2830610814381418	0.29328126921518827	0.26747840058133054	0.5690231083977583	0.323499194035055	0.31409025822998793	0.23440990769480602	0.30514704536257214	0.28954966328717585	0.3112067021239656	0.3124441818005741	0.4253440461389882	0.2374100670962887	0.2954509558685826	0.2769555301127025	0.33955145207160253	0.24403224415583127	0.2815496931225865	0.26988530411921197	0.3898451411802564	0.3234036147429533	0.2276615568560129	1.0	0.41905571596247293	0.2859576598516862	0.4690290713855678	0.25509458118960626	0.291212918201027	0.29696426544884214	0.26045742746354283	0.3887385061026302	0.3588920950326222	0.39922337147814346	0.23198812941389352	0.4070392299759054	0.31410632632900154	0.1870301396447297	0.44718321727658433	0.20728114256269797	0.40544372243468474	0.4809404613599467	0.2943463750008817	0.33403997277035263	0.4045749943498362	0.2185873812719203	0.3402083888001008	0.25168275017506053	0.21599364879264144	0.31811743803931525	0.3291281111600815	0.37435943589296267	0.2744547879045147	0.20199515005775093	0.22463188055203764	0.17777330237673	0.17564507057569775	0.2969809707046315	0.28351721713256806	0.28736775813378357	0.26831928330659177	0.3286624190646603	0.2741892250953222	0.419383167791717	0.19062732095709783	0.2723234292035011	0.33052649553466085	0.267525598350257	0.29154658752121765	0.3781114586451676	0.224797659338869	0.31477646257827047	0.24509494021296607	0.25332104102572084	0.24041790962813972	0.40885769221968044	0.3671038411761759	
Q8TDS4	0.27639385695260354	0.20105307396961372	0.30610781956309374	0.27708539343108585	0.3275246695710643	0.32874320803199786	0.33713736364737446	0.25718547693412336	0.24569475418868503	0.26792107952629335	0.2542574396053819	0.2531914405531402	0.2681905700990213	0.4131847029939359	0.2576633178175495	0.39740697314599527	0.34695676115862983	0.27343514083180154	0.27155284697138565	0.35789095107315644	0.2392467597504954	0.36557406396767683	0.32131969082278755	0.31415084811957916	0.25423999183296825	0.30279858281288846	0.298343399165778	0.3009196576912067	0.23269385586397384	0.3376085379109762	0.2250817249237264	0.2915351788389841	0.2700259279131937	0.2656993147306676	0.2717206403616783	0.31378173335778836	0.2691372102443269	0.39035113988023895	0.34738004353093865	0.2717641353231195	0.41905571596247293	0.9999999999999999	0.2854183786831111	0.376413425744469	0.2804909105310546	0.32930455564771355	0.3153905075360907	0.27722770556374965	0.31729070995219555	0.18938380413649103	0.36029181161489165	0.28732860788024206	0.3762405540328242	0.3402846610635635	0.1822871210717511	0.3292273142483788	0.24731635657531134	0.3689657619286079	0.43985958714216833	0.2559694448330131	0.2444500561872133	0.33146724261783655	0.3355062609374704	0.33054618479555764	0.2709542787341155	0.2479283638736504	0.3007756631471051	0.3249184382762198	0.3615670863244271	0.4460217106444503	0.2344326569877217	0.2330513244389037	0.2770309320992592	0.2351404238998857	0.34405385991892495	0.3144801226192938	0.19108239933996396	0.32624191342784326	0.24387880258815742	0.3133898647765291	0.24209613137154284	0.28414441136659063	0.38242867348803833	0.30183094047011894	0.2528947900692621	0.29856759110133824	0.3454016055332244	0.22533331897106873	0.2662746222330776	0.3484577431413085	0.32112285688219	0.23520831231857667	0.31384132200697	0.36870997483861173	
