	P48039	Q9H3N8	Q8TDS4	P07550	P47898	Q9Y5N1	P25100	P18089	P13945	P08913	P25101	P30542	P50406	Q13255	P34995	P30872	P35372	P08908	P21917	P41143	P43088	P34969	P0DMS8	P28222	P21728	Q9NPC1	P30556	P41594	Q8NFJ5	P43116	P25105	Q5T6X5	P37288	O60883	P29275	P35368	Q99677	P35367	P08588	Q14832	P51681	P24530	P28335	P30874	P29274	O15303	P20309	P47900	P35346	Q9NS75	O00222	P30518	P25021	P32238	P08912	Q15077	Q13258	P18825	Q14833	P08100	O95665	P14416	P21918	P41595	Q9UBS5	Q14831	P28221	Q15722	P11229	Q13639	P34981	P41145	Q9Y271	P43657	P30939	Q96G91	P21554	P21731	P32745	P41231	P43119	P51582	P35348	Q14416	P28566	P25024	Q9H244	P28223	P43115	Q15391	P32239	P08172	P08173	P35462
P41594	7.30573758548896	9.298835482706986	8.91600052791238	6.420011424014845	6.021061959298153	4.993188278195148	7.209674500932388	8.075166563404686	7.934470961429421	7.766725804589858	7.621595855750958	6.66959944346852	8.313377512362104	3.981056848833065	7.57535200907006	7.784547268377458	7.241861554248715	6.796269643947731	9.742613025741148	6.4223952394781	8.487336906526592	6.5362010480664505	11.3074144654112	7.2069555851072025	4.962148654718765	9.625113468125372	6.442277196356855	0.0	9.670847734236174	7.350795042055266	9.079085259092867	9.065155334652209	8.242221406978658	7.762043520614016	6.822032986523781	6.56742074373632	9.47778540811235	7.746512762364393	8.163636288424106	5.484849006230389	6.996137300198816	6.714625644382329	6.418919971737391	6.75373665616893	7.426224141570917	7.182186947576998	6.588979492328137	7.874955267541867	7.645637977858654	8.907151417635303	7.740458951063231	7.21730351187757	7.5667781833395615	7.5029915373717575	7.52805922835387	8.500302808777302	6.598730848352066	8.4503009073951	5.498797788844599	6.26930586134551	6.1871741201882235	6.040231144014412	6.87051385524246	8.730402122975793	5.399233377645393	5.559130508317837	7.171702116052685	7.684154749684194	4.415071275745654	9.360016592052098	6.3760313084205285	6.51930754091454	8.136744485211224	7.633994032192346	5.863476276060949	9.929786653990242	6.191344559100475	5.7366738608147845	7.849909002121987	7.39796934531897	6.17790975230447	8.137575087061723	7.901106745348901	5.18902379294835	6.120865103346907	7.503834654568532	7.914158114710553	6.644795161604451	7.074715645868701	7.684969529268923	6.064902872858418	5.003653864056483	7.818237684493492	6.895052809564482	
Q8NFJ5	9.90262269878345	11.041273612336434	10.662773004809152	9.646374907578698	10.074501814591716	9.199372294287905	10.447095823834276	10.507389962558742	10.611938182935477	10.612401738216422	9.850447377293705	9.944876229441624	11.087233186477903	9.667725027516546	9.446693303698341	10.32365777668936	10.322760339766894	10.88116360594195	11.951216926781521	10.078139786236202	10.11980278872342	9.641260763525299	12.88764340295066	10.455979545438947	9.618923902647145	11.044578731393264	9.793152746142814	9.670847734236174	0.0	9.749060641495163	10.511282667325299	11.239309590534113	11.126920501203326	10.485236779392537	9.509291909067278	9.830439483647174	11.33248282858442	10.14302708295306	10.714785855886797	10.206371776157006	9.714220173275915	9.683571878411087	10.12388078354702	10.037129237393813	9.987445526894161	10.737163982922839	9.727475075063023	10.148909556824147	10.618548555668939	10.867321724512633	10.959984275226294	10.128658384662112	10.579342746038035	9.92279014615416	10.560163899920928	10.15703267265754	9.34513649476282	10.8487772216756	10.531628132391837	9.419599034591242	9.642713027407142	9.650146842154268	10.725465800191381	11.241171015756732	9.316427505339613	10.078866052906006	10.031540997881555	9.875629361435651	9.223902551400718	11.833490714351072	9.53268417627783	10.036024257889503	10.393299707066408	9.726502658114894	8.698940016798186	11.968368544443564	9.921720710154128	8.905224474444077	10.512197254842018	9.802212506820771	9.074145992080549	10.035586915089171	10.731971431418517	9.877468489098387	9.896749752909493	9.75552345929252	10.201044126782513	10.893911448667343	9.735184872018797	9.594661674633011	9.283928101553114	8.787133878180647	10.949511233322282	10.808202022104116	
P43116	7.8108620736315455	9.550115448851958	8.423396873373198	6.637984164182362	7.743454247628001	6.955795723917455	8.318291690956835	8.985957218541422	8.261715150587039	8.711340275134482	7.789196126416246	8.022394522930359	8.162712881917951	7.464314061705175	6.625614490278444	8.337708786169578	7.879590576481617	8.49028616463261	10.282398335538225	7.28977566689768	7.84901646382777	7.664892507338172	11.62664245047899	7.997838265929078	7.285445810445649	9.245660120821993	7.214087354826005	7.350795042055266	9.749060641495163	0.0	9.208331409688803	9.618316330095476	8.488756042780837	9.016426245760174	7.2853024274884275	7.812205017272841	9.900975637599867	8.474622584013927	8.183855065024563	8.085681155705839	7.149124227113472	7.467036344400754	8.127147796830752	7.300484058965422	8.004186520299813	8.612902448307754	7.7752132223554495	8.49379146037572	7.704758153223588	8.605809751785554	9.032743505722586	7.901804480650658	7.563518847285653	8.283046783482344	8.349328765595322	8.616885774208528	6.028427439022901	9.308706490740938	8.331167228225294	7.24271878069808	8.389876472795267	7.915280841581641	8.402594918678046	9.17453123482516	6.953786080056632	7.549381584194341	8.012496621916013	7.534483550453849	6.784300944985389	9.419965201350607	7.117364002235173	7.59928888353314	8.303448538085684	8.020010803025306	6.384203455880156	10.060920985667424	7.718864731180647	6.01193591217744	8.134971785221362	8.01433423537838	6.727261780058363	8.314716828326294	8.782371057725515	7.912502330379274	7.716009601144081	7.219986101123948	8.45868044751964	8.507495407873568	6.890602586693057	7.737890500547417	7.806621058636225	6.422506872201689	8.788601678869155	8.487905536432054	
P25105	9.332321474035366	10.8561299871129	10.206228874056734	8.687747896872368	9.69818705958591	8.725482391752703	10.075893467542274	9.895846309109293	10.264700856450085	10.093588727237332	9.24545471492531	9.79685705134574	10.429117989352243	8.818992863907871	8.813206699605841	10.013248536485884	9.62000271686217	10.139189602900752	11.358664318378143	8.889715796181756	9.593741818341794	8.75299131828756	12.364795955404354	9.440883344995397	8.910824429062222	10.277799433846896	8.636281619074403	9.079085259092867	10.511282667325299	9.208331409688803	0.0	11.313211424919473	9.648291659576207	9.842666816247258	8.833040022338722	9.150832186716583	10.195926251516614	9.170154107490092	9.893222592573045	9.117492568338598	8.029567682871866	8.839619143220416	9.36094165544732	9.261374875306803	9.640201668666014	9.737403574959105	8.997971509846499	8.949054178450307	9.834629801646082	9.639827572794559	10.414396200939347	9.402474460886044	9.172910838872076	9.574342486198546	9.531661128596694	8.669630098488872	8.401663412831672	10.333662427299682	9.689353278504608	8.39734616264753	9.366347863750908	9.838692670434755	9.920438741855957	10.666620196516975	8.413778249825743	9.043448256419502	9.954472792635569	8.603362012830567	8.433928236676865	10.973760042813549	8.79615909434899	8.918018196403594	8.791740363646575	9.317937653023403	8.298909481594258	11.238745234722401	8.60659298200961	7.6930577180577995	10.12588486728224	8.489626257018484	8.176565475961958	9.02808068523616	9.71997657540872	8.884093354477633	9.384916128546228	8.19576072514068	9.35257638682408	9.559212432723198	9.143623510772125	8.660645122959156	8.85461512739862	7.956249662730789	10.167643133985061	10.253114741224895	
Q5T6X5	9.689563328055794	11.694791217274966	10.867311423705745	9.372487128014493	9.58537925644602	9.149202052385068	9.877087053955062	10.573076586407051	10.16390212375928	10.176449452910001	9.994751729566367	10.021335830341753	10.882610512949404	9.105749319137438	9.700292359450442	10.104072528279419	9.803875789776646	10.431670757400529	12.091273098594845	9.600597125617082	10.303132205305909	9.547412649604892	13.299201738776217	10.163334099339359	9.277578093559704	11.076259440918093	9.066591620958814	9.065155334652209	11.239309590534113	9.618316330095476	11.313211424919473	0.0	10.554676591233749	10.959246091607831	9.56094658697343	9.50483213981712	11.573884122883742	9.6242937833287	10.508119852677199	10.18784280646219	9.939888404333502	9.83319364048939	9.821662390764997	9.655018212305754	9.926496195988767	10.281352296692999	9.247147841948951	9.955053753131159	9.894736244022917	10.222739027216818	10.932829976125081	9.776835481416068	9.716755690261028	9.710213071153854	9.683659362801093	9.418565881776964	9.252189320461405	11.308626816268813	9.709461485491893	9.398421030304883	9.682058991935566	9.774975148761929	10.27370188748536	10.98199091329659	9.120565907090334	9.53360404703254	9.81528323917278	9.453658983527674	8.979829448571476	10.642968819147214	9.103184814206797	9.76656635256335	10.00297724773962	9.752637362915618	9.030457650338995	11.534244952034209	10.05249775236905	8.388859008747943	10.068750658247865	9.623258576680449	9.114982084810949	10.26047456523952	10.421893807259455	9.712635801053242	9.746843727310711	9.697157291056165	10.193635194036121	10.515990186606652	9.779919209248568	9.846218152154771	9.57728713780449	8.712284826298053	10.383065868650068	10.125900850544467	
P37288	8.63909106091423	10.615498706527799	9.827413061803881	8.07472683613214	8.838308666787556	8.111397187742861	9.05213335884998	9.606252807485394	9.267381127170271	9.280579764276299	8.960708969993654	9.173059215814058	9.726839643646457	8.09902707644384	8.377294708662188	8.993519842616685	9.31930467833831	8.881371211587549	11.026885720286728	8.644528080976166	8.903439742394394	8.14864181312246	12.47891871042219	8.576065516177794	8.292893361146003	10.555102256758047	8.07665904734071	8.242221406978658	11.126920501203326	8.488756042780837	9.648291659576207	10.554676591233749	0.0	9.575199551150524	8.843725204811271	8.365994456881532	10.218793588979706	9.131243246390344	10.04221998516053	8.364047008377254	8.565383040375222	8.771189432811566	8.346268283045886	8.397351641402867	9.647788475356299	9.155070456846907	8.315857381397377	9.322599049094466	8.545350352420776	10.169601041541494	9.750851651364046	9.01954256186137	8.985809482902134	8.685992760576594	8.454769174263593	9.348711188102634	8.493911245796744	10.039422388082878	8.763207436921363	8.21088562443143	8.725437251626019	9.349794180013713	9.571040537542732	9.937371317091008	7.717506387024605	8.501740328195103	8.935740827202368	8.658740615344971	7.876279310135792	10.033819827544171	7.750141680177396	8.309476676805115	9.574731826158137	8.919572391049336	7.663823534715934	10.87214795269921	8.884907550292075	7.68619118190493	9.354187919822495	8.92205294802234	8.541918670067284	9.18608197464607	8.704587996458432	8.356225694804984	8.446038087356738	9.277436682703039	9.531263717653243	8.793135639582662	8.241114165886131	8.996378243153568	8.417320973554395	7.412292581125053	9.339464094833284	9.31477482550758	
O60883	8.484979781968741	9.958105830179303	9.509919796061858	8.274103953644847	7.775852295626214	7.4566479591042905	9.13431248901501	9.734478623863614	9.600534402203456	9.576739914851714	9.066497894193176	8.218247397317619	9.322479846502498	7.7353545390583935	8.718593880087594	8.91989383595828	8.955892660119938	8.778692289625695	11.403066021828483	8.106804947680201	9.839925971286851	8.415818893311291	12.785266941389214	8.71297964299379	7.680190059071581	10.3704780235948	8.32228746719902	7.762043520614016	10.485236779392537	9.016426245760174	9.842666816247258	10.959246091607831	9.575199551150524	0.0	8.268619558703254	8.824952548018226	10.313546529229807	9.463268607948853	9.843580445218024	7.45405184755555	8.262000549884474	8.762959864315281	8.707150698537559	7.948959512837975	8.60007989147936	8.684498355224218	8.481013326381186	9.498987498807507	8.731955130133144	9.996164727244631	9.59194884757809	8.945545717178765	9.143467165781198	8.919644266791627	9.042543975920479	9.679970930459557	8.096013459364988	10.12324326574708	7.769109942899556	7.745288435575667	8.139604497023528	8.177294580537781	8.799362098043682	10.65209889513732	7.560873527795255	8.017240393461215	8.805421144135394	8.695417478622492	7.675839768035323	10.652323566104421	7.974528057744457	8.26474300019239	9.46901062557782	9.019519296923669	7.306712278431286	10.868779243964035	8.489704579754346	7.285462606385941	8.666947081023451	8.872230610780411	8.086429176485845	8.634322123421956	9.063599495919687	7.489895314432365	7.827005438181266	8.341399295308959	9.153247337934397	9.144806470712266	8.141201142653763	8.695841922615543	7.499140829658514	7.031876370093336	8.831375136102846	8.799012474952065	
P29275	7.609152464546373	8.942272510763537	8.560343158620016	6.228574503051853	7.429819176942049	6.514354691016245	7.916537748602918	8.288285675597773	7.913983839793276	7.962133451789417	7.559467026008468	6.446234998807608	8.16893978610555	7.060081145330123	7.1326277501461135	8.049072654612887	7.330923622133833	8.006274188989062	10.153569103235482	6.55332489542619	8.906232996889772	6.8544434019590845	11.329330406553982	7.663200573327096	6.045251695107647	9.569548107678829	6.9429782279513175	6.822032986523781	9.509291909067278	7.2853024274884275	8.833040022338722	9.56094658697343	8.843725204811271	8.268619558703254	0.0	7.306929113400394	9.994165563004724	8.022223791355206	7.777782737778587	7.547599919158085	6.913225317604379	7.13817185226175	7.4497712305812875	7.170661645747384	5.8654558598391375	8.733213396391658	7.408900436910694	7.92412152258135	7.683969376661894	8.885594845614243	9.234663296417365	7.6360800160580995	7.126253367824297	8.01240105058653	8.42612992647495	7.781430693096953	6.462156028361822	8.791245872744904	8.294155650841565	6.617757477790535	7.429764196521554	6.971722257806201	7.485764609601576	9.351802602710565	6.79527306499183	7.813852670302012	7.600140662384456	7.646772432815517	6.548305700844784	8.675367092088814	6.899698308357586	6.625398040547968	8.135893364069277	8.203935153764142	6.346682080855422	9.488675495068769	7.035463020610009	5.8615753302877955	8.11196515201	7.0802649672511135	6.265452873137449	7.703163352145864	8.215214490638829	7.371056491417449	7.673695696372785	7.014141809766057	7.712887329044155	8.022253021129144	7.255559196756725	7.56369251938094	7.0273288369398035	6.133658028474675	8.465729763885085	7.6680227946757595	
P35368	7.6649276606953345	9.391047479351005	8.917454307066029	5.583860158067382	7.459826613857623	6.708088967427427	5.386972831803947	6.024926343951091	6.426123468050262	5.89179937236615	7.621130726019062	7.100864110364315	8.587434024291897	7.120262289545453	7.311290525861938	7.844379678073753	7.683537316763384	7.465173205269788	10.226654732015941	6.880603499294535	8.509614440887969	6.925614467812638	11.683820816209602	7.324123488532381	6.338417357929195	9.513135263521788	6.538347787772836	6.56742074373632	9.830439483647174	7.812205017272841	9.150832186716583	9.50483213981712	8.365994456881532	8.824952548018226	7.306929113400394	0.0	9.802017642225888	7.642746813176342	6.79238636020089	7.419439880137263	7.570458541245737	7.154263755188956	7.060438828663475	7.259538377955357	7.831737010865159	8.331008311052084	7.3282786423043325	8.097683156689559	7.715624938754962	8.736789434878562	9.052840652377427	7.933892471710424	7.804263260628316	7.6935682664248946	7.801261761252681	8.484822644378047	7.344316097777832	6.804770547688764	7.793750172451833	6.975486588384559	7.584951927826777	7.054801887116543	7.626564042725401	8.679914309388993	6.933841994654883	7.598558333419071	7.319625073953758	7.60381400179977	6.294778241137281	8.807816406780223	6.822359347122884	6.961851707986699	8.300374146343119	8.034675385152992	6.218627378226852	10.391284311151182	7.547793427860743	5.815252136316688	8.286319140767677	7.595591683512728	6.973346928380085	8.3558722717507	5.204849957031485	7.053905045428679	7.028079482055708	7.840041824275932	8.486324509604074	7.455388049508448	7.127264056789819	7.756300122357321	6.8998720194041825	5.773764358892815	8.43879489029773	7.513443013220931	
Q99677	9.836625499238073	11.77652720069965	11.0593878315811	9.558905184768928	10.99697595575993	9.721525893843605	10.58320154345914	11.052666832880082	10.415891170466468	11.051370888993677	9.600835870857578	9.835527375014136	10.751436390448994	9.652265229744575	9.442968993515004	10.157713138109619	11.493858190971055	11.082547725296303	12.566897707917185	9.79414974342413	10.289929470740244	10.126137873898639	12.900505188955893	10.277771096383917	10.093946221134079	10.797963715239888	9.453827647736542	9.47778540811235	11.33248282858442	9.900975637599867	10.195926251516614	11.573884122883742	10.218793588979706	10.313546529229807	9.994165563004724	9.802017642225888	0.0	10.284298376072575	11.038149556800338	10.0245194913205	9.323209216917341	9.487995335526184	9.818831044944925	10.008447662532104	10.229805688798495	10.536347922798694	9.435656283247637	9.385615481878279	10.349180888415342	9.860221990666487	11.129649632743673	9.933965158667123	9.735411487053028	9.68034726464985	9.941014042396372	9.643252704302705	9.237154899457694	11.40142512636741	10.151078497008593	9.697078689827846	10.571196164733662	10.288849577883497	11.00779761078504	11.331462827291617	9.476221479855692	10.23357273625389	10.636292709220674	9.738071588078581	9.507404047049485	12.184707338506058	9.831761846984556	10.019265920867227	8.643424100619837	8.798151305781143	9.21661754894819	12.517804418834235	10.621903175457843	8.814662301568998	10.776799937334978	8.90977350769476	9.456203209115268	9.52255987825085	10.292168110364772	10.021948022112504	10.23856419758476	9.61001485433748	10.168555543993037	10.546450896804341	10.487509411486153	9.476893749193804	9.67593946472681	8.899745496740007	11.524390704114488	10.963583415051103	
P35367	8.124251993718628	9.638759096365805	9.594630814027036	7.6050858485828545	8.225677270742505	7.201698207207193	8.142577634110337	8.992981130425733	8.741815379268973	8.847318127419166	8.228649900363862	8.568956245688833	9.42197834610063	7.727669299784905	7.528528728527648	8.731920839119296	8.398050308758068	8.60286748993303	10.215980924682308	8.073198673585749	8.809735121922753	8.011736351560096	12.028840424339252	8.293363575813341	7.374512413733136	9.574001249949035	7.835796457268053	7.746512762364393	10.14302708295306	8.474622584013927	9.170154107490092	9.6242937833287	9.131243246390344	9.463268607948853	8.022223791355206	7.642746813176342	10.284298376072575	0.0	9.045622055706113	8.477345166346174	8.357325331591928	8.237769147268404	8.243330051079766	8.132997535084506	8.588797051530097	8.887645697634316	6.977440688089617	8.545152661266119	8.675230738712653	8.822064355741361	9.94029958188545	8.567001815211645	7.949203130801916	8.611888675194841	7.597934793516796	8.382251793751806	7.787940944400991	9.53060444627522	8.765528589568115	7.713142597729089	8.203502081959419	8.093744113344348	8.493836960955544	8.88582069389608	7.68126714908515	8.457756980488043	8.186013713223295	8.098184410394355	6.77547698006469	9.78677986004109	7.59831135169127	7.706550378206568	8.511317496309529	8.478469821812878	7.099246253099697	10.505578033490506	8.011296929549975	7.2044809559497285	9.121376059380847	8.196721423896278	7.80087511330669	8.843882172121093	8.294335321033488	7.7353105032976535	8.09036770799815	8.459028148222012	9.028621986063673	8.71717073232894	8.131935571105288	8.034432529133758	7.698506708780031	6.498224171753421	8.604297614216527	8.447188662403969	
P08588	8.657593684166283	10.384543394179047	10.236833937417948	5.473047348937683	8.42134480059568	7.692671625695904	8.16438921951023	7.413164355638976	6.704917750121126	7.604970030877388	8.551444344516534	8.595752024880483	9.118591605291018	8.566586554453307	8.037595563543011	9.281548852864585	8.052262512303441	8.437970353422644	10.799812095501677	7.586056751475013	9.516243485565127	7.675845125051623	12.313938481583852	8.310357463102092	7.481137021927279	10.667997963935047	7.56384168106556	8.163636288424106	10.714785855886797	8.183855065024563	9.893222592573045	10.508119852677199	10.04221998516053	9.843580445218024	7.777782737778587	6.79238636020089	11.038149556800338	9.045622055706113	0.0	8.405549719100124	8.374310537858252	8.537260866117734	8.270979107569177	8.446436805769437	8.619610860858506	9.463752785410561	8.370316765588168	9.031117800964758	8.778721632147832	9.552132368418892	9.717324440106092	8.23794859574119	8.369906479889258	9.117314347613783	9.26823471765075	9.388578138763055	7.790481362637996	8.019636724291411	9.226291604777547	8.197253395725546	8.718844244548587	8.158666845497466	8.168672802147576	9.351523102623993	7.823750111125817	8.613902688127204	8.215538425684157	8.951770836376838	7.674069921370588	8.789432750374655	8.148193380229857	7.776085240145218	9.260774528504593	9.333729814237577	7.530595713954627	11.078768817417629	8.064784092377568	7.101536045420924	9.253286264978835	8.457859443828772	8.018817932819266	9.406767811820389	7.391274898638291	8.447660349479515	8.257394528955947	8.49420599333971	8.828541371884448	8.828829997514195	8.662268621912409	8.844291702925167	8.493804302897717	7.116905480117537	9.65884993635698	8.732735605835902	
Q14832	7.763025240733174	10.091542457993137	9.28199901714706	7.20266925132224	6.364790514466276	5.961371529757615	8.716386608358073	8.364972670898958	8.42085489006141	8.0796584250632	8.329510191282859	7.671235277184544	8.787494880673316	5.64923509793868	8.482393391926557	8.099121812382744	7.827104968610448	7.467087605674157	10.245610511916304	7.4226567303030695	9.020716199824061	7.34857675572127	11.377730029254579	7.433435498121652	6.288826778618771	9.971714587664437	7.681680873375597	5.484849006230389	10.206371776157006	8.085681155705839	9.117492568338598	10.187842806462191	8.364047008377254	7.45405184755555	7.547599919158085	7.419439880137263	10.0245194913205	8.477345166346174	8.405549719100124	0.0	7.43504520017104	7.8522433837472425	6.973810183826606	7.185934887906347	7.974902380056237	7.007484578330442	7.394141321978787	8.650347934000283	8.04008341055056	9.485082394090835	7.212588559171959	8.162565452108367	8.245338064523313	8.540074704406374	8.190879314487963	9.353366878205684	7.520954184676202	8.907686342706546	5.687532469689212	7.212681975783047	7.496996602912207	7.5959651531370325	7.446978222110277	9.26732538752538	6.170860328632995	5.757097917874164	7.783821327996764	8.191072245567634	6.037504524674801	9.88526375916511	7.193578954952178	7.601764123310051	8.876809296279083	8.418990376326095	6.422624407792016	10.196716165503027	7.11897221378549	6.661448646306834	8.37912525338219	8.160232212811426	7.151640383547265	8.280865647667563	7.917342369404654	5.1913701433755035	6.6639476257876415	8.186991297896075	8.51222921581446	7.8364231013759476	7.85224674382478	8.265269530579355	6.92046105470066	5.834201196172074	8.29232001889239	7.746625084627109	
P51681	7.576157348510593	9.330712862433646	8.293251377725428	6.431599338064945	7.743339954846694	6.823672685096952	8.23166701134358	8.678394800645755	7.992313948420112	8.666537586287571	7.578236825007783	7.1614265070388194	9.155539576936611	7.0692133611465895	7.399898749989189	8.279214596658633	7.690541622919124	8.049052129165824	10.420248635960606	6.937756197376385	8.471605294742263	7.178423242589287	11.449338395161947	7.9527101695696585	6.978647310263676	9.578930059653363	6.380139247294024	6.996137300198816	9.714220173275915	7.149124227113472	8.029567682871866	9.939888404333502	8.565383040375222	8.262000549884474	6.913225317604379	7.570458541245737	9.323209216917341	8.357325331591928	8.374310537858252	7.43504520017104	0.0	7.097788717382648	7.669664445541039	7.374073143623313	7.572781138996287	8.345244694681162	7.933738454469423	7.873243171616663	8.01687944588831	9.01891808613754	9.188918310187372	7.534197355456608	7.629213936765951	8.236851883257366	8.692902731064397	8.15361021645664	6.333022458663376	9.514376310820712	8.010487265205919	6.242447927253175	7.817215732309407	7.555430515890602	8.425857674527926	9.805211975015498	6.790151856070151	7.687905492271001	8.174477828274554	7.118084463384997	6.679288220011086	9.836222770797274	6.893759381476425	6.91586047812429	8.118520731798126	8.069661923275765	6.517832900905748	10.012688655315566	7.306286743559683	6.08940146818391	8.055415056344255	7.47775593168879	6.644364588102659	7.708838757957852	8.242060324010948	7.543367802005802	7.497354545027672	5.741429553320055	7.498770825277005	7.943820374835759	7.4721121592267545	7.481865818958318	7.103022279984822	6.031447105329451	8.932130704812982	8.340947867050378	
P24530	7.935609645699968	9.84859479333276	9.171661788348874	6.739389719081144	8.00942073460695	6.931857657619661	7.3449699329603915	8.809153212253307	8.48058988344978	8.732810601061807	5.87115962752663	7.8178732289477555	9.201285878061311	6.9123992071307105	7.193343804866568	8.398558817779723	7.926527954582235	8.419599170155637	10.394300716843379	7.381617283847766	9.015047488692609	7.819180859286891	11.607821662471737	8.220283200183369	6.605535971082353	9.732127192746075	6.6020474910884	6.714625644382329	9.683571878411087	7.467036344400754	8.839619143220416	9.83319364048939	8.771189432811566	8.762959864315281	7.13817185226175	7.154263755188956	9.487995335526184	8.237769147268404	8.537260866117734	7.8522433837472425	7.097788717382648	0.0	7.8697606089279235	7.347504768746626	7.67775595518515	8.37250538955471	7.419480765520606	7.864490239510062	7.922508789689142	8.948331996713373	9.112306280501288	7.749591552780863	8.062783742638437	7.93362894315786	8.035920626637434	8.586535218304038	6.730825978581246	9.015216309986835	7.838937663346708	6.598902395013205	7.90495276077544	7.08582014510086	8.093837909870063	9.455272602198912	7.211557658385325	7.601617442570905	8.277959630535229	7.700190621319951	6.659068115905209	9.537226833216252	7.037034873915712	7.288862863411464	8.359997803140105	7.712036644371432	6.720599577187209	10.419331343790086	7.836977319787411	6.036745134831213	8.383848045311343	7.46197665253562	6.66193244571578	8.30642411269787	8.214936431123883	7.571782418483507	7.656259486166298	7.347652068773962	8.437543800393582	7.828102516749234	7.8229768603369605	7.816711546231838	7.122421226223667	6.290475500212231	9.311771686246226	8.096151270078822	
P28335	7.727270529809838	10.175006325568448	9.396329012403267	7.0925102782518525	7.261276990813817	6.537185220147642	8.535515631538347	8.654003625061526	8.061810160200926	8.540524143674986	8.115617697710436	7.61750812696829	8.721725846310639	6.8854324558662885	7.95918664426282	8.216679132537177	8.228115937673111	7.025207224816959	10.185607772297859	7.224301863998907	8.716239510582886	6.8418106740511195	11.835147239106519	7.229115657797182	6.501129252941188	10.11780441486795	7.4847639194627265	6.418919971737391	10.12388078354702	8.127147796830752	9.36094165544732	9.821662390764997	8.346268283045886	8.707150698537559	7.4497712305812875	7.060438828663475	9.818831044944925	8.243330051079766	8.270979107569177	6.973810183826606	7.669664445541039	7.8697606089279235	0.0	7.497384145692329	7.941570522626289	8.712083070226921	7.558255501962936	8.461247397283595	8.097368349285532	9.54784774250792	8.620060642889182	7.989424926455406	8.211290318264986	8.184434881174878	8.416744774347224	9.202396014044906	7.429942357802792	8.812983175808178	7.354756939277154	7.217087388897602	7.810741525783277	7.775083663156058	7.958548656505667	8.928144633471385	6.902940884747985	7.3986316229097735	7.30141213127781	8.013953875321606	6.506770796078776	9.11422769248889	7.072016013479893	7.177503065810798	8.67347182142764	8.625397455190745	6.504944466588874	10.283346933352496	7.388042569199872	6.626826045782551	8.445521259743831	8.373558821720325	7.648629429184505	8.945634589447451	7.545682332626246	6.944197068538758	7.124464820082934	8.163902003106134	8.682874537162148	7.275316037454027	7.902833534328613	8.192894139224723	7.177202982968103	6.151012150186059	8.804403151042672	7.875659944038687	
P30874	7.665712965719568	8.856417277489289	8.633027353150037	6.770367888276747	6.940314460810916	6.12854892657327	7.774414155477259	8.374366619481707	8.414926015364875	8.140798699692386	7.696318609338991	7.646069895879404	8.178812220064172	6.939039217384741	7.221343409754789	5.311348808501682	7.566425849098691	7.518371019919794	10.043741161283856	6.894505043809664	8.676921323384283	7.118358902134529	11.76190887381855	7.526321437707074	6.201154908238473	9.601378572480966	7.106243068704748	6.75373665616893	10.037129237393813	7.300484058965422	9.261374875306803	9.655018212305754	8.397351641402867	7.948959512837975	7.170661645747384	7.259538377955357	10.008447662532104	8.132997535084506	8.446436805769437	7.185934887906347	7.374073143623313	7.347504768746626	7.497384145692329	0.0	7.755317012841575	7.869329416866884	7.507419101456735	8.635372352622602	5.057968906455464	8.901143128420125	8.528092545145135	7.787227829269655	7.871549664909055	7.8837028985579	8.294028503495399	8.92495667668504	6.993180863145764	8.730601576256067	7.1882041557166865	6.530581562657966	7.590968222474029	6.918538407273158	7.550138542528169	9.011356710532109	6.505021086331339	6.7648738899153225	7.306026277494881	7.765047525223957	6.520873257848894	9.200051486466828	6.898963909080276	6.7132709916034905	8.575445128865512	8.379924735894395	6.179851946251544	10.157892213767672	7.2233677093805415	6.409038048356458	5.040281044592836	8.14804465293093	6.9132745660871695	8.401574971692492	8.120914524119005	6.836616980016072	6.55086660572019	7.513775234958104	8.564838261214398	7.884834420251957	7.009987680888912	8.236008940843847	6.848373936663215	5.944020730736011	8.037892205233796	7.128503316448584	
