	P43657	P34981	P08912	Q13639	P35346	P37288	Q9Y271	P47898	P08588	P24530	P29275	P30939	P48039	P35367	P51681	P0DMS8	Q13255	P18089	P25105	P18825	P43088	Q15077	P07550	P08173	P41595	P25024	P25021	P28221	P32239	Q9NPC1	Q8NFJ5	P41145	O15303	Q5T6X5	P47900	P20309	P30518	P21918	P43116	P08913	P43115	P50406	P25100	Q9H3N8	O00222	P41594	P35368	P32745	P21731	Q15722	P41231	O60883	P30874	Q14833	Q99677	P08908	Q9H244	P30872	P25101	P28223	P21554	P30542	P29274	P28566	Q96G91	P34969	P34995	Q14831	Q9NS75	P35372	P28222	P11229	P08100	O95665	Q9UBS5	Q14832	P21728	Q14416	Q15391	P28335	P21917	P13945	P14416	P41143	P43119	Q9Y5N1	Q8TDS4	P32238	P08172	P35462	P51582	Q13258	P35348	P30556
P25021	0.8005792069619703	0.8161357677594656	0.8495993280702806	0.8211059682459154	0.7750275971593898	0.7803272527064584	0.7286002299276443	0.6922222208240913	0.7994104859618405	0.7440364831885795	0.7489438672009551	0.7978824511720124	0.7668502135374806	0.8355753591330226	0.737593070548271	0.7122498059310926	0.8186660213134631	0.7733144119476365	0.7217227864609738	0.7082181635423157	0.7986275019257373	0.7348545364147828	0.7872844273204233	0.7828457986971089	0.729394388868356	0.797924919831486	0.9999999999999998	0.8265422361483954	0.8044231761505181	0.6907217238933925	0.7019805975394166	0.7475453437355708	0.8236146907697921	0.8103417743937056	0.7775911907667042	0.7914390278111411	0.6508587371950816	0.791694431347071	0.7176994815085872	0.7603761857538578	0.7988932527567685	0.8047264383536022	0.7472630274737532	0.7893258539002763	0.8059579466287492	0.8015341211944504	0.793539144607185	0.8578622956178954	0.7146389293486359	0.8125176488680768	0.7496917573885705	0.8362941644284717	0.8204062820248226	0.8215506434050371	0.7887547102705603	0.8103435524724608	0.7902041624496899	0.7778059445603732	0.77738769732305	0.8067200201753763	0.8034808689190442	0.7609220826425013	0.7557994649523336	0.7451049838232602	0.7091744248352112	0.811701734630576	0.700101306588867	0.8325750788556957	0.783407159051234	0.8028068139411131	0.8573754576997118	0.7946598590436906	0.7976842803062744	0.6826537648136498	0.8006685838494673	0.8059916077422723	0.8647148293166962	0.839404930011812	0.7593696435225125	0.739982841314482	0.7531251664469999	0.7011954609490075	0.8655305345556387	0.8369621107772032	0.7300645857093017	0.747807799591126	0.8230901537889795	0.7950409241413138	0.7505778434545047	0.7647943209524857	0.7312380114720184	0.7187548521211277	0.7651821774968007	0.7778074567016088	
P28221	0.7659065025978733	0.7728353452561657	0.8182268335172318	0.7775715904270494	0.7240468871200715	0.7938591698611219	0.7056520186530094	0.7617677037560777	0.7738029136391765	0.7024996109764428	0.7234098289897827	0.8191325999712391	0.7008333313756488	0.794658314848293	0.7622027260943849	0.6565448783519867	0.79822497535163	0.7161364131877694	0.7180545852769066	0.6966330630739344	0.7261700158572396	0.7403071326488019	0.7573150780381205	0.7822424857164033	0.7999224209576321	0.7698162613038692	0.8265422361483954	0.9999999999999997	0.7239305415389684	0.6177557608806796	0.679072754033355	0.7451761017990265	0.8235392897721968	0.828376264147627	0.739904508920946	0.8285624544125455	0.6798027105698649	0.8022317874283615	0.7020656302740939	0.7995395913492219	0.7584261221924834	0.8307089421865685	0.7287439868393946	0.7459663787771177	0.8347842560927311	0.7887369981122158	0.8031334054822795	0.7867468427438866	0.6824861107046968	0.7324491364779978	0.6538903296211032	0.805032992214866	0.7875281275634357	0.8482553073785026	0.7597420074279556	0.8558315340768737	0.7267475160716579	0.7478415988832491	0.7332657035506888	0.8165355673657501	0.7869964695987866	0.7145428866308285	0.747837523098003	0.8081103415265226	0.6767347022352268	0.8411561709351145	0.604168032427109	0.8387920341759716	0.7573501717863129	0.7977783189684371	0.8985451113398168	0.7753506230540793	0.7760870779425085	0.6053654335613514	0.8269547382651894	0.8392761590710216	0.8693002364787874	0.8295209463197067	0.7076342421613494	0.7577038149093037	0.6841372728804482	0.6489719139108127	0.8263843751972992	0.7748617628334784	0.73510652175611	0.7430947931758465	0.7874166966316497	0.7632223719385739	0.7366843522199167	0.7835160214448175	0.7314653114346239	0.713550284832679	0.7914579428005393	0.7503387991185406	
P32239	0.7276278347729809	0.7797644128514029	0.7409058044454333	0.7476676224164983	0.7868571553719298	0.7850663597606871	0.6559138888158358	0.6923625416238459	0.7861334134388387	0.7678490889035486	0.7279572372105089	0.6847857868402971	0.7683698471613333	0.7067013583001223	0.7082688452041106	0.70922078594779	0.8092851915368143	0.6981215142191454	0.727272737316741	0.7287613681820423	0.7886449342413416	0.7681398973247339	0.7293161804619293	0.6958003170496049	0.7417218281316453	0.8424967659544776	0.8044231761505181	0.7239305415389684	0.9999999999999998	0.7694614610408188	0.7869469461868555	0.6943812008505984	0.8115137673751277	0.7905914420074418	0.724352261897001	0.7580140577542864	0.7268439749250023	0.7027969176917568	0.7467212693745615	0.7442971561263058	0.8369130348192503	0.7931043101169272	0.7042805654472113	0.7222056905567414	0.7514122813569682	0.8177924062001304	0.8027473366451567	0.7936571762030294	0.8062605067997757	0.8022190753009931	0.8271842466564414	0.7910157002623387	0.6938621644989628	0.792307228451442	0.720647218629026	0.7628462104077174	0.7648383278375978	0.7429686366319915	0.7567942054547935	0.806066290344638	0.8099626448821108	0.7488642898725945	0.6924968084856798	0.7054578422739952	0.6962046856078179	0.7760361269354004	0.7907554970536259	0.7929254126519948	0.7610317987513892	0.7388901240251653	0.7642103264733113	0.7160375778881911	0.7244420995021671	0.7802208602389817	0.8350994340467829	0.7486123894423525	0.7375296119344641	0.8091376800786118	0.7445429562729103	0.7081371965293566	0.8065846983535232	0.6993739178971792	0.7914946685375815	0.8019972492716868	0.765149246631575	0.729307848823648	0.8393489673504437	0.8382944603010682	0.653385481854308	0.7312498884201305	0.7844849142844594	0.821356587378053	0.7137710496206693	0.7578375319233843	
Q9NPC1	0.6288448571284236	0.7140572336210752	0.7159732530220935	0.7418395217612969	0.6517109257212998	0.7306410400575923	0.5833260835256507	0.6492549240596308	0.7128659606819459	0.6826587559117492	0.694111500838363	0.7186374284713221	0.6860907053841889	0.5972604078679896	0.599711792992463	0.733593242828082	0.7183134277814544	0.6784286579504024	0.5962404325228152	0.6781822644383884	0.6567638979271061	0.786172760138501	0.7027726307571693	0.6804143810208813	0.6563798375783026	0.7420023267158379	0.6907217238933925	0.6177557608806796	0.7694614610408188	0.9999999999999999	0.7146551913503111	0.5658696359147386	0.7214306623236282	0.6620822402831446	0.6850340449765387	0.6733093680245678	0.7851103945428828	0.6928248893625158	0.7511917903942857	0.6736650831498294	0.7707287990071022	0.7293296378616754	0.6929327863689316	0.6719823076618835	0.6334553474052573	0.7592237385679922	0.7506051723256332	0.7604365102310264	0.7573999870091147	0.8479442940592898	0.6927068507295133	0.7328007922932246	0.6471727005938999	0.675782506131699	0.5869582742860795	0.6726570956813981	0.6370999148490739	0.6205407738521302	0.6968180205313093	0.6989027281022334	0.6723945460058819	0.7253527436494698	0.6619899214628439	0.6283965969602792	0.8316411811980073	0.637022547876111	0.8716308047219647	0.7023725891038375	0.6172717238173001	0.6235167761573767	0.7007005043979555	0.7005318350053501	0.7251654567462816	0.7768893868584874	0.7868835147544843	0.6285295746864252	0.6869539295498085	0.7620198305641033	0.7156901740668957	0.6435824067663923	0.7852697991550318	0.8074579575199643	0.635293238585329	0.7548321245672531	0.8199532622798402	0.7146263322977665	0.7421652357934768	0.633544282055717	0.6583266619302782	0.6146755491465334	0.701755571989693	0.8095982107064628	0.6008572009368893	0.6395990605367556	
Q8NFJ5	0.6601217950275411	0.7223690003974275	0.7211073534041399	0.737912073722893	0.6833081899526161	0.7354372917466553	0.7034861102118972	0.7580206327689857	0.683360822801521	0.7085611896918799	0.7566994083371069	0.693780765080464	0.724313951311326	0.7007226919847632	0.6958925171963716	0.746284132527618	0.7591965739516272	0.6450692941124471	0.7287359197043912	0.5750103000637048	0.7737404001694216	0.7355170055695356	0.7187675374811893	0.767630371160493	0.7871242541683054	0.8163731903245572	0.7019805975394166	0.679072754033355	0.7869469461868555	0.7146551913503111	1.0000000000000002	0.662783157966459	0.7693102814345602	0.7220957801025906	0.7427422165945049	0.7466478929588664	0.72903303936978	0.6711896134575824	0.7226062414649461	0.6310809220991989	0.7806673072715108	0.7072887924857567	0.639277282457029	0.7424536138998434	0.7582810446009081	0.7674870889683169	0.7844938320660536	0.7736050901538792	0.8227827074721014	0.7526921767447806	0.7538835544550846	0.7309747944428984	0.7123538392779851	0.7682609070687653	0.6712121021191949	0.6767253470288542	0.7130035709511707	0.7142332547451097	0.7530364178166059	0.7860622131425103	0.7589665621243864	0.7659407229511564	0.6785703337687305	0.720520498221515	0.6926575144872023	0.7205966309031332	0.6872105568090847	0.8149753436961867	0.7285845590850752	0.6944766269432656	0.703613204914721	0.7066979307440479	0.6853148920234797	0.6920232906710383	0.85995723703994	0.7781846591915611	0.736733649286534	0.7762022903557934	0.6975405278334563	0.751734286196403	0.6900769558718526	0.6142529941799992	0.6924200625692271	0.6653562731587299	0.6875371913361454	0.6527165792359697	0.811126164293233	0.8124217064151589	0.7277989375922911	0.6120196617515513	0.764295522726246	0.7762017654994467	0.7011290335696495	0.7783365460873679	
P41145	0.7580309225132723	0.7977848608046642	0.7913633884974238	0.7794658103638149	0.7150309196056834	0.7638407700974316	0.751808276580706	0.7404833205294836	0.757524460802138	0.7181638478236824	0.7547904671086045	0.7311385493091055	0.7558289572308821	0.8062108594229936	0.743455177183596	0.6756589858991663	0.8039980706505501	0.7070039882104158	0.7443027391443725	0.6747428377002935	0.72478776672702	0.5941059281607911	0.7649739691633926	0.7317752591169183	0.7344962455384023	0.7537390011987319	0.7475453437355708	0.7451761017990265	0.6943812008505984	0.5658696359147386	0.662783157966459	0.9999999999999999	0.8173892017905637	0.85601266032998	0.7140841146315499	0.7431858438051026	0.6921338957350983	0.7436945018004291	0.697360956198213	0.7762965782135551	0.6847085372960161	0.6991556145862415	0.7829108934241511	0.7291906959842308	0.8208589503791759	0.8148717497729073	0.7935489591959901	0.7433594289261453	0.6899264044263771	0.6845851595034966	0.6661270413587493	0.792080528099502	0.740415107875739	0.8151020578913699	0.7531123682400506	0.786245080557982	0.7872492156221671	0.7220497090652781	0.8051194378445372	0.7596157312565256	0.7515368603733348	0.7974615380385314	0.6923498844187392	0.7179816134026733	0.6679157981712645	0.7875758233452145	0.6233871660684456	0.779934464015809	0.7846734462745303	0.8746087746211578	0.7395082885137128	0.7296483895125944	0.6979769959217507	0.6226976651808083	0.8242201513065758	0.8193257389805587	0.8251615705875063	0.7894717821788438	0.7604046228154256	0.6925608617005378	0.6313419635128863	0.647938491163355	0.7495076216830896	0.8026626218515622	0.7604009181090803	0.7000887971588157	0.7649365386594756	0.7486444755687722	0.7742473233001446	0.7009782195011162	0.7373840700240222	0.7024945745997929	0.7685353339893259	0.7761228831834852	
O15303	0.8130074979039514	0.8484044232867757	0.8569425346971199	0.8176514455527698	0.8003764011202017	0.7864459120034253	0.7506660766376968	0.7961186364462834	0.8423922485477079	0.8024351635435728	0.826338299273039	0.7915196052599347	0.7910498095878886	0.831874077360806	0.7907877662918361	0.7319472619965944	0.9086509647928263	0.7912819268557976	0.7958459656959516	0.7708121112974905	0.8325737070573064	0.8193830731891628	0.8162971209222099	0.8287396462628651	0.794859511870956	0.8066655327241932	0.8236146907697921	0.8235392897721968	0.8115137673751277	0.7214306623236282	0.7693102814345602	0.8173892017905637	0.9999999999999992	0.8742166172776087	0.7808953767633069	0.8628958727182087	0.7975504666112733	0.8040131475146212	0.8234708186273478	0.8185372753765682	0.837123431592103	0.8372879819604304	0.8132882592732881	0.7787718600049218	0.9305484075265295	0.9451219073495152	0.8380233534945329	0.8529086305101334	0.8362598391064612	0.8258341112049401	0.850344892270044	0.8637095217563925	0.7988558428667146	0.9404589310092845	0.8220448657690351	0.8224135919554235	0.8289826288822041	0.8471168593959132	0.847472754305151	0.820274134057954	0.8888587004346854	0.8127823957805377	0.8117343343672153	0.7737206336966067	0.7842998126277497	0.8417834989059008	0.7774658699594267	0.9414495697230328	0.7821307497264542	0.8311903382460114	0.8603346244657105	0.7953469188395105	0.7769192232144373	0.7585713266845416	0.9020469658218587	0.9258425842614942	0.8592949183271837	0.9220721029036734	0.7828953159490412	0.781365734002178	0.7563063923540376	0.7486159915905675	0.793543502015694	0.8725401988668035	0.7921102608590513	0.8035297355538288	0.8382809816274691	0.8132960285658781	0.7969875615447352	0.7611969243700201	0.8380784253973506	0.7740880195182243	0.7802439130350246	0.770903289487203	
Q5T6X5	0.7656287085379012	0.8879746208796515	0.8662458282385307	0.8222764985124089	0.7836384342746302	0.846971283690053	0.7197381836604002	0.7993559831559384	0.7645118810725738	0.7945288504995235	0.771408880269333	0.8361302585669902	0.8150811944164462	0.8214918484701588	0.8149112597242861	0.7814251142180191	0.88132699959181	0.8150184334640374	0.7849199358563921	0.7561040062978173	0.8061647117685196	0.7422538096679462	0.8251438694292519	0.7938610761404403	0.7834422088836716	0.8164991974972049	0.8103417743937056	0.828376264147627	0.7905914420074418	0.6620822402831446	0.7220957801025906	0.85601266032998	0.8742166172776087	1.0	0.7410646403846186	0.8420287115379008	0.7869913459904686	0.7557635361543329	0.8006645593794561	0.8288396797129114	0.7786057561184171	0.7759034923609602	0.7401142623077822	0.7777200635481922	0.8775035967647798	0.8842959724718851	0.8253912627128466	0.8217977222239851	0.730000925669098	0.7804140300028894	0.7197160249330099	0.8434440940626068	0.8046306391933677	0.8815987430557334	0.8093104286834315	0.8409509617638843	0.8101696582351594	0.8140390988123304	0.816162778386386	0.8424119054803464	0.8488874679838591	0.8250401819458991	0.7709846001897918	0.8289673268103586	0.7076283948389787	0.8202737869573484	0.6620441650242583	0.8825333024489286	0.8139415732858879	0.8473245786846693	0.8658811028708894	0.8445109419886435	0.7916258002125827	0.6952063004405709	0.8626440608402063	0.8714985313769308	0.852140744196268	0.8292573357830587	0.7934058034022047	0.7884514683605809	0.712361123696127	0.6852677309891998	0.8017162779114435	0.8481430161275313	0.8027402393625798	0.748802590801054	0.8092987837173055	0.8395862942150615	0.83902766151294	0.7424338077130977	0.7642980572969633	0.7977350842563686	0.8027008101186577	0.8270199700458787	
P47900	0.7875178097042687	0.7980149458504804	0.7776627504685686	0.776321420641484	0.6977311610522974	0.7164148776308263	0.7835093656611817	0.7828708094841099	0.7751361468813474	0.6366530302220929	0.7864912643219535	0.7705042763489834	0.7473835472815287	0.7066629812732826	0.6913549878874936	0.7987378362295041	0.816726888722931	0.7530033190110079	0.8145811955176883	0.6255257458434849	0.7494701351239665	0.7830679608578835	0.754485051393642	0.7610347966050776	0.825491665402434	0.7794050830921286	0.7775911907667042	0.739904508920946	0.724352261897001	0.6850340449765387	0.7427422165945049	0.7140841146315499	0.7808953767633069	0.7410646403846186	1.0	0.7726468963930444	0.6870471711445352	0.8072889583718517	0.7370866407827752	0.6757530552247512	0.84512815196298	0.7634730647170432	0.699240586412971	0.8356948251858582	0.7823731185541254	0.76482534919718	0.7918427878861813	0.8303486985674009	0.7249812032516715	0.800550599777359	0.751651336293722	0.8000174306897606	0.8137444548138831	0.753733819387196	0.7373639099249424	0.7892311937115064	0.7722177469623002	0.725593330808119	0.7652400241592802	0.8051478366089307	0.7167824920049891	0.7910193156633437	0.7657061459413045	0.7486696376159185	0.6951198106706946	0.7642675041678021	0.6436057620703615	0.815656392548018	0.7774741994713535	0.7295320463008709	0.7535971362508493	0.7489912197733724	0.7769951870950417	0.7258176283414428	0.7981533214294031	0.7962693751405567	0.8179025470675282	0.831252842958944	0.7388629760483292	0.7624417599003651	0.68393116683002	0.7125168205753871	0.8038486753545947	0.7630024156745594	0.7824190620971158	0.6687682740898945	0.8308141838979562	0.7806193227521565	0.7991053429255438	0.776422986206236	0.7183426132466564	0.7023633862891682	0.759218377566817	0.7999054460915742	
P20309	0.7911636019395298	0.8621855728728564	0.9236326147622667	0.7700720007789734	0.7485594277905826	0.7719810781608705	0.7194260110710643	0.7806836449501264	0.7703817991746165	0.8031010299880181	0.773947098707077	0.7994651397352196	0.7630429987786567	0.8449468773408363	0.8070624915028958	0.7786959940792282	0.8986345268259641	0.766187041559962	0.7193019954325972	0.6951028824787412	0.8020929577386414	0.783155510851317	0.8251944441627054	0.879873209647756	0.8266636839469411	0.8056827173318226	0.7914390278111411	0.8285624544125455	0.7580140577542864	0.6733093680245678	0.7466478929588664	0.7431858438051026	0.8628958727182087	0.8420287115379008	0.7726468963930444	1.0000000000000002	0.7381093615571762	0.743986467841953	0.7723181037998189	0.7262091054002524	0.8338813696883388	0.8273950456415542	0.7183976232268037	0.8572776452340863	0.8827191947273231	0.8526399365728039	0.839747943597306	0.8245509132615263	0.7723181037998188	0.818910366191299	0.7507577939054794	0.8019678823995955	0.8223246878467368	0.8925614959132515	0.772925257008575	0.8180508391219017	0.7710762554281051	0.8018662330372693	0.8544048758411554	0.9009784431928224	0.8383174813660559	0.8252751992015923	0.8036397842831937	0.7962285776765428	0.7328924750898032	0.8033330990654368	0.6924060120827426	0.8949322136721262	0.8352491411056678	0.8234147398420847	0.8554339625135451	0.8956395574690953	0.8263125220762337	0.7386152066261568	0.8723370094372448	0.8567287473446189	0.8263462970706728	0.85148655575176	0.7152473008617688	0.8243995337640285	0.7206747648299872	0.7165624578630294	0.8166886493523435	0.7740441178392073	0.7560920072314357	0.7576896728038746	0.837944752646178	0.7748777097625406	0.8349360054353018	0.763414168061213	0.7842840214516045	0.7487577724748422	0.8292330730526386	0.7993226310261304	
P30518	0.6952181486289031	0.7709982157097816	0.7387320594965022	0.732130053479817	0.7349748955287163	0.7938602092832499	0.6478641316654832	0.7782572011850541	0.7342915066899314	0.6882744856480644	0.7369585593870537	0.7185658943593612	0.7522488205580511	0.6769626528071663	0.6706629932373412	0.6966552241144451	0.7944282137692423	0.7236346806514004	0.7171697101270393	0.7044666895741817	0.6722245922741471	0.7425475310155348	0.708876196204719	0.7191062393928768	0.742478425859155	0.7306749953341547	0.6508587371950816	0.6798027105698649	0.7268439749250023	0.7851103945428828	0.72903303936978	0.6921338957350983	0.7975504666112733	0.7869913459904686	0.6870471711445352	0.7381093615571762	0.9999999999999996	0.6855841690499944	0.7866781555746067	0.7208480584903552	0.6902834093363492	0.7624076190399427	0.7240018132795688	0.7033033883570929	0.7617194450497886	0.8186989277584759	0.7913300856047025	0.785193035160258	0.6992694716218725	0.7417652874765058	0.6720087792992906	0.766200240742744	0.7248108335107335	0.7819370818100366	0.6849934829356683	0.7433481881872464	0.7029251902391368	0.7582326170834107	0.7350668272947695	0.7218235196144412	0.7421445297975399	0.757642502247818	0.720035402158549	0.7240508606628612	0.7407450039078592	0.6988829552158515	0.747344247795876	0.803889657096377	0.6709436536219708	0.6925580912840165	0.7145914216371798	0.7513197860195086	0.6925227218173818	0.6524023296257005	0.7814323759398801	0.7461568794086859	0.7023466145480523	0.7947336897874991	0.7386983827297502	0.6374178837654945	0.7101861938226796	0.7533285990305282	0.6416785014937734	0.7835872540245145	0.8300287170184716	0.737178613381201	0.7500266911059774	0.7316998616128256	0.7424492480975479	0.6231020516626049	0.7354867171610835	0.7713355195025324	0.6969362702400992	0.6758715228259337	
P21918	0.8081425150266925	0.7697759597658975	0.8071841058358382	0.8131562483146346	0.7983645860260941	0.7176681461283179	0.7253907157143158	0.7582574509964288	0.8380055969062319	0.7087044637683095	0.7633181077544386	0.7720005220132719	0.7296992889412881	0.7267727668471788	0.7212004501158288	0.7198074546643386	0.7990662977329955	0.8012027980759748	0.7394329253302785	0.7502425660347857	0.703952337955985	0.7669741924410425	0.6917818414776802	0.734111458433815	0.8028765392999774	0.7688374406265772	0.791694431347071	0.8022317874283615	0.7027969176917568	0.6928248893625158	0.6711896134575824	0.7436945018004291	0.8040131475146212	0.7557635361543329	0.8072889583718517	0.743986467841953	0.6855841690499944	1.0000000000000004	0.767029241260313	0.8167377212705036	0.7842192482293779	0.7720052851752724	0.763039355901345	0.7752348976883442	0.7856855511241763	0.804739416345151	0.7705445241031949	0.8601525912785621	0.7115522835590953	0.7985291937528896	0.6660958080376199	0.7958985312986885	0.7520839347444096	0.7582692982551221	0.7473847171348657	0.7941554517311106	0.7186762831118582	0.732630459324818	0.7710050891990937	0.7715521532343455	0.7411330834867423	0.7575623696255401	0.7376976631303014	0.7066159543914408	0.7520009255872572	0.7791310137191076	0.6883363827819557	0.7844822433850038	0.7197150231184826	0.7533723321234452	0.7662867541964927	0.7424727542960974	0.8305337904634175	0.6797416036344848	0.804350579283102	0.8045616976122635	0.8615223129056849	0.8611924709306488	0.7043062370930632	0.7860325352471866	0.738571586133384	0.7802829362831183	0.7634574297579392	0.8239062753079209	0.7944126919166951	0.7371581541470319	0.7888820569640216	0.7763442757083834	0.7550408108522725	0.8021335044551658	0.7009957506172932	0.6952963699086754	0.780515303452479	0.7657280880906219	
P43116	0.7334821133945176	0.8081595926776909	0.7929647433431332	0.740883177188695	0.6994729091717211	0.7226839554380003	0.6502285955340584	0.7509086275091283	0.6797529619808401	0.7279643526749314	0.7916328116413376	0.8046261031465217	0.7558641345169832	0.7258012847977326	0.7098765432098763	0.7894774678150832	0.8099591138610956	0.7660273661926706	0.6980481750611793	0.6527546103416821	0.7944755565919799	0.7396348521025573	0.7326657472464716	0.7057693582875213	0.7683857922902281	0.7444936889707091	0.7176994815085872	0.7020656302740939	0.7467212693745615	0.7511917903942857	0.7226062414649461	0.697360956198213	0.8234708186273478	0.8006645593794561	0.7370866407827752	0.7723181037998189	0.7866781555746067	0.767029241260313	0.9999999999999999	0.726700628548235	0.7848210098889536	0.7177162101662308	0.6674555504508111	0.7522776436402759	0.8153811609417355	0.8257357095560847	0.7875100752311744	0.794152499040241	0.7469135802469133	0.7523824755898824	0.7430922625743963	0.8019631900497816	0.7339772488540409	0.8150556620578956	0.7264540577731897	0.7382992984204426	0.7548532282452562	0.7041923737843159	0.7985249184931839	0.7548294124240688	0.7981601516938563	0.8080577494813382	0.7391642843505726	0.7950525054606109	0.7741937307349278	0.7171164452752351	0.7615740740740741	0.8101068707133364	0.7154400373473883	0.7143459585159303	0.7847383919214862	0.7774357877043319	0.7566941583130165	0.7612252554542633	0.8431056379544734	0.7956782720714435	0.787424064648121	0.8213494241129322	0.7356913244130341	0.7599638993910306	0.6964860390224055	0.700705206259024	0.7141466813310416	0.7859889718254931	0.8408579202469595	0.6595629385758415	0.787205731429404	0.7404878014875371	0.7475934197394287	0.747931030541106	0.7591071650034682	0.8072613381524932	0.7287172686589504	0.7091125104077798	
P08913	0.7236770371998579	0.7951679024305808	0.7668102817410355	0.7904013611709503	0.758448968941062	0.7691281193138209	0.6797198490645217	0.714869335081681	0.8059752263554819	0.6916100070949492	0.7118769928470171	0.7562467225478368	0.7277615863323311	0.7667008118582155	0.7497897789536139	0.6680046407068919	0.8100823331591329	0.7846357736166718	0.7802416420053707	0.8134832495197555	0.6846396097766995	0.6917107942835883	0.7535203583606251	0.7259389029533002	0.7515558544203592	0.7658849766381828	0.7603761857538578	0.7995395913492219	0.7442971561263058	0.6736650831498294	0.6310809220991989	0.7762965782135551	0.8185372753765682	0.8288396797129114	0.6757530552247512	0.7262091054002524	0.7208480584903552	0.8167377212705036	0.726700628548235	0.9999999999999997	0.6959089798545248	0.7031297584873714	0.8197227041077376	0.6921106345484106	0.804015351582785	0.8270215801176438	0.7672276614518727	0.7573331248590155	0.7023962597004683	0.7287738694286935	0.6575937642232843	0.7954483205628194	0.7137077539355917	0.8058528179587027	0.6999824694457236	0.798357526709175	0.7254810817705798	0.7106637994431925	0.7226595616922696	0.7849842605471633	0.781120231822646	0.6992335570308987	0.7337816324297376	0.7083221213228394	0.701527339403164	0.7869094230908865	0.6881174430024051	0.803092272417518	0.726402557146584	0.7579814628878495	0.7869320087813493	0.7134074046658029	0.8191797003101389	0.5903837398985918	0.8293808887826148	0.774389988919868	0.8209471176192552	0.8333625823948212	0.7662937802740585	0.7104660419235526	0.7378897839129754	0.6781013039504993	0.7703042184335069	0.785715281718634	0.7689405852799525	0.7785993744333878	0.7485117595846293	0.7422278189301529	0.7356139974642384	0.7496986446468572	0.6612042780814161	0.7173865087181762	0.7624467653219192	0.7559701201688178	
P43115	0.793908634929401	0.7861323922930598	0.8461889752718622	0.7787693348739179	0.7230949301922182	0.733867725015984	0.7156569462689117	0.7548390750135554	0.7631485921209571	0.7396827872041226	0.7415291359927442	0.7867794844892153	0.7432896467290465	0.7305786747926741	0.7197446409097702	0.7911712586477456	0.8557560342592255	0.7655563649619642	0.7296304467760918	0.6766685032523482	0.7631473122207583	0.8180593870626631	0.7619581555796966	0.746945475427273	0.7608419806316182	0.8497872273917547	0.7988932527567685	0.7584261221924834	0.8369130348192503	0.7707287990071022	0.7806673072715108	0.6847085372960161	0.837123431592103	0.7786057561184171	0.84512815196298	0.8338813696883388	0.6902834093363492	0.7842192482293779	0.7848210098889536	0.6959089798545248	1.0000000000000002	0.8436272803629102	0.6821421347871013	0.8264551323523626	0.7961498948171372	0.8248067582560765	0.8360406691164273	0.8238549545610419	0.8407866872110513	0.8429294804391033	0.8170345221150304	0.8349846915542923	0.7813573957482358	0.8273849904295036	0.722553376137656	0.7726322402358426	0.7855145880733075	0.779581921085723	0.7806864672477025	0.8377050044739592	0.7957385519548501	0.7730534161080562	0.739908505471591	0.7086678229146968	0.7582984366554388	0.791660107745271	0.7652980991951986	0.8271318890767626	0.7856970437405736	0.7290520406555585	0.7741285860035872	0.777891023762968	0.7696145808988714	0.8111295428681635	0.8532799757376727	0.7966141754558003	0.7892425905598244	0.8523609150962779	0.755850774360933	0.8146010113775045	0.7758052173220138	0.730591792298885	0.8041690732649603	0.7528688134995705	0.7778003906220563	0.7490949428336121	0.8332889016433661	0.8081374377360417	0.7384078293081004	0.7291673173562048	0.8009322840005552	0.7971054481898451	0.722265493397061	0.7985246586937461	
P50406	0.7749905387666649	0.7407876460346862	0.8101421768481255	0.7411287886513411	0.7933143753691262	0.7089421176145766	0.7262563527702998	0.7903658804006802	0.8340942235712259	0.7105875052722268	0.7359458967141977	0.7402791669587309	0.7059590546310495	0.7139646345013331	0.6725057402344998	0.6609858370246308	0.8129618927734081	0.7711216050523726	0.6954067041970245	0.7455728841832769	0.7605381296076699	0.8172886403382478	0.7056153940241965	0.7474642804585878	0.7631275024789171	0.8035621772184565	0.8047264383536022	0.8307089421865685	0.7931043101169272	0.7293296378616754	0.7072887924857567	0.6991556145862415	0.8372879819604304	0.7759034923609602	0.7634730647170432	0.8273950456415542	0.7624076190399427	0.7720052851752724	0.7177162101662308	0.7031297584873714	0.8436272803629102	0.9999999999999998	0.683568455463773	0.7486198519565315	0.8037481455167752	0.7939806775215572	0.8053154009795576	0.8580921318157764	0.7911832238052937	0.814821094031453	0.7863698134107824	0.8030794461066664	0.7648039896231397	0.8312088397923191	0.7487031873510386	0.8201616677697185	0.7363281356195421	0.8104757003927705	0.7633082021694101	0.7853899434767029	0.7344952638544249	0.7210158751144766	0.7153197509135121	0.7021902355279019	0.7248695336632597	0.801925815318479	0.7688605542765018	0.8394939164473172	0.7915671578080331	0.7293005139290162	0.8145158856561275	0.7447438663991278	0.7248944402157707	0.709071729130368	0.8217482352975594	0.8307258932421143	0.8102634896140941	0.8482976422959481	0.7261923797428496	0.746709646969418	0.7869836511060238	0.7754444392251566	0.7602772673037174	0.7974293807265976	0.7757280915067778	0.7452081688627067	0.7873729713510512	0.7839110128469086	0.7242033841495344	0.6930154539590357	0.8169463614347046	0.7369756032391929	0.736450207839471	0.7485759294161453	
