	P28223	P41595	Q9UBS5	P08100	P25024	P21554	P30939	P34981	P08908	P32239	P30542	Q14833	Q8NFJ5	P13945	Q13258	P25105	P35348	O00222	P25101	Q14416	Q9NPC1	Q96G91	P48039	P08588	Q13255	P51681	P30874	Q8TDS4	P34995	Q13639	P41143	P21917	P43119	O15303	P43088	P0DMS8	P43116	P30556	P24530	P30518	P47898	P14416	P21918	P20309	P32745	P35368	P25100	Q14831	P37288	P41231	P08912	P28566	P29274	Q99677	O95665	P35372	Q9Y271	Q9Y5N1	Q9NS75	P28222	P08172	P43657	P21728	P41145	P51582	P35462	P35346	P25021	P41594	P35367	P28221	Q15077	P11229	P30872	P47900	Q9H244	P34969	P18825	P50406	P43115	Q15391	P08913	P21731	P29275	O60883	P07550	Q5T6X5	Q14832	Q9H3N8	P28335	P08173	Q15722	P18089	P32238
P34995	12.916083916083918	14.237762237762237	15.225961538461537	14.076923076923073	11.35664335664336	15.367521367521366	12.676923076923075	14.296703296703294	12.993589743589743	9.258241758241757	13.721153846153848	16.51282051282051	11.615384615384611	9.307692307692307	9.664335664335667	14.846153846153848	15.05594405594406	15.132478632478627	15.96153846153846	13.253393665158372	7.802884615384618	9.727272727272727	16.219780219780212	15.65384615384615	16.863247863247864	17.494505494505486	16.596153846153843	14.811965811965809	0.0	14.683760683760683	12.067307692307692	11.679487179487179	10.161538461538457	16.21428571428571	13.649572649572645	11.935897435897434	11.589743589743588	15.007692307692308	14.400000000000002	13.83516483516483	14.730769230769234	15.384615384615381	13.503496503496503	16.34965034965035	12.182692307692307	13.412587412587412	10.750000000000004	16.716346153846157	13.492307692307692	10.216783216783217	17.273504273504273	13.820512820512821	12.237179487179487	14.971153846153847	10.615384615384617	14.641025641025642	16.346153846153847	10.203296703296704	15.25	14.758241758241754	15.469230769230764	15.24175824175824	11.788461538461538	15.211538461538463	11.256410256410252	15.12820512820513	12.875	13.932692307692308	13.186813186813179	14.741258741258742	16.04273504273504	12.769230769230766	14.223776223776223	14.905982905982897	14.438461538461533	16.439560439560438	15.099999999999996	12.055944055944057	10.285714285714285	11.279720279720278	13.942307692307695	13.923076923076923	10.068376068376061	17.705128205128208	13.130769230769229	13.984615384615381	13.270903010033448	14.60180995475113	15.721153846153848	14.552447552447552	15.68461538461538	10.000000000000002	10.651282051282049	13.244755244755249	
Q13639	12.515151515151516	12.14141414141414	10.534722222222227	11.44444444444444	11.232323232323235	13.333333333333332	10.288888888888886	13.19047619047619	12.527777777777777	12.515873015873016	13.652777777777779	14.84444444444444	12.333333333333329	13.376068376068377	12.363636363636362	12.472222222222223	11.989898989898993	12.388888888888884	13.583333333333336	12.267973856209146	13.70138888888889	13.161616161616164	15.650793650793648	12.566666666666665	16.11111111111111	16.603174603174605	12.638888888888891	11.66666666666666	14.683760683760683	0.0	11.819444444444446	14.111111111111116	12.43333333333333	14.119047619047615	13.666666666666666	11.722222222222223	13.333333333333329	12.366666666666667	14.177777777777774	15.507936507936503	12.416666666666666	13.111111111111107	12.313131313131311	14.363636363636363	11.819444444444446	10.646464646464645	11.672222222222222	12.354166666666668	11.555555555555555	13.828282828282827	12.55555555555555	11.88888888888888	12.638888888888891	13.847222222222223	12.83760683760684	12.555555555555552	12.138888888888888	11.928571428571427	14.472222222222225	13.095238095238093	12.011111111111108	13.730158730158728	11.194444444444446	12.61111111111111	12.999999999999993	12.66666666666666	13.375000000000002	10.763888888888893	13.17460317460317	10.525252525252522	11.888888888888886	15.111111111111105	11.939393939393936	11.999999999999998	12.544444444444437	13.36507936507936	12.011111111111108	15.474747474747469	13.111111111111109	12.393939393939393	13.833333333333337	11.747474747474744	13.999999999999998	15.722222222222221	12.63333333333333	11.599999999999998	10.89855072463768	12.594771241830063	12.597222222222223	12.474747474747472	12.122222222222215	11.878787878787879	12.64444444444444	11.595959595959597	
P41143	13.011363636363637	13.125	11.8125	12.291666666666668	12.238636363636369	11.736111111111112	12.925000000000004	12.124999999999996	11.541666666666663	11.767857142857144	11.75	14.191666666666665	14.163461538461545	10.548076923076925	12.875000000000004	12.375	14.352272727272732	11.847222222222223	13.125	11.345588235294114	13.3125	13.647727272727273	13.196428571428566	10.974999999999998	12.708333333333336	15.446428571428568	14.375	11.430555555555559	12.067307692307692	11.819444444444446	0.0	12.875	11.075	12.410714285714285	12.125000000000005	12.458333333333336	12.291666666666671	13.275	11.325	13.874999999999998	13.375	11.51388888888889	10.670454545454547	14.397727272727275	10.25	12.352272727272727	12.475000000000001	12.6875	12.325	13.875	14.097222222222221	13.263888888888888	12.041666666666668	10.5	13.817307692307699	11.65277777777778	11.875	12.267857142857139	13.125	11.660714285714283	13.524999999999999	11.874999999999995	10.124999999999998	12.125	12.652777777777779	11.263888888888888	10.5	11.0	11.470238095238091	12.715909090909092	12.930555555555562	12.819444444444445	13.374999999999998	12.930555555555562	12.075000000000003	11.624999999999998	12.625000000000002	12.238636363636365	11.517857142857144	12.534090909090908	12.625	12.147727272727277	14.208333333333343	15.458333333333336	12.274999999999999	12.125000000000002	10.168478260869565	12.992647058823529	14.0	13.375000000000002	14.024999999999999	11.693181818181818	11.458333333333336	12.670454545454547	
P21917	12.40909090909091	12.90909090909091	13.979166666666668	14.166666666666668	11.015151515151514	16.61111111111111	13.633333333333336	13.571428571428575	11.416666666666668	9.190476190476188	14.541666666666668	16.733333333333334	12.756410256410259	9.166666666666664	12.863636363636369	14.499999999999998	12.590909090909092	15.611111111111116	16.75	13.725490196078432	10.145833333333334	11.54545454545455	14.214285714285715	12.600000000000001	16.333333333333336	18.071428571428573	15.33333333333333	13.666666666666673	11.679487179487179	14.111111111111116	12.875	0.0	12.166666666666668	15.857142857142858	14.722222222222229	12.5	13.555555555555555	14.500000000000009	13.300000000000004	16.000000000000004	14.08333333333333	13.444444444444448	11.893939393939396	14.878787878787879	12.95833333333333	13.06060606060606	11.150000000000002	16.229166666666664	12.466666666666672	11.136363636363642	15.555555555555559	14.166666666666671	12.583333333333332	14.375000000000002	11.294871794871801	12.888888888888896	15.416666666666668	11.047619047619051	14.083333333333329	15.714285714285714	13.866666666666664	15.833333333333334	11.25	16.5	12.222222222222221	14.05555555555556	11.958333333333332	12.958333333333334	14.119047619047617	14.515151515151516	14.444444444444446	12.05555555555556	12.772727272727273	13.55555555555556	13.099999999999998	16.76190476190476	14.466666666666676	13.227272727272728	10.119047619047619	11.0	14.666666666666671	12.68181818181818	12.16666666666667	16.666666666666664	11.800000000000004	13.533333333333333	13.818840579710141	15.705882352941178	13.791666666666666	13.363636363636362	13.166666666666671	10.424242424242426	10.999999999999998	12.015151515151517	
P43119	11.60909090909091	12.954545454545457	12.887499999999994	12.611111111111107	11.954545454545451	16.455555555555552	11.899999999999997	13.300000000000002	11.216666666666667	11.628571428571425	12.024999999999997	15.566666666666665	12.915384615384614	10.115384615384615	10.572727272727272	13.950000000000003	12.73636363636364	13.977777777777774	13.75	12.558823529411764	10.687500000000002	11.554545454545456	14.357142857142852	13.599999999999994	14.699999999999998	16.98571428571428	14.700000000000001	12.788888888888888	10.161538461538457	12.43333333333333	11.075	12.166666666666668	0.0	15.314285714285718	14.566666666666661	11.899999999999999	10.055555555555552	13.599999999999996	14.100000000000001	12.299999999999997	11.749999999999998	13.277777777777775	11.918181818181816	13.954545454545457	11.424999999999999	11.772727272727275	11.849999999999998	15.412499999999998	10.699999999999994	12.990909090909094	14.477777777777776	11.677777777777774	12.550000000000002	14.674999999999995	12.638461538461536	14.122222222222216	15.799999999999997	11.999999999999998	14.299999999999997	14.01428571428571	12.799999999999999	15.014285714285718	11.016666666666673	13.450000000000001	11.855555555555553	11.944444444444446	11.125000000000002	13.625000000000002	12.728571428571426	13.954545454545453	13.233333333333329	12.166666666666664	12.299999999999999	13.744444444444438	11.399999999999995	15.157142857142855	14.6	13.045454545454545	11.81428571428571	11.372727272727271	13.750000000000002	11.48181818181818	12.611111111111105	12.866666666666662	11.400000000000004	12.299999999999995	10.9	14.38235294117647	13.175000000000002	13.609090909090908	13.799999999999997	11.463636363636363	10.766666666666664	11.245454545454546	
O15303	13.525974025974024	15.279220779220775	9.991071428571429	15.833333333333327	15.253246753246751	11.753968253968248	15.214285714285706	12.785714285714278	14.178571428571427	16.000000000000004	14.374999999999996	7.499999999999998	16.675824175824175	17.67582417582418	16.3961038961039	14.857142857142852	15.08441558441558	9.031746031746032	12.857142857142856	9.567226890756295	18.241071428571423	15.837662337662337	15.928571428571422	13.85714285714285	10.436507936507933	15.785714285714285	13.750000000000002	13.59523809523809	16.21428571428571	14.119047619047615	12.410714285714285	15.857142857142858	15.314285714285718	0.0	13.611111111111112	17.64285714285715	13.293650793650793	15.742857142857135	14.214285714285712	15.5	14.428571428571429	14.833333333333329	14.967532467532465	11.837662337662337	12.553571428571429	13.720779220779223	16.27857142857143	7.669642857142856	15.557142857142848	14.370129870129869	12.56349206349206	15.722222222222225	14.32142857142857	14.017857142857137	16.489010989010985	13.97619047619047	16.85714285714285	15.000000000000002	15.35714285714285	12.928571428571429	14.514285714285709	14.5	13.035714285714285	14.749999999999998	13.595238095238098	15.817460317460315	14.696428571428568	13.624999999999995	7.83333333333333	13.305194805194807	14.57936507936508	14.642857142857144	14.409090909090907	13.246031746031743	15.48571428571428	13.499999999999998	12.91428571428571	15.136363636363638	14.785714285714285	13.772727272727273	16.14285714285714	13.629870129870131	14.341269841269837	14.285714285714281	12.342857142857147	13.47142857142857	12.065217391304344	9.407563025210083	14.874999999999996	15.396103896103895	13.28571428571428	14.240259740259738	16.023809523809526	14.70779220779221	
P43088	12.080808080808081	12.313131313131317	11.743055555555559	14.22222222222222	11.707070707070711	11.888888888888879	12.444444444444443	12.984126984126984	11.694444444444441	11.595238095238091	11.763888888888891	13.133333333333331	12.068376068376065	14.940170940170937	11.020202020202017	13.86111111111111	13.292929292929294	11.277777777777779	13.27777777777778	14.078431372549018	14.71527777777778	14.565656565656564	16.142857142857142	15.811111111111105	14.555555555555554	15.698412698412696	13.777777777777784	12.666666666666663	13.649572649572645	13.666666666666666	12.125000000000005	14.722222222222229	14.566666666666661	13.611111111111112	0.0	11.555555555555559	11.666666666666663	13.011111111111108	11.933333333333332	17.333333333333332	12.416666666666666	12.333333333333329	14.080808080808076	12.83838383838384	12.375000000000004	11.92929292929293	13.438888888888892	10.951388888888893	12.95555555555555	12.343434343434346	13.555555555555554	12.44444444444444	10.638888888888891	13.125	13.068376068376066	13.999999999999996	13.638888888888893	13.960317460317457	11.944444444444448	12.126984126984125	12.47777777777777	12.761904761904757	10.25	15.083333333333334	13.111111111111105	14.333333333333325	15.958333333333337	12.68055555555556	11.984126984126984	12.535353535353536	13.777777777777777	13.444444444444446	12.232323232323232	14.33333333333333	13.23333333333333	13.507936507936508	13.744444444444442	16.151515151515152	11.793650793650794	11.97979797979798	13.000000000000005	14.464646464646469	11.222222222222221	13.61111111111111	12.855555555555547	12.68888888888889	11.840579710144928	11.52941176470588	13.319444444444448	11.414141414141415	12.899999999999999	13.424242424242426	11.644444444444439	10.919191919191919	
P0DMS8	10.621212121212118	10.621212121212121	14.4375	11.666666666666668	7.939393939393941	14.833333333333334	8.9	12.9047619047619	10.91666666666667	9.547619047619044	11.29166666666667	17.133333333333336	8.717948717948717	10.73076923076923	9.62121212121212	11.583333333333336	12.59090909090909	14.499999999999998	14.166666666666668	14.588235294117649	9.479166666666664	10.818181818181822	13.952380952380953	14.999999999999998	17.8888888888889	15.976190476190476	13.666666666666668	11.388888888888893	11.935897435897434	11.722222222222223	12.458333333333336	12.5	11.899999999999999	17.64285714285715	11.555555555555559	0.0	11.222222222222223	9.000000000000002	13.066666666666666	16.285714285714285	12.416666666666666	12.61111111111111	12.439393939393941	14.015151515151512	12.125000000000002	12.924242424242422	10.18333333333333	15.770833333333334	11.466666666666665	11.5	14.555555555555554	10.444444444444445	9.083333333333329	12.458333333333334	8.83333333333333	11.61111111111111	11.916666666666666	10.38095238095238	12.500000000000002	14.904761904761898	10.666666666666663	13.619047619047617	9.916666666666668	14.249999999999998	11.500000000000002	11.499999999999996	13.874999999999998	13.291666666666668	15.571428571428571	11.95454545454545	13.555555555555557	12.111111111111107	10.393939393939393	12.33333333333333	10.000000000000004	12.999999999999995	14.96666666666667	13.469696969696972	11.19047619047619	9.575757575757576	10.833333333333337	12.999999999999995	11.11111111111111	15.833333333333332	13.500000000000002	10.56666666666667	11.27536231884058	14.254901960784313	12.625000000000004	9.43939393939394	13.033333333333333	10.242424242424239	8.433333333333332	10.045454545454543	
P43116	12.555555555555555	11.171717171717171	12.034722222222229	12.333333333333329	12.323232323232327	12.888888888888886	10.044444444444443	12.619047619047612	12.249999999999998	12.007936507936508	11.736111111111116	13.155555555555553	11.974358974358971	12.589743589743588	10.101010101010102	13.361111111111112	13.16161616161616	11.833333333333336	13.555555555555557	12.307189542483663	11.201388888888893	11.181818181818185	14.793650793650793	16.011111111111113	14.0	16.22222222222222	13.583333333333336	11.888888888888884	11.589743589743588	13.333333333333329	12.291666666666671	13.555555555555555	10.055555555555552	13.293650793650793	11.666666666666663	11.222222222222223	0.0	13.366666666666669	13.022222222222219	13.539682539682534	11.916666666666671	13.555555555555555	12.151515151515152	13.919191919191919	12.291666666666671	12.727272727272727	12.050000000000002	13.590277777777784	12.51111111111111	11.484848484848483	14.111111111111112	10.111111111111109	12.527777777777779	13.458333333333337	11.09401709401709	13.66666666666666	14.166666666666673	12.293650793650789	14.222222222222225	13.126984126984121	12.633333333333331	13.730158730158728	10.972222222222225	14.638888888888893	12.111111111111107	12.22222222222222	14.597222222222227	14.31944444444445	11.68253968253968	13.292929292929292	13.222222222222221	11.999999999999998	11.515151515151517	13.777777777777773	12.566666666666668	13.523809523809524	14.655555555555551	14.969696969696976	11.920634920634917	9.969696969696969	12.805555555555562	12.313131313131313	12.222222222222218	13.944444444444441	12.21111111111111	11.644444444444439	10.666666666666664	12.568627450980392	13.152777777777782	11.989898989898993	13.477777777777776	11.535353535353536	11.266666666666664	12.525252525252528	
P30556	9.136363636363637	10.954545454545453	12.812499999999998	11.122222222222218	8.427272727272726	14.477777777777778	11.700000000000003	12.385714285714284	11.683333333333335	11.457142857142859	11.575	14.43333333333333	10.669230769230767	14.46923076923077	12.500000000000002	10.850000000000001	13.390909090909092	13.599999999999998	14.299999999999999	13.558823529411757	13.7875	13.59090909090909	12.614285714285707	12.599999999999996	16.211111111111112	13.414285714285713	13.549999999999999	8.78888888888889	15.007692307692308	12.366666666666667	13.275	14.500000000000009	13.599999999999996	15.742857142857135	13.011111111111108	9.000000000000002	13.366666666666669	0.0	14.299999999999999	17.014285714285712	13.200000000000001	12.211111111111107	12.627272727272725	12.190909090909088	11.225000000000001	12.7	13.05	14.387500000000001	11.699999999999998	12.845454545454544	13.32222222222222	11.811111111111106	12.483333333333333	12.375000000000004	11.253846153846146	12.899999999999995	10.45	11.399999999999995	10.9	13.84285714285714	11.999999999999996	12.61428571428571	9.58333333333333	12.999999999999998	12.411111111111111	11.744444444444444	14.125	11.275	15.138095238095236	10.663636363636362	13.233333333333334	13.077777777777776	11.154545454545453	12.944444444444443	10.599999999999996	10.557142857142857	12.199999999999998	13.57272727272727	11.757142857142853	10.59090909090909	11.100000000000001	12.318181818181817	12.12222222222222	16.066666666666666	12.399999999999995	11.899999999999997	11.213043478260868	13.052941176470586	10.674999999999999	9.045454545454547	13.000000000000002	10.536363636363635	10.833333333333334	9.518181818181818	
P24530	12.290909090909091	14.254545454545454	12.2375	14.533333333333331	12.32727272727273	13.333333333333332	14.600000000000001	14.685714285714282	14.549999999999997	12.07142857142857	13.525	13.866666666666665	12.938461538461533	12.55384615384615	12.345454545454544	15.350000000000003	13.70909090909091	13.588888888888889	10.7	13.964705882352945	13.837500000000002	14.836363636363638	15.05714285714285	15.09999999999999	14.53333333333333	15.971428571428572	15.95	14.777777777777777	14.400000000000002	14.177777777777774	11.325	13.300000000000004	14.100000000000001	14.214285714285712	11.933333333333332	13.066666666666666	13.022222222222219	14.299999999999999	0.0	16.48571428571428	13.350000000000001	14.311111111111112	13.63636363636364	12.909090909090908	14.925000000000004	13.454545454545453	13.049999999999999	14.012500000000001	11.399999999999997	13.399999999999997	12.711111111111112	14.6	13.549999999999999	12.825000000000001	12.615384615384615	12.466666666666667	14.549999999999997	14.21428571428571	14.950000000000001	14.828571428571431	13.899999999999993	15.457142857142856	12.616666666666664	15.3	12.644444444444439	15.244444444444447	13.125	13.475	13.933333333333334	12.07272727272727	15.311111111111112	14.355555555555558	12.181818181818182	12.04444444444444	15.5	13.314285714285711	15.299999999999999	16.32727272727273	13.828571428571422	12.909090909090907	15.000000000000002	14.490909090909089	12.53333333333333	15.76666666666666	12.299999999999995	12.400000000000002	12.426086956521738	14.847058823529409	14.875	13.436363636363641	13.099999999999994	13.200000000000001	12.666666666666663	12.509090909090911	
P30518	15.740259740259736	15.0	15.133928571428562	16.031746031746025	15.337662337662344	16.015873015873012	15.828571428571427	14.857142857142861	14.13095238095238	14.499999999999995	15.482142857142852	15.533333333333333	15.164835164835157	13.538461538461538	13.31168831168831	15.464285714285706	16.415584415584416	15.007936507936503	17.46428571428571	14.033613445378144	13.848214285714285	13.922077922077921	15.571428571428573	16.785714285714285	16.015873015873016	18.142857142857142	17.035714285714285	15.619047619047619	13.83516483516483	15.507936507936503	13.874999999999998	16.000000000000004	12.299999999999997	15.5	17.333333333333332	16.285714285714285	13.539682539682534	17.014285714285712	16.48571428571428	0.0	14.071428571428568	18.460317460317455	16.857142857142854	16.506493506493506	14.089285714285708	13.987012987012983	15.00714285714286	15.133928571428568	13.257142857142853	15.792207792207794	16.44444444444444	14.984126984126975	15.178571428571427	16.946428571428573	16.86813186813186	16.603174603174597	17.07142857142857	14.642857142857139	17.46428571428571	15.714285714285719	15.157142857142855	16.000000000000004	15.869047619047617	15.607142857142854	14.984126984126977	18.428571428571423	15.339285714285715	18.553571428571427	13.857142857142858	17.051948051948052	16.349206349206348	14.904761904761903	15.129870129870131	14.809523809523803	16.64285714285714	15.857142857142861	16.27142857142857	16.03896103896104	13.85714285714285	15.116883116883114	14.392857142857142	15.948051948051944	14.619047619047615	16.928571428571423	13.957142857142857	16.48571428571428	13.322981366459626	16.43697478991596	17.053571428571427	17.87012987012987	16.24285714285714	14.27272727272727	15.104761904761897	15.129870129870126	
P47898	11.56818181818182	10.590909090909092	12.4375	13.38888888888889	12.795454545454545	16.111111111111114	11.000000000000005	13.642857142857144	11.083333333333332	12.5	12.375	14.416666666666663	11.923076923076922	12.673076923076923	11.81818181818182	12.0	9.772727272727273	11.41666666666667	13.0	12.86764705882353	13.5625	14.068181818181817	12.678571428571429	13.649999999999999	16.08333333333334	15.357142857142856	13.0	13.833333333333337	14.730769230769234	12.416666666666666	13.375	14.08333333333333	11.749999999999998	14.428571428571429	12.416666666666666	12.416666666666666	11.916666666666671	13.200000000000001	13.350000000000001	14.071428571428568	0.0	13.805555555555559	12.95454545454545	12.795454545454547	12.375	10.18181818181818	11.5	13.4375	12.500000000000004	14.045454545454543	14.194444444444445	10.527777777777777	13.83333333333334	12.625	13.076923076923078	14.472222222222227	10.75	11.964285714285714	13.75	12.857142857142856	11.549999999999999	13.321428571428568	10.58333333333333	14.25	12.388888888888893	12.05555555555556	13.125	14.375	13.75	13.0	12.722222222222227	12.88888888888889	11.409090909090912	11.694444444444448	12.250000000000002	14.535714285714286	12.849999999999998	14.636363636363635	11.607142857142858	12.18181818181818	13.75	13.181818181818185	13.472222222222225	13.333333333333334	12.250000000000004	12.599999999999996	11.032608695652174	12.22058823529412	11.875	10.522727272727275	13.400000000000007	13.113636363636365	11.216666666666665	10.931818181818182	
P14416	9.484848484848483	11.434343434343436	13.09027777777778	12.999999999999993	10.969696969696972	12.666666666666668	11.466666666666663	12.873015873015868	12.361111111111109	12.499999999999996	13.01388888888889	15.688888888888892	14.196581196581192	14.641025641025639	12.88888888888889	13.02777777777778	12.71717171717172	14.166666666666663	14.361111111111114	13.941176470588232	15.187500000000002	14.373737373737377	13.936507936507933	13.611111111111107	13.999999999999998	13.682539682539684	12.11111111111111	9.222222222222221	15.384615384615381	13.111111111111107	11.51388888888889	13.444444444444448	13.277777777777775	14.833333333333329	12.333333333333329	12.61111111111111	13.555555555555555	12.211111111111107	14.311111111111112	18.460317460317455	13.805555555555559	0.0	12.959595959595958	13.31313131313132	13.013888888888893	11.616161616161614	13.705555555555557	13.312500000000005	12.422222222222217	14.494949494949495	13.888888888888886	11.888888888888886	12.527777777777779	12.319444444444448	14.51282051282051	11.222222222222218	13.111111111111116	12.769841269841267	11.972222222222225	12.333333333333329	15.3	12.746031746031743	10.36111111111111	14.138888888888891	14.111111111111107	10.888888888888886	13.791666666666671	10.73611111111111	14.5079365079365	13.656565656565656	10.777777777777773	13.777777777777773	12.484848484848484	14.222222222222216	11.366666666666665	12.476190476190471	10.833333333333334	15.030303030303033	12.6031746031746	10.737373737373737	13.027777777777779	13.161616161616159	15.11111111111111	16.277777777777775	11.611111111111107	12.0	12.280193236714975	13.431372549019605	12.29166666666667	12.575757575757576	13.47777777777777	13.05050505050505	12.866666666666664	10.565656565656568	
P21918	12.545454545454545	11.545454545454543	14.34659090909091	11.212121212121213	11.363636363636363	15.44444444444444	11.545454545454547	14.129870129870131	11.47727272727273	12.344155844155845	13.443181818181817	15.242424242424242	13.384615384615381	11.53846153846154	12.999999999999998	12.636363636363637	11.818181818181818	12.671717171717171	14.68181818181818	11.572192513368986	12.926136363636362	12.0	14.428571428571429	10.93636363636364	15.535353535353538	15.545454545454549	14.772727272727272	12.969696969696972	13.503496503496503	12.313131313131311	10.670454545454547	11.893939393939396	11.918181818181816	14.967532467532465	14.080808080808076	12.439393939393941	12.151515151515152	12.627272727272725	13.63636363636364	16.857142857142854	12.95454545454545	12.959595959595958	0.0	14.999999999999998	10.78409090909091	13.18181818181818	11.350000000000001	14.676136363636362	13.472727272727266	13.81818181818182	13.515151515151516	13.494949494949495	12.643939393939394	13.556818181818185	13.05594405594406	12.828282828282834	13.454545454545455	11.863636363636367	14.272727272727272	13.688311688311689	11.99090909090909	12.181818181818185	9.250000000000002	14.363636363636365	14.060606060606064	10.858585858585862	12.374999999999998	11.852272727272725	13.086580086580085	13.727272727272728	12.060606060606059	13.242424242424246	13.0	12.656565656565654	11.699999999999998	14.740259740259738	13.336363636363638	12.818181818181822	12.051948051948056	11.27272727272727	14.113636363636363	11.090909090909093	13.080808080808076	16.71212121212121	11.663636363636366	14.127272727272725	12.71541501976284	12.16042780748663	13.23863636363636	11.636363636363635	14.00909090909091	10.818181818181818	10.92121212121212	11.545454545454543	
P20309	8.999999999999996	12.0	11.107954545454547	12.212121212121218	13.636363636363635	12.707070707070706	13.254545454545454	10.610389610389612	12.674242424242427	14.305194805194805	11.443181818181815	10.65454545454545	14.090909090909088	15.475524475524482	14.363636363636365	15.06818181818182	11.000000000000004	10.702020202020204	11.500000000000002	12.721925133689842	16.210227272727273	15.000000000000009	15.012987012987015	14.281818181818185	11.696969696969695	13.92207792207792	13.431818181818185	11.74747474747475	16.34965034965035	14.363636363636363	14.397727272727275	14.878787878787879	13.954545454545457	11.837662337662337	12.83838383838384	14.015151515151512	13.919191919191919	12.190909090909088	12.909090909090908	16.506493506493506	12.795454545454547	13.31313131313132	14.999999999999998	0.0	12.034090909090912	12.0	15.086363636363634	10.710227272727273	13.618181818181816	13.909090909090908	8.434343434343434	13.202020202020202	13.31060606060606	14.125000000000004	13.706293706293712	12.575757575757573	14.681818181818183	13.383116883116884	11.727272727272727	11.779220779220777	11.136363636363637	12.740259740259742	13.371212121212121	15.818181818181818	13.828282828282827	14.080808080808081	15.125000000000004	13.261363636363633	11.298701298701296	11.818181818181817	12.636363636363637	13.57575757575758	7.999999999999998	13.636363636363637	13.063636363636364	13.999999999999998	13.84545454545455	16.36363636363637	12.532467532467532	12.090909090909092	15.477272727272725	15.363636363636362	14.343434343434343	14.681818181818183	13.518181818181823	12.854545454545457	11.043478260869565	11.19251336898395	10.715909090909092	12.454545454545453	10.681818181818185	12.909090909090905	14.418181818181818	13.636363636363637	
P32745	10.76136363636364	11.261363636363635	11.8125	12.986111111111112	10.647727272727275	12.73611111111111	11.125000000000002	11.053571428571425	11.45833333333333	12.446428571428575	11.25	12.924999999999999	12.548076923076925	12.259615384615385	11.920454545454547	12.375	12.375000000000002	11.930555555555557	13.125	10.625000000000002	13.0625	11.284090909090912	15.053571428571425	12.475000000000003	12.70833333333334	13.732142857142852	10.125	9.986111111111114	12.182692307692307	11.819444444444446	10.25	12.95833333333333	11.424999999999999	12.553571428571429	12.375000000000004	12.125000000000002	12.291666666666671	11.225000000000001	14.925000000000004	14.089285714285708	12.375	13.013888888888893	10.78409090909091	12.034090909090912	0.0	13.556818181818183	13.125000000000004	11.1875	11.375	11.23863636363636	11.652777777777777	12.486111111111114	13.041666666666668	12.75	13.471153846153847	11.347222222222221	12.625	11.803571428571425	11.375	10.83928571428571	11.924999999999999	11.839285714285714	10.541666666666668	14.375	11.263888888888891	13.51388888888889	9.75	10.5	12.077380952380956	11.397727272727272	12.875000000000004	10.069444444444445	12.079545454545457	11.236111111111121	11.125	13.446428571428571	12.224999999999996	12.647727272727273	10.160714285714286	11.079545454545455	13.125	13.443181818181817	11.902777777777784	13.375	12.275000000000002	13.524999999999997	11.46195652173913	11.213235294117645	13.0	11.897727272727277	13.025000000000002	9.94318181818182	10.908333333333333	11.034090909090908	
P35368	8.999999999999996	9.45454545454545	10.778409090909095	11.949494949494952	11.272727272727275	13.91919191919192	12.327272727272726	12.870129870129867	10.68939393939394	12.538961038961036	11.670454545454543	13.563636363636364	12.776223776223773	12.97202797202797	11.636363636363635	14.295454545454545	9.909090909090905	11.893939393939394	13.613636363636363	11.598930481283425	13.937499999999996	13.909090909090908	11.350649350649348	13.027272727272726	14.0	15.974025974025977	13.295454545454547	11.78787878787879	13.412587412587412	10.646464646464645	12.352272727272727	13.06060606060606	11.772727272727275	13.720779220779223	11.92929292929293	12.924242424242422	12.727272727272727	12.7	13.454545454545453	13.987012987012983	10.18181818181818	11.616161616161614	13.18181818181818	12.0	13.556818181818183	0.0	12.468181818181817	12.244318181818183	11.309090909090903	14.272727272727273	12.15151515151515	11.989898989898991	11.174242424242422	14.579545454545453	13.67832167832168	13.404040404040405	13.45454545454545	11.876623376623378	14.522727272727273	13.415584415584412	11.59090909090909	12.246753246753244	10.992424242424242	13.545454545454543	12.090909090909086	12.949494949494952	14.306818181818183	13.079545454545453	11.41991341991342	12.363636363636363	12.252525252525253	13.959595959595962	10.727272727272727	12.14141414141414	11.881818181818184	14.025974025974026	12.11818181818182	15.09090909090909	12.96103896103896	10.999999999999995	13.68181818181818	12.81818181818182	12.545454545454547	13.318181818181818	10.754545454545452	12.145454545454548	11.162055335968379	12.27272727272727	10.784090909090907	11.181818181818182	12.28181818181818	12.181818181818183	13.133333333333333	11.81818181818182	
