	Q9NPC1	P25024	P41145	P43115	O00222	P43116	P30542	P35372	P28221	P08173	P47898	P43088	P21728	P08100	Q9H3N8	P25021	P18825	P30872	P21731	P47900	P30874	P28223	P37288	Q15077	Q9NS75	P51582	P28335	Q14833	P41595	Q14831	Q15722	Q9H244	P34995	P35368	P21918	P24530	P14416	Q9Y5N1	P25101	P11229	P20309	P48039	O60883	P30518	Q9Y271	Q99677	P30939	P41143	P34981	P32238	P13945	P28222	Q13639	P30556	P0DMS8	P43119	Q15391	Q8NFJ5	P29275	P29274	Q13258	P35367	P32239	P25100	P35346	P43657	P08588	P08908	Q13255	Q5T6X5	P28566	P41231	Q9UBS5	P08912	Q14416	O15303	P08913	P35462	P32745	O95665	Q8TDS4	P25105	P35348	P07550	P21554	P18089	Q14832	P21917	P34969	Q96G91	P51681	P50406	P08172	P41594
Q14833	0.09230769230769231	0.14285714285714285	0.2571428571428571	0.15789473684210525	0.21568627450980393	0.1111111111111111	0.13333333333333333	0.23529411764705882	0.16666666666666666	0.16666666666666666	0.3333333333333333	0.1320754716981132	0.3125	0.2	0.09722222222222222	0.12962962962962962	0.2037037037037037	0.23076923076923078	0.13333333333333333	0.12	0.2702702702702703	0.25	0.18867924528301888	0.09803921568627451	0.13333333333333333	0.1590909090909091	0.2631578947368421	1.0	0.18333333333333332	0.3333333333333333	0.14285714285714285	0.17647058823529413	0.075	0.16666666666666666	0.1956521739130435	0.15384615384615385	0.27586206896551724	0.38461538461538464	0.13636363636363635	0.2857142857142857	0.1875	0.15555555555555556	0.15217391304347827	0.13157894736842105	0.1320754716981132	0.14285714285714285	0.22580645161290322	0.21052631578947367	0.21052631578947367	0.125	0.14	0.20408163265306123	0.18032786885245902	0.15625	0.10144927536231885	0.1388888888888889	0.1111111111111111	0.11290322580645161	0.13953488372093023	0.1509433962264151	0.17647058823529413	0.15789473684210525	0.2571428571428571	0.17073170731707318	0.19148936170212766	0.14583333333333334	0.1590909090909091	0.3939393939393939	0.36666666666666664	0.125	0.3333333333333333	0.12195121951219512	0.3333333333333333	0.15384615384615385	0.43333333333333335	0.2222222222222222	0.18	0.19047619047619047	0.18	0.3142857142857143	0.1	0.17857142857142858	0.10344827586206896	0.1875	0.2777777777777778	0.22916666666666666	0.3611111111111111	0.23214285714285715	0.1794871794871795	0.14285714285714285	0.13513513513513514	0.15254237288135594	0.18518518518518517	0.4444444444444444	
P41595	0.13253012048192772	0.10526315789473684	0.17543859649122806	0.21818181818181817	0.14864864864864866	0.140625	0.15625	0.22641509433962265	0.2835820895522388	0.16216216216216217	0.18867924528301888	0.18571428571428572	0.16071428571428573	0.10416666666666667	0.2	0.21739130434782608	0.2054794520547945	0.1917808219178082	0.14	0.14492753623188406	0.14754098360655737	0.16901408450704225	0.1780821917808219	0.2153846153846154	0.1518987341772152	0.15625	0.22413793103448276	0.18333333333333332	1.0	0.17543859649122806	0.14516129032258066	0.1527777777777778	0.15789473684210525	0.16071428571428573	0.14705882352941177	0.13333333333333333	0.1320754716981132	0.20408163265306123	0.140625	0.18	0.25	0.171875	0.11764705882352941	0.11864406779661017	0.1527777777777778	0.16	0.22	0.2545454545454545	0.21052631578947367	0.2112676056338028	0.15942028985507245	0.26153846153846155	0.20253164556962025	0.15384615384615385	0.16470588235294117	0.12280701754385964	0.1527777777777778	0.10843373493975904	0.16129032258064516	0.16666666666666666	0.16666666666666666	0.2361111111111111	0.19642857142857142	0.18333333333333332	0.16176470588235295	0.16417910447761194	0.21311475409836064	0.23214285714285715	0.16363636363636364	0.1875	0.22413793103448276	0.15	0.21153846153846154	0.22058823529411764	0.17857142857142858	0.14705882352941177	0.22388059701492538	0.19672131147540983	0.17142857142857143	0.1694915254237288	0.11428571428571428	0.14102564102564102	0.16	0.19607843137254902	0.21052631578947367	0.22388059701492538	0.16129032258064516	0.16455696202531644	0.1896551724137931	0.14492753623188406	0.1016949152542373	0.18181818181818182	0.1	0.21568627450980393	
Q14831	0.11666666666666667	0.16129032258064516	0.25	0.17647058823529413	0.3181818181818182	0.1794871794871795	0.11904761904761904	0.26666666666666666	0.22916666666666666	0.18	0.2857142857142857	0.16666666666666666	0.22580645161290322	0.18181818181818182	0.10294117647058823	0.16326530612244897	0.19607843137254902	0.2	0.2	0.13043478260869565	0.2647058823529412	0.2727272727272727	0.1568627450980392	0.15555555555555556	0.20754716981132076	0.175	0.29411764705882354	0.3333333333333333	0.17543859649122806	1.0	0.1891891891891892	0.12	0.08333333333333333	0.1875	0.18604651162790697	0.20588235294117646	0.2222222222222222	0.28	0.15	0.28	0.23255813953488372	0.17073170731707318	0.1951219512195122	0.14705882352941177	0.14285714285714285	0.2	0.25925925925925924	0.23529411764705882	0.23529411764705882	0.18	0.17777777777777778	0.25	0.1724137931034483	0.13793103448275862	0.125	0.1935483870967742	0.19148936170212766	0.08333333333333333	0.15384615384615385	0.14	0.2413793103448276	0.14814814814814814	0.25	0.2571428571428571	0.18181818181818182	0.18604651162790697	0.175	0.23529411764705882	0.32142857142857145	0.1724137931034483	0.29411764705882354	0.2	0.3333333333333333	0.19148936170212766	0.3448275862068966	0.34210526315789475	0.1956521739130435	0.24324324324324326	0.1702127659574468	0.2727272727272727	0.1590909090909091	0.16981132075471697	0.17647058823529413	0.1724137931034483	0.23529411764705882	0.2222222222222222	0.36363636363636365	0.14035087719298245	0.23529411764705882	0.15555555555555556	0.15151515151515152	0.16363636363636364	0.16666666666666666	0.2962962962962963	
Q15722	0.2909090909090909	0.25	0.2222222222222222	0.15789473684210525	0.12727272727272726	0.19047619047619047	0.13333333333333333	0.16666666666666666	0.10526315789473684	0.10526315789473684	0.21212121212121213	0.17647058823529413	0.16666666666666666	0.15384615384615385	0.16176470588235295	0.2708333333333333	0.14035087719298245	0.18518518518518517	0.25925925925925924	0.21739130434782608	0.14634146341463414	0.17647058823529413	0.18867924528301888	0.24444444444444444	0.15254237288135594	0.275	0.17073170731707318	0.14285714285714285	0.14516129032258066	0.1891891891891892	1.0	0.1320754716981132	0.19444444444444445	0.16666666666666666	0.1	0.15384615384615385	0.12121212121212122	0.16129032258064516	0.16279069767441862	0.16129032258064516	0.2127659574468085	0.18181818181818182	0.17777777777777778	0.16216216216216217	0.25	0.18518518518518517	0.22580645161290322	0.21052631578947367	0.2777777777777778	0.26	0.16326530612244897	0.1346153846153846	0.2	0.1935483870967742	0.10144927536231885	0.17142857142857143	0.25	0.09523809523809523	0.2564102564102564	0.1509433962264151	0.3333333333333333	0.2	0.2571428571428571	0.2	0.24444444444444444	0.1956521739130435	0.1590909090909091	0.12195121951219512	0.20588235294117646	0.125	0.23076923076923078	0.24324324324324326	0.21212121212121213	0.22448979591836735	0.16216216216216217	0.14583333333333334	0.1346153846153846	0.13636363636363635	0.20408163265306123	0.21052631578947367	0.14583333333333334	0.2	0.16363636363636364	0.1875	0.24324324324324326	0.1346153846153846	0.16666666666666666	0.15	0.1794871794871795	0.12	0.2	0.13333333333333333	0.10344827586206896	0.14705882352941177	
Q9H244	0.1527777777777778	0.18181818181818182	0.19148936170212766	0.21739130434782608	0.12121212121212122	0.12727272727272726	0.18867924528301888	0.17391304347826086	0.15384615384615385	0.13636363636363635	0.18181818181818182	0.1076923076923077	0.14893617021276595	0.10526315789473684	0.1375	0.12307692307692308	0.203125	0.13432835820895522	0.12195121951219512	0.21428571428571427	0.09259259259259259	0.125	0.15384615384615385	0.25925925925925924	0.1267605633802817	0.21153846153846154	0.17647058823529413	0.17647058823529413	0.1527777777777778	0.12	0.1320754716981132	1.0	0.12244897959183673	0.17391304347826086	0.13559322033898305	0.09615384615384616	0.13953488372093023	0.17073170731707318	0.10714285714285714	0.17073170731707318	0.13114754098360656	0.14285714285714285	0.2037037037037037	0.1	0.14285714285714285	0.16923076923076924	0.13636363636363635	0.20833333333333334	0.16	0.15384615384615385	0.11290322580645161	0.14516129032258066	0.16666666666666666	0.11363636363636363	0.11392405063291139	0.17777777777777778	0.2	0.1095890410958904	0.1509433962264151	0.19672131147540983	0.15555555555555556	0.16417910447761194	0.19148936170212766	0.1111111111111111	0.15254237288135594	0.11666666666666667	0.18867924528301888	0.1836734693877551	0.1276595744680851	0.1506849315068493	0.17647058823529413	0.1836734693877551	0.18181818181818182	0.14285714285714285	0.1702127659574468	0.11666666666666667	0.18333333333333332	0.16981132075471697	0.12698412698412698	0.20833333333333334	0.15517241379310345	0.21875	0.11764705882352941	0.13636363636363635	0.1836734693877551	0.14516129032258066	0.19607843137254902	0.125	0.11538461538461539	0.1724137931034483	0.17391304347826086	0.14285714285714285	0.1891891891891892	0.18604651162790697	
P34995	0.17857142857142858	0.16666666666666666	0.11428571428571428	0.25806451612903225	0.05555555555555555	0.18421052631578946	0.12195121951219512	0.15625	0.11538461538461539	0.07407407407407407	0.12903225806451613	0.1702127659574468	0.08823529411764706	0.13636363636363635	0.1044776119402985	0.12	0.1111111111111111	0.18	0.2608695652173913	0.18604651162790697	0.07692307692307693	0.0784313725490196	0.13725490196078433	0.1590909090909091	0.16666666666666666	0.15	0.13157894736842105	0.075	0.15789473684210525	0.08333333333333333	0.19444444444444445	0.12244897959183673	1.0	0.15625	0.08695652173913043	0.14285714285714285	0.10344827586206896	0.10714285714285714	0.125	0.14814814814814814	0.15555555555555556	0.14634146341463414	0.11627906976744186	0.15151515151515152	0.1702127659574468	0.1568627450980392	0.2222222222222222	0.17142857142857143	0.20588235294117646	0.16	0.13043478260869565	0.08	0.09836065573770492	0.23076923076923078	0.09230769230769231	0.16129032258064516	0.12244897959183673	0.12280701754385964	0.15789473684210525	0.12	0.16666666666666666	0.10909090909090909	0.18181818181818182	0.16216216216216217	0.13333333333333333	0.13636363636363635	0.12195121951219512	0.10810810810810811	0.125	0.11666666666666667	0.13157894736842105	0.24242424242424243	0.12903225806451613	0.1702127659574468	0.08571428571428572	0.08695652173913043	0.125	0.125	0.14893617021276595	0.17142857142857143	0.13636363636363635	0.12962962962962962	0.11320754716981132	0.17857142857142858	0.10810810810810811	0.10204081632653061	0.1	0.10344827586206896	0.10810810810810811	0.13333333333333333	0.12121212121212122	0.10526315789473684	0.125	0.0967741935483871	
P35368	0.1206896551724138	0.1724137931034483	0.22580645161290322	0.22580645161290322	0.12	0.1282051282051282	0.2857142857142857	0.2857142857142857	0.1875	0.14	0.25925925925925924	0.125	0.2857142857142857	0.2631578947368421	0.140625	0.1702127659574468	0.2553191489361702	0.1836734693877551	0.4	0.19047619047619047	0.17142857142857143	0.22727272727272727	0.16326530612244897	0.13636363636363635	0.10714285714285714	0.15384615384615385	0.3548387096774194	0.16666666666666666	0.16071428571428573	0.1875	0.16666666666666666	0.17391304347826086	0.15625	1.0	0.225	0.18181818181818182	0.2916666666666667	0.25	0.2222222222222222	0.25	0.21428571428571427	0.21052631578947367	0.175	0.15625	0.14893617021276595	0.16	0.23076923076923078	0.25	0.21212121212121213	0.1875	0.275	0.15217391304347827	0.2	0.24	0.1111111111111111	0.16666666666666666	0.10204081632653061	0.05	0.22857142857142856	0.1956521739130435	0.21428571428571427	0.15384615384615385	0.1875	0.4	0.19047619047619047	0.16666666666666666	0.36363636363636365	0.21212121212121213	0.20689655172413793	0.13793103448275862	0.2727272727272727	0.17647058823529413	0.21428571428571427	0.2	0.1935483870967742	0.13953488372093023	0.358974358974359	0.2571428571428571	0.17777777777777778	0.17647058823529413	0.13953488372093023	0.1320754716981132	0.38095238095238093	0.391304347826087	0.21212121212121213	0.2926829268292683	0.16216216216216217	0.14545454545454545	0.25	0.16279069767441862	0.2	0.16981132075471697	0.18181818181818182	0.2692307692307692	
P21918	0.09859154929577464	0.09302325581395349	0.1590909090909091	0.13333333333333333	0.3018867924528302	0.11764705882352941	0.13725490196078433	0.1951219512195122	0.20689655172413793	0.22807017543859648	0.2702702702702703	0.06349206349206349	0.3611111111111111	0.15625	0.2112676056338028	0.0967741935483871	0.18032786885245902	0.16393442622950818	0.1388888888888889	0.08620689655172414	0.17391304347826086	0.21818181818181817	0.14754098360655737	0.10526315789473684	0.11940298507462686	0.11538461538461539	0.25	0.1956521739130435	0.14705882352941177	0.18604651162790697	0.1	0.13559322033898305	0.08695652173913043	0.225	1.0	0.18181818181818182	0.29411764705882354	0.22857142857142856	0.1875	0.19444444444444445	0.16363636363636364	0.1568627450980392	0.17647058823529413	0.13636363636363635	0.17543859649122806	0.109375	0.15384615384615385	0.15217391304347827	0.1276595744680851	0.12903225806451613	0.16363636363636364	0.17857142857142858	0.19696969696969696	0.1282051282051282	0.09210526315789473	0.2	0.08064516129032258	0.07042253521126761	0.19148936170212766	0.1724137931034483	0.11904761904761904	0.140625	0.21428571428571427	0.25	0.16666666666666666	0.12727272727272726	0.20833333333333334	0.20454545454545456	0.23076923076923078	0.12857142857142856	0.2222222222222222	0.1276595744680851	0.20512820512820512	0.17543859649122806	0.21951219512195122	0.19230769230769232	0.2222222222222222	0.35714285714285715	0.15789473684210525	0.15217391304347827	0.14814814814814814	0.10606060606060606	0.24561403508771928	0.25	0.23255813953488372	0.2	0.24444444444444444	0.13432835820895522	0.2619047619047619	0.10526315789473684	0.11363636363636363	0.171875	0.14705882352941177	0.24324324324324326	
P24530	0.13333333333333333	0.15625	0.1388888888888889	0.17142857142857143	0.18	0.11904761904761904	0.09090909090909091	0.21875	0.1111111111111111	0.09090909090909091	0.27586206896551724	0.11764705882352941	0.14705882352941177	0.17391304347826086	0.11764705882352941	0.11538461538461539	0.19230769230769232	0.1509433962264151	0.24	0.15217391304347827	0.1282051282051282	0.2127659574468085	0.17647058823529413	0.1276595744680851	0.14035087719298245	0.11627906976744186	0.25	0.15384615384615385	0.13333333333333333	0.20588235294117646	0.15384615384615385	0.09615384615384616	0.14285714285714285	0.18181818181818182	0.18181818181818182	1.0	0.1724137931034483	0.2222222222222222	0.2702702702702703	0.17857142857142858	0.22727272727272727	0.13953488372093023	0.19047619047619047	0.14285714285714285	0.14	0.1509433962264151	0.20689655172413793	0.16216216216216217	0.19444444444444445	0.1320754716981132	0.2	0.12	0.09523809523809523	0.1724137931034483	0.08955223880597014	0.11764705882352941	0.11764705882352941	0.11864406779661017	0.15	0.09433962264150944	0.1935483870967742	0.125	0.17142857142857143	0.21621621621621623	0.10416666666666667	0.18181818181818182	0.2	0.19444444444444445	0.1875	0.15	0.15384615384615385	0.19444444444444445	0.1935483870967742	0.16326530612244897	0.17647058823529413	0.15555555555555556	0.21739130434782608	0.11904761904761904	0.12	0.16216216216216217	0.13043478260869565	0.14545454545454545	0.12962962962962962	0.20689655172413793	0.16216216216216217	0.14285714285714285	0.15	0.11864406779661017	0.19444444444444445	0.1276595744680851	0.18181818181818182	0.1206896551724138	0.11538461538461539	0.2413793103448276	
P14416	0.09090909090909091	0.16	0.2692307692307692	0.17857142857142858	0.21428571428571427	0.11428571428571428	0.21212121212121213	0.4090909090909091	0.20930232558139536	0.18181818181818182	0.3181818181818182	0.11363636363636363	0.4090909090909091	0.35714285714285715	0.13333333333333333	0.1111111111111111	0.17391304347826086	0.17777777777777778	0.21052631578947367	0.125	0.3333333333333333	0.2564102564102564	0.08333333333333333	0.125	0.11764705882352941	0.1111111111111111	0.27586206896551724	0.27586206896551724	0.1320754716981132	0.2222222222222222	0.12121212121212122	0.13953488372093023	0.10344827586206896	0.2916666666666667	0.29411764705882354	0.1724137931034483	1.0	0.3888888888888889	0.18181818181818182	0.3888888888888889	0.1794871794871795	0.1388888888888889	0.16666666666666666	0.14285714285714285	0.11363636363636363	0.1276595744680851	0.22727272727272727	0.25	0.16666666666666666	0.13043478260869565	0.15	0.2	0.1509433962264151	0.23809523809523808	0.1016949152542373	0.15384615384615385	0.11363636363636363	0.09433962264150944	0.1875	0.19047619047619047	0.16	0.1	0.2692307692307692	0.27586206896551724	0.2857142857142857	0.1	0.25	0.2962962962962963	0.30434782608695654	0.10909090909090909	0.27586206896551724	0.12903225806451613	0.3181818181818182	0.1951219512195122	0.3333333333333333	0.15789473684210525	0.2972972972972973	0.39285714285714285	0.2	0.16666666666666666	0.1282051282051282	0.1	0.15217391304347827	0.35	0.2962962962962963	0.2	0.26666666666666666	0.16	0.25	0.15384615384615385	0.19230769230769232	0.14	0.3125	0.47368421052631576	
Q9Y5N1	0.07272727272727272	0.21739130434782608	0.3333333333333333	0.28	0.19047619047619047	0.15151515151515152	0.21875	0.36363636363636365	0.21428571428571427	0.21428571428571427	0.47368421052631576	0.14285714285714285	0.42857142857142855	0.38461538461538464	0.11666666666666667	0.13953488372093023	0.20454545454545456	0.20930232558139536	0.2222222222222222	0.15789473684210525	0.2962962962962963	0.23076923076923078	0.1590909090909091	0.1282051282051282	0.14285714285714285	0.14705882352941177	0.3333333333333333	0.38461538461538464	0.20408163265306123	0.28	0.16129032258064516	0.17073170731707318	0.10714285714285714	0.25	0.22857142857142856	0.2222222222222222	0.3888888888888889	1.0	0.15151515151515152	0.4117647058823529	0.25	0.17647058823529413	0.24242424242424243	0.19230769230769232	0.17073170731707318	0.15555555555555556	0.3684210526315789	0.3076923076923077	0.25925925925925924	0.1590909090909091	0.15384615384615385	0.23684210526315788	0.15384615384615385	0.25	0.0847457627118644	0.16	0.11627906976744186	0.11764705882352941	0.1935483870967742	0.1951219512195122	0.21739130434782608	0.17391304347826086	0.3333333333333333	0.2857142857142857	0.2222222222222222	0.16216216216216217	0.21875	0.4166666666666667	0.45	0.1111111111111111	0.44	0.1724137931034483	0.47368421052631576	0.23076923076923078	0.47619047619047616	0.19444444444444445	0.23684210526315788	0.22580645161290322	0.20512820512820512	0.25925925925925924	0.13157894736842105	0.125	0.13043478260869565	0.3	0.3076923076923077	0.23684210526315788	0.37037037037037035	0.16326530612244897	0.25925925925925924	0.1282051282051282	0.2	0.16666666666666666	0.42857142857142855	0.5882352941176471	
P25101	0.140625	0.13513513513513514	0.1794871794871795	0.1794871794871795	0.18518518518518517	0.13043478260869565	0.1276595744680851	0.2571428571428571	0.14035087719298245	0.1016949152542373	0.23529411764705882	0.24	0.15789473684210525	0.18518518518518517	0.14084507042253522	0.16666666666666666	0.17543859649122806	0.13793103448275862	0.2413793103448276	0.11538461538461539	0.13953488372093023	0.21568627450980393	0.18181818181818182	0.13725490196078433	0.20689655172413793	0.1276595744680851	0.21951219512195122	0.13636363636363635	0.140625	0.15	0.16279069767441862	0.10714285714285714	0.125	0.2222222222222222	0.1875	0.2702702702702703	0.18181818181818182	0.15151515151515152	1.0	0.15151515151515152	0.1568627450980392	0.17391304347826086	0.1702127659574468	0.18421052631578946	0.19230769230769232	0.2	0.14285714285714285	0.17073170731707318	0.17073170731707318	0.18181818181818182	0.20408163265306123	0.1509433962264151	0.12121212121212122	0.18181818181818182	0.13043478260869565	0.16216216216216217	0.12727272727272726	0.109375	0.1590909090909091	0.14545454545454545	0.2	0.11475409836065574	0.1794871794871795	0.19047619047619047	0.16	0.1875	0.2926829268292683	0.17073170731707318	0.16216216216216217	0.12121212121212122	0.16279069767441862	0.14285714285714285	0.16666666666666666	0.14814814814814814	0.125	0.1875	0.19607843137254902	0.15555555555555556	0.1509433962264151	0.14285714285714285	0.14	0.11475409836065574	0.15789473684210525	0.25	0.17073170731707318	0.12962962962962962	0.10869565217391304	0.18333333333333332	0.17073170731707318	0.1836734693877551	0.15789473684210525	0.12903225806451613	0.0967741935483871	0.1388888888888889	
P11229	0.07272727272727272	0.21739130434782608	0.28	0.18518518518518517	0.19047619047619047	0.15151515151515152	0.18181818181818182	0.36363636363636365	0.18604651162790697	0.1590909090909091	0.4	0.11627906976744186	0.30434782608695654	0.2857142857142857	0.09836065573770492	0.13953488372093023	0.15217391304347827	0.20930232558139536	0.29411764705882354	0.15789473684210525	0.20689655172413793	0.2631578947368421	0.13333333333333333	0.1282051282051282	0.14285714285714285	0.14705882352941177	0.2857142857142857	0.2857142857142857	0.18	0.28	0.16129032258064516	0.17073170731707318	0.14814814814814814	0.25	0.19444444444444445	0.17857142857142858	0.3888888888888889	0.4117647058823529	0.15151515151515152	1.0	0.25	0.14285714285714285	0.17142857142857143	0.19230769230769232	0.14285714285714285	0.13043478260869565	0.3684210526315789	0.25925925925925924	0.25925925925925924	0.13333333333333333	0.125	0.20512820512820512	0.15384615384615385	0.19047619047619047	0.10344827586206896	0.20833333333333334	0.09090909090909091	0.07547169811320754	0.15625	0.13953488372093023	0.21739130434782608	0.125	0.3333333333333333	0.2	0.1891891891891892	0.16216216216216217	0.21875	0.3076923076923077	0.38095238095238093	0.1111111111111111	0.2857142857142857	0.1724137931034483	0.3333333333333333	0.23076923076923078	0.34782608695652173	0.19444444444444445	0.175	0.3103448275862069	0.20512820512820512	0.25925925925925924	0.13157894736842105	0.125	0.13043478260869565	0.3	0.25925925925925924	0.14634146341463414	0.27586206896551724	0.11764705882352941	0.21428571428571427	0.15789473684210525	0.2	0.16666666666666666	0.3333333333333333	0.42105263157894735	
P20309	0.14285714285714285	0.13953488372093023	0.20454545454545456	0.20454545454545456	0.16393442622950818	0.20408163265306123	0.17647058823529413	0.21428571428571427	0.18032786885245902	0.2413793103448276	0.2564102564102564	0.1896551724137931	0.24390243902439024	0.11428571428571428	0.17333333333333334	0.22807017543859648	0.21311475409836064	0.23728813559322035	0.2647058823529412	0.2037037037037037	0.14285714285714285	0.1896551724137931	0.2	0.18181818181818182	0.203125	0.15384615384615385	0.26666666666666666	0.1875	0.25	0.23255813953488372	0.2127659574468085	0.13114754098360656	0.15555555555555556	0.21428571428571427	0.16363636363636364	0.22727272727272727	0.1794871794871795	0.25	0.1568627450980392	0.25	1.0	0.19607843137254902	0.19230769230769232	0.15555555555555556	0.1896551724137931	0.19672131147540983	0.23684210526315788	0.2222222222222222	0.27906976744186046	0.22033898305084745	0.17857142857142858	0.1724137931034483	0.22727272727272727	0.1794871794871795	0.14864864864864866	0.19047619047619047	0.1896551724137931	0.13043478260869565	0.23404255319148937	0.16666666666666666	0.225	0.3157894736842105	0.2619047619047619	0.29545454545454547	0.22641509433962265	0.18518518518518517	0.2	0.2222222222222222	0.25	0.17391304347826086	0.29545454545454547	0.2222222222222222	0.2564102564102564	0.46808510638297873	0.18181818181818182	0.18518518518518517	0.21428571428571427	0.20408163265306123	0.21428571428571427	0.25	0.12280701754385964	0.19047619047619047	0.1774193548387097	0.23684210526315788	0.1956521739130435	0.1724137931034483	0.20833333333333334	0.18181818181818182	0.1702127659574468	0.16071428571428573	0.13333333333333333	0.203125	0.17142857142857143	0.2	
P48039	0.19047619047619047	0.1891891891891892	0.2	0.2631578947368421	0.15789473684210525	0.2	0.1702127659574468	0.21052631578947367	0.24074074074074073	0.21818181818181817	0.2222222222222222	0.20754716981132076	0.21052631578947367	0.1724137931034483	0.18571428571428572	0.22641509433962265	0.13114754098360656	0.2830188679245283	0.1875	0.17647058823529413	0.21428571428571427	0.16363636363636364	0.19642857142857142	0.17647058823529413	0.14285714285714285	0.25	0.18181818181818182	0.15555555555555556	0.171875	0.17073170731707318	0.18181818181818182	0.14285714285714285	0.14634146341463414	0.21052631578947367	0.1568627450980392	0.13953488372093023	0.1388888888888889	0.17647058823529413	0.17391304347826086	0.14285714285714285	0.19607843137254902	1.0	0.1875	0.14634146341463414	0.20754716981132076	0.19298245614035087	0.16666666666666666	0.21951219512195122	0.25	0.24074074074074073	0.22	0.21153846153846154	0.20634920634920634	0.24242424242424243	0.1267605633802817	0.18421052631578946	0.14285714285714285	0.140625	0.23255813953488372	0.22641509433962265	0.2571428571428571	0.22807017543859648	0.23076923076923078	0.23809523809523808	0.30434782608695654	0.1568627450980392	0.1702127659574468	0.16279069767441862	0.15384615384615385	0.16923076923076924	0.3	0.19047619047619047	0.2571428571428571	0.18518518518518517	0.20512820512820512	0.20408163265306123	0.21153846153846154	0.2558139534883721	0.18867924528301888	0.21951219512195122	0.22916666666666666	0.14754098360655737	0.19298245614035087	0.23529411764705882	0.21951219512195122	0.16666666666666666	0.20454545454545456	0.12307692307692308	0.19047619047619047	0.15384615384615385	0.1794871794871795	0.18032786885245902	0.125	0.16216216216216217	
O60883	0.1875	0.15384615384615385	0.13953488372093023	0.1951219512195122	0.17543859649122806	0.1702127659574468	0.16666666666666666	0.175	0.1724137931034483	0.19298245614035087	0.18421052631578946	0.14035087719298245	0.20512820512820512	0.12903225806451613	0.13513513513513514	0.15789473684210525	0.16666666666666666	0.21052631578947367	0.14705882352941177	0.17307692307692307	0.15555555555555556	0.2037037037037037	0.15254237288135594	0.17307692307692307	0.15873015873015872	0.21739130434782608	0.23255813953488372	0.15217391304347827	0.11764705882352941	0.1951219512195122	0.17777777777777778	0.2037037037037037	0.11627906976744186	0.175	0.17647058823529413	0.19047619047619047	0.16666666666666666	0.24242424242424243	0.1702127659574468	0.17142857142857143	0.19230769230769232	0.1875	1.0	0.11627906976744186	0.1206896551724138	0.21052631578947367	0.22857142857142856	0.18604651162790697	0.275	0.1724137931034483	0.14814814814814814	0.23076923076923078	0.16666666666666666	0.16666666666666666	0.125	0.21052631578947367	0.16071428571428573	0.15625	0.17391304347826086	0.24528301886792453	0.18421052631578946	0.18333333333333332	0.225	0.20454545454545456	0.22	0.17647058823529413	0.14285714285714285	0.21428571428571427	0.24324324324324326	0.16666666666666666	0.23255813953488372	0.1590909090909091	0.25	0.22641509433962265	0.2	0.2	0.18518518518518517	0.1956521739130435	0.16363636363636364	0.24390243902439024	0.1320754716981132	0.18333333333333332	0.1896551724137931	0.10256410256410256	0.1590909090909091	0.14285714285714285	0.2558139534883721	0.13846153846153847	0.1590909090909091	0.19607843137254902	0.23684210526315788	0.15873015873015872	0.15625	0.2222222222222222	
P30518	0.08196721311475409	0.34615384615384615	0.18181818181818182	0.21875	0.14	0.15384615384615385	0.12195121951219512	0.23333333333333334	0.16	0.11538461538461539	0.25	0.1956521739130435	0.12121212121212122	0.19047619047619047	0.1044776119402985	0.19148936170212766	0.1111111111111111	0.11320754716981132	0.20833333333333334	0.13333333333333333	0.16666666666666666	0.1702127659574468	0.11538461538461539	0.13333333333333333	0.125	0.1794871794871795	0.16216216216216217	0.13157894736842105	0.11864406779661017	0.14705882352941177	0.16216216216216217	0.1	0.15151515151515152	0.15625	0.13636363636363635	0.14285714285714285	0.14285714285714285	0.19230769230769232	0.18421052631578946	0.19230769230769232	0.15555555555555556	0.14634146341463414	0.11627906976744186	1.0	0.1956521739130435	0.11320754716981132	0.2222222222222222	0.17142857142857143	0.17142857142857143	0.16	0.13043478260869565	0.125	0.11666666666666667	0.14285714285714285	0.09230769230769231	0.125	0.1	0.10344827586206896	0.15789473684210525	0.14285714285714285	0.20689655172413793	0.08928571428571429	0.21875	0.16216216216216217	0.13333333333333333	0.1111111111111111	0.1794871794871795	0.17142857142857143	0.2	0.13559322033898305	0.16216216216216217	0.24242424242424243	0.16666666666666666	0.12244897959183673	0.1875	0.1111111111111111	0.125	0.125	0.125	0.1388888888888889	0.1111111111111111	0.1509433962264151	0.11320754716981132	0.17857142857142858	0.20588235294117646	0.125	0.1282051282051282	0.12280701754385964	0.20588235294117646	0.10869565217391304	0.1935483870967742	0.08620689655172414	0.125	0.1724137931034483	
