	P32745	O60883	P08100	P08173	P21728	P35346	P30542	P35462	Q13255	P13945	P21731	P24530	P28335	P25105	Q15391	Q9H244	Q9UBS5	P41595	P21918	Q9NS75	P30874	P21554	P41145	O95665	P28221	Q99677	P41231	O15303	P47898	P08588	P34969	Q9NPC1	P41143	Q9Y271	P28223	Q15722	P25101	Q8TDS4	P18089	P51681	P30556	P51582	Q14833	P30939	P50406	P41594	P32238	Q9Y5N1	P30872	P25024	Q9H3N8	P30518	P37288	P21917	P34995	P43088	P35367	P43116	P08913	P28566	P11229	P29274	P35372	P14416	P48039	P25021	Q15077	P28222	P35368	Q8NFJ5	P0DMS8	Q14416	P08908	Q14832	P08172	P43657	Q96G91	Q14831	P25100	P43115	Q13258	P34981	Q13639	P43119	O00222	P08912	P47900	P29275	Q5T6X5	P18825	P07550	P32239	P20309	P35348
P41231	1.8894074566355668	2.195845062200447	2.44160449436166	2.242139621576816	1.8667595165809752	2.1008594758312795	2.2635895851318444	2.3495435867013863	2.6076457476564747	1.8767333911424176	1.7499836021795043	2.345384072232305	2.2193737483152183	2.002194044476093	2.262020233594316	2.372361518309072	2.3023986436894046	2.126184647913909	2.2672661660618045	2.2689172609837676	2.368766286278211	2.244993523105088	2.4795131653592977	1.7725169183204739	2.4026819011960088	2.3027842023612695	0.0	2.2543692701522478	2.3135537581252654	2.342475204275304	2.3999827823073865	1.8102187125289815	2.146343950855012	2.345868532879394	2.0327890704543545	1.5980359846588135	2.5344730653546628	2.0338428361039194	1.8901707960393916	2.859591630661171	2.0988977823673185	1.7952538636799105	2.3318216275793175	2.061091743119098	1.623428570597429	2.218524969148681	1.9220340465332706	2.0810548624506757	1.9241032320610554	1.7031812722904716	2.233265361204019	2.6173906246302856	2.177343897109731	2.0017210226056967	1.7332362159646775	2.110216813142561	2.118396399587463	1.931090177739978	2.28180007236566	2.3078542425766595	2.210044687480585	2.03813223612639	2.2221303929603295	2.558109475643808	2.62128629591806	2.1250607672400355	1.9559217872275085	2.5169353860520824	2.3301828396320534	1.6782051241579685	1.9369658095307447	2.0318885353400487	1.9562624593641198	2.1767399221072603	2.201220547974793	2.3774393603114614	2.028719418583764	2.3077906033711693	1.8814064108120365	1.6006197146962733	1.9645620713613006	2.1719007751030524	2.287583319828736	2.1375238628990356	2.1024240094807856	2.5060278315088014	1.9479380919108686	2.5974576112500056	2.106459802028341	2.298040847229916	2.2195226945754665	1.4114529248552636	2.386255408801216	2.3390327873215644	
O15303	2.0650301425877333	1.992434671041274	2.4868132947231474	2.2138709288926317	2.202702679203557	2.3681426244624553	2.3012169584365396	2.5612305125609396	1.755296487673008	2.686678348939102	2.216844399810354	2.3567099169505497	2.474809842755731	2.397649784642435	2.4619554199448697	2.2096726140368603	1.7192311478669524	2.4048865893229743	2.3580371098940978	2.4646738824718337	2.390190411678876	1.8119066738964709	2.276347997139637	2.649291931022459	2.2441239303264084	2.2492203864758964	2.2543692701522478	0.0	2.3911241058957855	2.139044226770834	2.132355217948034	2.8704072677327623	1.9550921216356107	2.609832272349302	2.2736639999091897	2.3353975320388316	2.1273246588336323	2.153895730493531	2.5605280421966268	2.471263413143742	2.5164763184310894	2.2100716571312424	1.3548686040499893	2.4761309516655055	2.311241383909062	1.292968950703379	2.345989857077939	2.4928469095164503	2.127946358987262	2.4185936430051287	2.4840691394959045	2.4127636791506486	2.474399535488255	2.5869242104762757	2.52597303823308	2.1892249704581324	2.206999475709443	2.2803757099839532	2.2876412332080935	2.515021637528911	2.4134626207080716	2.3609577114367695	2.210869527248387	2.413390147287306	2.4505309712012076	2.240270915650651	2.271464066364932	2.0215673854407012	2.1555800964867244	2.639702487691318	2.8005304000388844	1.5357990642085642	2.2949034037739073	1.4998116775598591	2.3936992121750285	2.3001774554435195	2.499730125423423	1.3360377282189657	2.553598900951122	2.2322650497841363	2.558779396245543	2.0910401669006373	2.2737922102446215	2.4121292143951947	1.4837237377650767	2.0588623276344116	2.472378017461022	2.3311457189141556	1.970855999073241	2.516206535252736	2.2909315456684385	2.4928469095164507	2.004895761968754	2.471468153179565	
P47898	1.9882467150733583	1.9839984879026509	2.270737765573119	2.1785889929034328	1.7509917824542247	2.1323402636539974	2.0348525745124633	2.110105754765931	2.5880333588782576	2.1547474075938795	2.1961139921840727	2.36246693098549	1.8416805342085383	2.0463381929681126	2.2707377655731187	2.400706741179117	2.0851034147015346	1.7288419904951338	2.0981224388950808	2.449489742783178	2.222048604328897	2.636182823049875	2.3048861143232218	2.2583261461198476	2.136271847730857	2.1972994789058684	2.3135537581252654	2.3911241058957855	0.0	2.265226258014859	2.075150596944714	2.3326822008151904	2.218529918662356	1.9121323175972944	1.8876638454418808	2.136665839360687	2.179449471770337	2.231663969793408	1.8863913226640499	2.643460355870923	2.1462176031334756	1.9958483143333223	2.44554583773121	1.9042715142542042	1.8798406901671654	2.2677399669766216	1.8772369576165182	2.028653167367302	1.8430927108370714	2.1128419817083866	2.057759704144291	2.2401997451029185	2.054568081130436	2.3296101247490606	2.4360534700362675	2.191893735596721	2.270282776285262	2.0924799215816203	2.2707377655731187	1.8991754221110326	1.9501138979239216	2.2445922668592715	2.254368187747052	2.333085304277801	2.1388355118939786	2.4653853654145026	2.1521056298368135	2.2741055653704785	1.6993101419922398	2.0013401575033427	2.136813567493014	2.034865859398095	1.981686991765685	1.9762046827433872	1.8764994004795206	2.2379210925156703	2.299669846947312	2.2386868360715395	2.072739732817412	2.0568495728393095	2.076345028574478	2.189521660555295	2.091004395671146	1.9637336886655479	1.971733116190292	2.355467110498888	1.9776880441566114	2.3221457988487946	1.9218700771833606	2.31756899208154	2.227386360737624	2.217307845481239	2.262990506621239	1.6822020446451305	
P08588	2.0379217354942765	2.25388553391693	2.1173883284209665	1.9493588689617933	2.0395397084200693	1.9292161620720476	2.599879804914066	2.2562669923439342	2.372293779821078	1.9928125288516063	2.2248595461287	2.5079872407968904	2.3614500377928254	2.4109126902482383	2.371708245126285	2.4741520914100197	2.3091191502388964	2.1225861350782558	1.9330744578272552	2.5359909305831523	2.6339134382131846	2.552534446146699	2.3940029239748233	2.5768082638027936	2.275879968194639	2.467919163992209	2.342475204275304	2.139044226770834	2.265226258014859	0.0	2.2449944320643653	2.5441415546309525	1.9485571585149852	2.4545875417267147	2.0884372741200266	2.154276929948676	2.4392621835300936	2.2758799681946393	2.122629396657729	2.757364905936426	2.284731931759173	2.3663014846061747	2.3426006441085456	2.3430749027719973	2.010431977136725	2.163157807622985	2.1361702040090047	2.3577921183746016	2.352697427461761	2.213314331625428	2.3042081069209	2.578363663968579	2.418677324489565	2.2060522810365737	2.420511462407268	2.5708479650222924	2.3194292543890405	2.6320672061666244	2.098700896875363	2.4834016893401047	2.2885810682134737	2.305488620179631	2.325781429812195	2.3636914005506386	2.4864941305429404	2.161452058223823	2.127277283753887	2.387680968673007	2.2196530143543236	2.591234655800227	2.576604138956718	1.7009563766174929	2.0726392192886176	2.2358745376467106	2.3065125189341598	2.383403500227766	2.2503443262702856	2.202803611309914	2.433618704727592	2.289664163905063	2.4955331996215206	2.1435713095634763	2.180582094672187	2.163330765278394	2.2468084360149936	2.3316131225154866	2.244994432064365	2.4517567397911053	2.301782821812295	2.1408077567216712	2.3937418407171647	2.2510768398203367	2.419872956162563	2.3151495319680544	
P34969	1.9819497975478595	2.039607805437113	2.0803311702173253	2.2538855339169284	1.7106691348384386	2.2015619455286743	2.14111536354303	2.1503660325800533	2.271807894851834	2.4811120812577805	2.204792759220494	2.535744466621193	2.096336828654583	2.222048604328898	2.2022715545545246	2.0580851016695796	2.160909819960102	1.9059497968464902	2.1384902374964856	2.3358617253596163	2.2830900113661743	2.305522088110508	2.1751436734156204	2.504138586255082	1.844410976938669	2.348536778506992	2.3999827823073865	2.132355217948034	2.075150596944714	2.2449944320643653	0.0	2.6024327560957268	2.1028254801575903	2.1154195801306184	1.6835372050124582	2.0769295519194584	2.4083189157584584	1.7769095101910537	2.4136187676506733	2.444276947466954	2.092844953645636	2.0274352831004236	1.8994151146544498	2.012461179749811	2.024593685616138	2.091528100676242	1.7734264355518246	2.0878658178794423	2.319402860572012	1.9882921780070377	2.187321421282204	2.681569750450399	2.0952326839756963	2.4152294576982403	2.4173314055504176	2.223194231863828	2.1821022542341795	2.3839742727918303	2.098700896875364	2.063049403069684	2.161935924616815	2.327074940301189	2.0407877926954616	1.7852274468641347	2.356709916950549	2.024073862288628	2.4523860892739138	1.9823198119210468	1.9210663361187184	2.3417360676751957	2.4163792932585917	2.091794812196498	2.238861317723811	1.9461167082717665	2.395829710142188	2.034147266556878	2.356895983637368	1.9943278943042466	2.261083810919004	2.05974803883171	2.2300539221883784	2.1435713095634763	2.021947478283815	2.2671568097509276	1.7711682689787103	2.302843116617605	2.2	2.6098105508084517	1.941074284045171	2.3396510299933113	2.193171219946131	2.153781676541076	2.1953180834683876	2.122586135078255	
Q9NPC1	2.169569369713723	2.3054622638421134	2.1587395048963187	2.31033682609268	1.8447796089385733	2.359323261022109	2.275034340400162	2.3654474069793197	3.0923993965491876	1.3911521049094822	1.8541666666666679	2.317899102635833	2.1945723924120597	2.39220740112558	2.0549102778466994	2.5772658200393024	2.5418374259578442	2.2165864349385793	2.1366129569217605	2.537992563030869	2.61680267693229	2.704529023259747	2.725028669573955	1.4961813449124097	2.4547702521296655	2.5958199571618983	1.8102187125289815	2.8704072677327623	2.3326822008151904	2.5441415546309525	2.6024327560957268	0.0	2.0888468708835504	2.463007561904754	2.1344360864230145	1.3696953460200891	2.7278941053493995	2.229426256951592	1.725991059909897	2.9171297615838707	2.2880463828340543	2.007232774367195	2.946964657820729	1.7937826652078002	1.7066655414603538	2.5043064524580707	2.1332257540561885	1.6673494562279603	2.3507226528752274	1.7128679402039468	2.4214213284763146	2.3270707532897075	1.8371598324587874	1.7893638301549146	1.3140488184756594	2.418671342868811	2.4329927600922194	1.8727996348307587	2.171859671299732	2.1889104800119563	2.022607567959475	2.0336791031144625	2.3664257995582316	2.595931423151179	2.6097253598954873	2.3326822008151904	1.9320163338330065	2.611191206194239	2.2899419066758906	1.6230430296315328	1.4989869264124875	2.361865543411756	2.0599731996638524	2.7381611516151736	2.219269305424649	2.541382623249616	1.4566856591262685	2.8159700815172024	1.6008298629148572	1.7536948155817607	1.4760593793348273	2.41898383223457	2.186088609936438	1.8159450019204875	2.5905756456675655	2.6634185223709483	2.1278289992384254	2.9545897675387094	2.2461782944658024	2.2663618244714336	2.148291472310031	1.4640951531054736	2.696805435285446	2.527949396413315	
P41143	1.6770509831248424	2.0253086184579376	2.072890493972125	2.187892821872223	1.7495038979347515	1.75	1.8874586088176875	1.9101640902948256	2.1290810485068694	1.8173585666464716	2.240334176461679	1.8157298807917437	2.192062832769608	2.019436802675439	2.011684617428885	1.892772909176981	1.9931523398877469	2.1357288708816387	1.81459162584727	2.168668946612184	2.381569860407206	2.0086137809413844	2.027159342528357	2.1371909271685565	2.097314199601923	1.7320508075688772	2.146343950855012	1.9550921216356107	2.218529918662356	1.9485571585149852	2.1028254801575903	2.0888468708835504	0.0	2.027159342528357	2.05034138459634	1.8893391100401409	2.042516829796024	1.8284341104607251	1.905893636999598	2.439249110789998	2.1440324157997246	2.0101497855865937	2.292302941972936	2.0351596988934313	1.8887252746933072	1.901736809118565	1.9957017345342813	1.960954968313935	2.0706558721189636	1.963345675032652	2.3048861143232218	2.2236983121982785	1.9587942719948925	2.027159342528356	2.0138894556665643	2.000144670693524	1.988441548899144	1.969824442262136	1.9946661830537409	2.0943689199468913	2.058888962603515	1.9715863607201636	1.8410506762695567	1.993188632800701	2.1466484318108368	1.8114220932736798	2.0601955888210064	1.9248475953451791	2.0902605219414108	2.3435317945761587	2.0047686206199016	1.8276015963977794	1.9216420929333664	2.114823996537816	2.271976012197312	1.881959871831405	2.1313711006286633	2.064393070614218	2.0123058912600738	2.096182825522747	2.010657297650458	1.9380553845206248	1.9254528888447255	1.7949582167838891	2.0139846720517167	2.1972116870094385	2.0920982290513988	2.325507710395972	1.6931681219610042	2.0863029799065473	1.9109879643786345	1.8860220257549094	2.303737306750142	2.2996979230303443	
Q9Y271	2.161452058223823	2.4300205760445737	2.354074481970923	2.4525496936861435	1.8856180831641263	2.414150989478496	2.2114757516192665	2.167734779458519	2.6666666666666665	2.405153490654904	2.5248762345905194	2.5787593916455256	2.0441915292517137	1.7940875118009154	1.928406077567689	1.9502747059251502	2.2887291779500694	2.0787691049598407	2.217278131865641	2.1139418156609704	2.2150056433336687	2.5715081802295816	2.2430448056157952	2.3557496074535917	2.358004492189356	2.080414622136655	2.345868532879394	2.609832272349302	1.9121323175972944	2.4545875417267147	2.1154195801306184	2.463007561904754	2.027159342528357	0.0	2.091156111890626	2.2130809458145158	2.5310570914145734	1.937686669621699	2.227230467543841	2.418571850476717	1.8641351882307253	2.193916954886459	2.5198103985110563	2.3547823678633235	2.0965228744913107	2.575888988608137	2.2037252457322536	2.1410706839031235	2.212129860229395	1.971648217663301	2.1758618981911515	2.788002723039106	2.487971060924946	2.533114025595111	2.634685568969717	2.350137899815275	2.1815814265484477	2.452323161593694	2.386038938949199	2.337628322218806	2.2409137008988167	2.3466879733881196	2.2781165059791864	2.2100360312128986	2.369556059342624	2.301494079940246	2.6013410596540343	2.3674019170252225	2.1882008912565287	2.151269062642249	2.1874007914011147	2.4023309038569804	2.410912690248238	2.324553013549652	2.25055548698538	1.8550812733172215	2.505984572515551	2.3074268677468415	2.197157254271983	2.188672944091543	2.4555974176737414	2.4080011187196533	2.2065419009150555	2.6172504656604803	2.1235016504018205	2.595996442768017	1.9570385790780922	2.833333333333332	2.2528599760823242	2.6369513451511035	2.1106870919205427	2.29740314801077	2.535899273229704	2.1433637732458775	
P28223	1.8546415416284312	1.8939442424180364	1.6160353486028358	1.7033996148684203	1.5613965341394782	1.9625562580766203	1.813595066743319	1.8772395053353739	2.116661786072766	1.9599141898239885	1.9004131782151714	2.016461182983531	1.5212000482437742	2.054148191681513	2.0416631528614277	2.1383660137995197	1.9248285986802869	1.4171324789199904	2.008247457670411	2.0381815140702058	1.9665330066174083	2.058054470922764	2.1990911909504134	2.1104403874034925	1.8528677960077748	2.213576861249946	2.0327890704543545	2.2736639999091897	1.8876638454418808	2.0884372741200266	1.6835372050124582	2.1344360864230145	2.05034138459634	2.091156111890626	0.0	1.598035984658813	2.2305171175245992	1.6571814573588566	1.90497873618254	2.139233457131782	1.659059775548481	1.862534233796543	2.0396708353606363	1.7567343858646762	1.8504556745318124	2.0355390812292353	1.7224813928633105	1.8523346165833223	2.0421784463793675	1.6031992807771267	1.6564034896911926	2.481709104822321	1.772703962550707	2.031433425708409	2.12744926923611	2.0528672267410504	1.8697239819275582	2.0388783174550733	1.9412869549147842	1.7339642373269848	1.5666989036012802	1.8009760388129343	1.8781360876568038	1.6336490765072362	2.0379681592824954	1.9363249569333596	2.0427279495243074	2.0016859144863366	1.5293276219327914	1.8442456762939232	1.8237918501244466	1.8828693992522152	1.7773347272763147	1.9716600021162904	1.836926106478199	2.101168666613683	2.08497180748722	1.9430073685649059	1.9691893285233508	1.6464336614795296	1.8608626809507924	1.7130062127848904	1.9705773738185195	1.8458127731133591	1.726098307101598	1.8315446097723003	1.8428553124104292	2.3874576616806684	1.6780646259716863	2.1837112999026025	1.9401797650375483	1.769608597771496	1.582445016866292	1.7248787237282062	
Q15722	1.674932156020871	1.9242471963672638	1.708564285940661	2.0930621325964243	1.6074715072014953	1.9918156404282368	1.958736257711263	2.186582900588218	2.5346089292516956	1.4885252330926486	1.847739541748625	2.1574395598823752	1.8295101634089184	2.114613654805745	1.933555368650291	2.2620528545732785	2.236623749193087	1.954016841836789	1.7930075384832733	2.2150056433336682	2.2424114454999313	2.3176480977115665	2.4255973959568657	1.561023374346301	2.1422477889416967	2.2647872667507576	1.5980359846588135	2.3353975320388316	2.136665839360687	2.154276929948676	2.0769295519194584	1.3696953460200891	1.8893391100401409	2.2130809458145158	1.598035984658813	0.0	2.335496832484569	1.7006633682936474	1.6821102667467884	2.4608247859380814	1.7464249196572987	1.7229552040727305	2.3824272488283027	1.651996037855694	1.535601022703372	2.098089362588625	1.9155734096095887	1.6120775611240854	1.9471121670940779	1.5212000482437729	1.8757574227737723	2.369017707396715	1.8300521602104427	1.8132508893914236	1.5971329880767635	2.2011628393005926	2.237915204562031	1.9122148562767887	2.0550281009922386	2.127527875189464	1.6812038189915384	1.8857854779075138	1.9940990387718904	2.203456116018392	2.2612325271285063	1.87120828732278	1.7452838487427715	2.2747301008119396	2.048986849015389	1.7177051631272773	1.6197954728104949	1.9806392249828677	1.8753787496251138	2.136502508654568	1.9769121928355395	2.2093577337197594	1.5507929190210872	2.294772344620782	1.6821928329631914	1.4965525121049377	1.7439387357500795	1.8013600304169282	1.9819613000352114	1.8278153875348255	2.154198781582701	2.184785673688636	1.7640346316946793	2.6737595065730755	1.8868126208768192	2.0368505911280055	1.8992821610473598	1.541780528647242	2.1007672742347894	2.164705618143756	
P25101	2.1542109924517607	2.214723459035011	2.392116682401221	2.177154105707725	2.2063670491456207	2.3284920012746446	2.050152433357091	2.4190601174530264	2.0682789409984736	2.5355461113614637	2.3570226039551585	1.6881943016134147	2.1179086831312257	2.462214450449026	2.2980970388562794	2.1044171232366056	1.7600159800410904	2.4150868779609524	2.363636363636364	2.318404623873926	2.4109126902482387	2.348495709760917	2.222048604328897	2.426127505832333	2.5531389540169016	2.2672946434021317	2.5344730653546628	2.1273246588336323	2.179449471770337	2.4392621835300936	2.4083189157584584	2.7278941053493995	2.042516829796024	2.5310570914145734	2.2305171175245992	2.335496832484569	0.0	2.246396291017303	2.4260163963905015	2.5445018757938387	2.3291629397704225	2.2159634083532365	2.18123308653105	2.3600847442411896	2.4206804575472205	2.1040130104871775	2.21144655548548	2.6481607017023756	2.2525705480792544	2.35268441720137	2.5093574874855915	2.6399598017966173	2.244994432064365	2.7271780286589284	2.6763261934022777	2.057056509063737	2.1315225613987914	2.236067977499789	2.576114057328137	2.416507018992395	2.2434477598641935	2.3333333333333335	2.023015717337013	2.3233915184807215	2.32005453841596	2.3551804601770967	2.5718082220228236	2.3560603574958057	2.1541810201950513	2.4967434410949974	2.312406154251934	2.03982833934114	2.495829855311989	2.057772841142566	2.2781571499789046	2.3134478201002358	2.5972808413021182	2.0832291640623697	2.571964229922337	2.322189049899054	2.4809189179991242	2.2027348493013243	2.215963408353237	2.230470802319546	2.087218599352133	2.007701222176961	2.3885141824992373	2.297341458681703	2.1428211357133233	2.8302527411014715	1.9377822375076095	2.4841333231827436	1.9740046136916782	2.4616899389183637	
Q8TDS4	1.6789478076285593	2.0692636013451393	2.0000000000000004	2.218023811781476	1.8590369868613488	2.1848860043150666	1.6633647848284532	1.9277057303219427	2.211083193570267	2.3026535683987754	2.1227747971714237	2.349152723540664	2.0917140889264205	2.0877730471237292	2.035563440062363	1.7802562088958376	1.8828155015728343	1.8546015704192467	2.0410540018893957	1.7817880116665181	2.1500430658908187	2.213873205019031	2.250257186947175	1.9493363840994409	2.084629226588192	1.930955194447289	2.0338428361039194	2.153895730493531	2.231663969793408	2.2758799681946393	1.7769095101910537	2.229426256951592	1.8284341104607251	1.937686669621699	1.6571814573588566	1.7006633682936474	2.246396291017303	0.0	2.2718894078456993	2.3462551174886443	1.5605079894653489	1.9372884193514117	2.0866418173884274	1.9957361957340365	2.0116816820064596	2.103698646901826	1.7559205023376032	2.2707429666431516	2.1401511426953608	1.5668942647721387	1.8678877454573215	2.4143686783278167	2.098323846064511	2.281162796405313	2.3079297123848446	2.060804110110158	2.115070473976399	2.0275875100994076	2.218684051990938	2.125680718856556	1.9684533758741949	2.156493209579609	1.9245008972987527	1.753303759784391	2.2974237107523594	1.9246512430587028	1.9782770905294293	2.1542904860093426	1.962379570370195	1.9447778431183191	1.9883922409081427	2.0855102044872935	2.056493779875512	2.2043495037287686	2.3351580167010035	1.88601889474973	2.184482099878441	1.930393178622966	2.316346900393584	1.8026270663599369	1.8947674957289977	1.8520483644788717	1.9657562236615727	2.047129878815886	1.9317042945237473	2.18298696715428	1.8268572487765458	2.3785305142897397	1.9483817070436973	2.6007109762292697	1.9996295953297258	1.8346727739443793	1.9786896506007596	2.1165894796595706	
P18089	1.8744814097652591	2.039335403725657	2.0088692231092486	2.0572365498945957	1.4125430180273375	1.8861152020901466	2.084449700893633	2.1253322180395795	2.562984371565478	1.6749851579704924	1.9356308187943982	2.211083193570266	1.6664793283142778	2.0651203892805428	1.926280238063911	2.3026554718894072	2.3613386328286095	1.9266913550421425	1.7747126928977603	2.1154524076161323	2.2999396127338265	2.4269067850269566	2.3363373519725754	1.9526074544407055	2.1786846184490924	2.0577934514641867	1.8901707960393916	2.5605280421966263	1.8863913226640499	2.122629396657729	2.4136187676506733	1.725991059909897	1.905893636999598	2.227230467543841	1.90497873618254	1.6821102667467884	2.4260163963905015	2.2718894078456993	0.0	2.444244477493944	1.9267128022157907	2.06104372456479	2.659156090023884	1.5412837362262524	1.6209232832708138	2.271922677614981	1.6967857043110819	1.7201816599739288	1.900876990584435	1.8478687497863857	2.143578912836091	2.4534117112591023	1.9310331143946984	1.9810210610804833	1.9808883044451817	2.13749593891752	2.0886065495063835	1.8212734657478102	1.8221975854456738	1.8260123185932577	1.7132659085681639	1.8380998642922293	2.070605565385984	2.283272505272495	2.27650924247317	2.0450991554336806	1.9021754926762868	2.3270469252445802	2.3212437690697985	1.9108465789428855	1.5409232441768292	1.984840664747869	1.6925490309654914	2.1480461513566995	1.7679240808234833	2.13685933099339	1.7609997995024214	2.5025785313463307	1.7218368744518806	1.7737810905544267	1.8695078731545802	1.9939136415545502	2.1610468428033043	1.8199511592958268	2.188437629739368	2.169599155103809	1.9232495649002208	2.611300229557852	1.7448866093712563	1.9074355497610385	1.9067132861433458	1.762181445456744	2.361716391924766	2.151113919053483	
P51681	2.3488083170416623	2.4605872867911778	2.4107657254946946	2.402422247037607	2.1774652408898394	2.6732685603804143	2.081793648736198	2.6058832211087157	2.3608676678553406	2.9426142092114467	2.6819291124435676	2.6395732493673125	2.264698248074604	2.3606575528086773	2.2896172035463724	2.32992949004287	2.3420274282103954	2.4084519753410145	2.541774440184092	2.2886420980706483	2.503823606618731	2.1943834487346643	2.5047149416202057	2.9441937399170746	2.379841010460954	2.5051604901947213	2.859591630661171	2.471263413143742	2.643460355870923	2.757364905936426	2.444276947466954	2.9171297615838707	2.439249110789998	2.418571850476717	2.139233457131782	2.4608247859380814	2.5445018757938387	2.3462551174886443	2.444244477493944	0.0	2.3028376461422098	2.652503963026731	2.325097223237272	2.4410603249825855	2.6916348116309683	2.344482595255461	2.4391394482691124	2.6234810960295656	2.6119673416415394	2.3788577957101955	2.7081109275504884	2.910221255351909	2.337624819323744	2.8511842628424198	2.9645084905441563	2.5803783113684724	2.505517608281909	2.573191635448819	2.4155495040069	2.360494117064133	2.4035449167091842	2.6990749654157886	2.113735092036042	2.2833982975679827	2.65729646253404	2.511389870496545	2.683244013855929	2.0354009783964306	2.70666300538614	2.6253158934945695	2.7047660965762295	2.34495945125899	2.497873245042534	2.27215764731837	2.50717338198756	2.36038737740833	2.421407588030267	2.3149463067339653	2.727870141741369	2.527801228759238	2.6979249661461995	2.104417123236608	2.7436910842760724	2.806152133423698	2.2011043060901825	2.276823537743024	2.658716891698716	2.9056399921828464	2.1079614342118984	2.741767296270473	2.149133665039028	2.5862667128902395	2.247166090738696	2.5827835348038577	
P30556	1.9629378492453606	2.1213203435596437	1.8929694486000923	2.1954498400100144	1.6257476912348845	2.2015619455286743	2.093889920697838	2.100705348915684	2.4528894525980327	2.335790478566799	2.0179747823553766	2.4310491562286436	1.6470609938175853	1.8062391868188452	1.8708286933869702	1.8106825863666531	2.087350294033084	1.8891819034870119	2.031670728837039	1.9316443772081866	2.2332711434127304	2.379049504152842	2.122792971535379	2.0118730417436086	2.158102733283893	2.1072790512886526	2.0988977823673185	2.5164763184310894	2.1462176031334756	2.284731931759173	2.092844953645636	2.2880463828340543	2.1440324157997246	1.8641351882307253	1.659059775548481	1.7464249196572987	2.3291629397704225	1.5605079894653489	1.9267128022157907	2.3028376461422098	0.0	2.035639251069263	2.277669374114202	1.9672315572906012	1.9890003642482301	2.3438296471727607	1.7397872008186037	2.087865817879442	2.1217567843303473	1.3680232466247735	1.9064036823296373	2.668218086120782	2.1656407827707724	2.401388487243717	2.418921956565086	2.1904675638201425	1.9972087960968459	2.2173557826083456	2.065957845209291	2.144904959188313	1.8952964834902697	2.0038158043537284	2.164956590104531	2.070516128176025	2.1836591645535663	2.0728904939721247	2.271264400132368	2.268011805749787	2.042624304561848	1.8685342165299503	1.654958878307522	2.181274507600695	1.9695600185489812	2.1650335429767673	2.029778313018444	2.0861545523586056	2.268450521522355	2.250520773065648	2.2073740054644118	1.8282674813798645	2.102045442259114	1.9735495836648433	2.046526717377096	2.328089345364563	2.093198863338475	2.221805516485729	1.865475810617764	2.7100635498903793	1.7564625474314277	2.3338153772044676	1.9672315572906	1.940965465631863	2.16403739598919	2.2494260057561126	
P51582	1.9263543415952116	2.0632887567733125	2.429245678786162	2.4461862481204952	1.8170573823806992	1.8406315173646386	2.171246939342677	2.3067266102251893	2.5067809272618837	1.9424851592126553	1.583089649863891	1.990098949087833	1.955843538357828	2.101770270891882	2.1748421256737096	2.0629425397714294	2.099807549235682	2.0696720744271815	2.238279908610827	2.281585570617368	2.3951790571999796	2.2852182001336825	2.2632497393606488	1.7582549009141148	2.1942686286812783	2.162433542830969	1.7952538636799105	2.210071657131243	1.9958483143333223	2.3663014846061747	2.0274352831004236	2.007232774367195	2.0101497855865937	2.193916954886459	1.862534233796543	1.7229552040727305	2.215963408353237	1.9372884193514117	2.06104372456479	2.652503963026731	2.035639251069263	0.0	2.154180546556044	2.098265009330975	1.6349206349206364	2.135318898357348	1.7661176385255053	1.9366543010001211	1.8954135676924433	1.7015030836285883	2.2773966483305363	2.402652435355493	1.9437776634528625	1.9704608723298003	2.0006756109221695	2.1372648957412603	2.0460218691978334	1.9594657876164898	2.371737821051677	2.0245407953654	2.101374288560319	2.0807391255613896	2.0245407953654015	2.3752842584924396	2.2920437056702148	2.2389560921813656	2.051798368068821	2.3327393693858074	1.9457230480665981	1.8201717107500595	1.9444444444444449	2.1476133623961156	2.2403772279365786	1.929599509083029	2.281676879559429	2.248596325963782	2.0694502221648534	2.3019445450035514	1.9080806075578338	1.7559495553502098	1.8504157271900554	2.1695573483850277	2.1688023662159046	1.8942733712266229	1.8962275739862242	2.4088314876309784	2.1554696431905622	2.5537433187913794	2.0032587980681926	2.376572560000141	2.1695991551038083	1.7480327639131326	2.231911841063385	2.153387528801785	
