	P08912	P30518	P08588	P08100	Q8NFJ5	P51681	Q9UBS5	P29274	P30556	P28335	P35372	P32745	P08172	P32239	P34969	Q9NS75	P47900	P20309	P51582	P43119	Q9H3N8	P25021	P43088	P08173	P21554	P18825	P28566	P21728	P30874	P30872	Q15077	P11229	O15303	P08908	P18089	Q5T6X5	P30542	Q9Y5N1	P28222	P0DMS8	Q13255	P32238	Q14831	P35346	Q9H244	P37288	P25101	Q9Y271	O95665	Q14833	P34981	P25100	Q14416	Q99677	O00222	P35367	P08913	P24530	Q14832	P30939	P41143	P41145	P21918	P35368	P28221	P13945	P25024	P41595	P21917	P35462	P48039	P41231	P29275	P47898	Q15391	P43657	Q13639	P14416	P41594	P35348	O60883	Q8TDS4	Q9NPC1	P07550	Q13258	P43115	P25105	P21731	Q15722	P28223	P43116	P34995	P50406	Q96G91
P30874	127.02183741662884	122.9894969362067	131.09156174879172	101.79126457394887	153.11462864856003	115.50518139830092	98.29020926379599	119.1942824574071	110.20274144940777	117.13677076337626	115.50159310834715	77.13474880158901	88.72873168671504	104.63034313119715	111.05547662635217	134.50105653403443	135.7846875914256	112.80381333827972	126.6445177931455	107.94227280735504	138.41155162634095	119.48894853380625	131.31116592790931	122.66000308602815	112.3167009185272	134.38553970382782	101.51062354788883	96.71570420410717	0.0	80.52748763124691	135.4476049048826	100.87387146058609	122.7817840387579	117.81304695511062	129.0359561892983	153.83900833764346	119.12567879550625	93.80345514902729	115.0540682564606	168.87127100714133	111.08931513834978	119.6045156486216	102.94266742211767	77.5821199537022	135.26832079412998	133.60675018990878	122.9487653405522	128.73914744856302	119.83932686771732	112.34760111726064	105.48229783876741	118.1046676131009	103.43989866657648	148.31569722498534	128.4295052170637	123.67291164962808	127.43691385100828	118.0143016610964	110.92613387986785	95.4959331125574	105.20727057760814	102.27177982029389	121.68034136679489	109.23231574424426	111.18905127083417	132.03124614612898	112.39779419958359	142.61344444117276	149.7507366927748	110.64206895785173	114.39782610698603	122.45761721336748	110.53448087495053	106.35356735251844	124.54965371696744	125.56925085192779	144.73855814349372	104.14607981592417	103.7039811098075	127.15946866484592	125.90199625556124	134.0896738760057	153.2872161954292	103.53593065781752	106.6362121773418	97.3760701888823	146.1042642557877	95.27587951999158	119.55534862434433	122.69878187979339	107.04959566140315	111.8993584382697	123.85452004388208	143.69658285292098	
P30872	145.2966499433387	137.80500974837923	144.57246387345367	119.3143162383567	160.99966846511234	130.1321860969765	114.10349935741397	129.53778066742234	128.42213692551013	127.4012271220563	124.71001372183673	87.77419226052007	111.21036086388631	127.32003371103201	124.08724263883778	148.57965676122694	141.4247051953571	132.1029218392796	147.78124355489854	125.70341772813117	149.3797398697352	133.02454848829075	142.1538201358053	141.6628269975772	129.2708547757502	144.82256849575788	118.81994325434789	115.85217174037825	80.52748763124691	0.0	155.94336776976706	121.3699157689407	137.08938903483795	131.03046694431396	137.99897900855285	159.34754426695872	126.84421760652913	113.1094592511945	121.60547638125718	183.61645896857954	124.09833004081156	138.16031470894814	122.46695055841701	84.42865130194696	149.89175560561125	141.07950768462615	132.3444602523232	141.37769129610388	137.05736217676895	130.853251023349	122.89271901482425	126.5769679774603	119.8495658202446	158.74387855874375	146.5758445042884	133.30112640740117	136.76268662814982	133.40040172635054	126.34551856317557	108.43073212685704	122.01377928617876	121.43956595440977	134.61555441532983	123.06278160781949	128.71504987688968	140.27686218975578	134.51080090506002	152.3416690499289	159.05264607237768	128.1949122727383	128.1340966638527	139.8983364002197	127.8337362492457	121.49100428662496	140.4103974896134	142.05843837349676	155.8487438619486	118.94379164063139	120.98159623748506	133.33008086541668	143.76419197639916	145.8533158764476	160.33965179952793	123.91965062078089	123.03767563897418	121.69805185333826	154.1442727560643	117.54709673282923	132.0527480663295	130.86197030777112	130.21715788496658	125.6434777128743	136.9867856624769	153.26483626943082	
Q15077	132.3692345903837	136.78375758661423	143.54224627270014	123.48214899448067	159.34290901693748	130.58859824604588	122.7254134673858	130.18992990563856	121.29542221006704	142.4354572154698	131.89306846557884	147.96573532465845	115.37529626104515	128.44542513770284	138.60968943042099	135.28143980298773	124.43109422578709	128.21305671776645	108.61039067833917	127.50282390008215	156.57778255193261	131.95334851634107	138.29413981735706	152.49474157294026	140.03195205116936	156.72916293382877	134.9425857530441	129.9774204970454	135.4476049048826	155.94336776976706	0.0	121.85218182360404	153.4665042575216	146.528241847569	150.24129215531866	148.6725084237405	136.12573733751196	124.24255721413647	148.55681789590744	173.6801050050126	134.3818572703167	131.13562259153696	136.66541685222182	144.98089602973778	127.16793546426925	143.56974076817278	142.1829786352464	131.2313642706722	135.71578632236924	143.84594004233077	127.28944409410178	140.02635264902347	138.11720257962588	138.8885882658069	161.322516117536	128.55886285629822	147.21183231956093	134.84474356604915	146.98032751254505	117.9501416352432	124.63142229017103	126.60228485256084	151.96204427431803	133.39674621986342	138.81325516966172	142.86745034827618	120.72492931835586	152.9565100550535	167.43577991364873	146.0940769399167	133.40191920904908	87.29959077842068	119.47372854844434	136.0044513285393	116.63231179781724	128.6072927431087	155.51902944524772	137.42445068666711	129.65304972915328	143.4380060042604	149.83540696214186	145.9233919911203	158.75627980561694	122.65853730979143	128.8543604327133	130.32401443709387	136.7408104877104	113.3429843399208	123.5506326037139	153.68731521704467	130.67355256766314	120.10284385486739	149.88039618200855	151.62640113156522	
P11229	98.17638736587833	106.47680856953957	117.39821617520647	92.43404171634029	142.83593002476846	100.66323660322814	84.74416709734942	113.50902935847989	87.6457465227868	95.96437241396052	99.39871140828473	110.78970138038858	64.8282129423169	88.22634556362755	101.87623385869665	126.28878419741523	124.47824861851404	82.77760941025917	117.22046204042272	89.28630795501522	138.11216805546428	100.65649987204233	119.23151648309431	106.11992859447491	98.88665280000714	128.7112231150677	90.06267035446945	78.17630878460477	100.87387146058609	121.3699157689407	121.85218182360404	0.0	114.87258108812966	97.77312111361243	122.45063759718323	145.14564124130993	96.84932175421272	72.56369675468886	110.09274016835843	160.66330996708712	81.84999518629047	109.96397815385717	94.8007310377725	108.49020813361858	120.70717190607684	124.38584091965458	113.80110389154288	119.48502005936462	85.63620270459796	101.65192211438261	96.13208933763963	107.22449505150871	91.31862531913794	140.28133193808026	124.68110947092646	102.74898870350444	121.15406222976162	103.59367806890805	93.5382364411198	81.03347933547047	95.78150565750548	94.95023255271371	107.7923328850593	98.54604664526414	106.79005785580375	118.97923146359972	100.86347911742632	130.14797776655178	134.56163566675968	108.98002640341292	113.32730663372786	109.52302008404513	97.84054378626752	87.06019594936515	105.74327590802568	115.89661229561898	132.9201805816556	92.79947148964857	69.23906733153854	117.9620515681745	120.08578379979008	131.0122726225236	146.66114566326723	83.7807400674501	92.89041580157937	93.02167843675124	129.2010632736201	76.84470553140272	103.52697917180194	99.47719848508132	103.12598933975096	104.38691054095398	119.05873197127949	132.36342584548402	
O15303	128.93128171382705	135.0904529102845	146.59835869984818	118.91435157668457	170.19511703430908	128.43458358274074	112.6469907828141	141.97035175276687	130.1474598624627	134.24967720994027	132.44027129205642	139.02208563208114	102.84180885460228	127.04773245722754	132.42017851627315	146.53699624919682	145.67282071971567	123.44407080148812	130.78143645339878	125.17334932996891	151.9030588210444	138.36185218321043	150.82729833235499	138.59605726780137	125.00854552396049	156.1453766244813	120.10654672747478	117.77063525578706	122.7817840387579	137.08938903483795	153.4665042575216	114.87258108812966	0.0	131.44368352617312	144.48784146798425	161.80339441500837	136.28739557648078	116.56648287040298	133.44777392660035	171.6352293313539	110.80581656604772	139.31520792091032	91.56829807779286	135.77078680426348	144.03929973198683	143.39921961375512	135.60282715543872	139.0836533663096	138.4573289171094	103.07797106642101	125.94538782582094	136.53608269831602	98.627961824066	157.62742262001848	116.63390532432823	143.53385552810505	145.52267293207115	129.13945317587059	109.34498553111916	109.52247410210839	124.3078978555859	126.13822965542204	136.2875100808451	131.4086153586104	136.36590293073095	143.28026544227032	133.40761763433693	153.51002868107753	157.052282786899	132.56272756360704	128.3422591200797	134.73082557332236	134.7578255904955	119.76348329987377	136.5332220288692	142.72304851206718	168.1283609942766	117.87136435182765	111.42760247128899	142.88187760632718	136.06039370951476	147.78038476669462	171.9188237983617	126.21234672953142	127.8676471383078	127.3412329836865	154.2042954461067	113.87308777554426	138.3042058925057	133.26724344858667	135.98265795462066	137.77930181467673	153.14178434276255	153.94884617062053	
P08908	137.1278355410177	126.41814989682462	128.5640879721759	113.11055486421537	163.21166392623854	117.3954330652341	104.34622027927253	126.48569748051523	115.95488071117143	107.65143361852097	116.16790282646252	128.98690795055882	99.34587260782428	115.33873632039467	109.92899248590402	152.5479427031387	139.79476091825927	129.1590136836021	143.4747748637892	115.4632033334783	146.47132440072892	136.1730799840443	141.74558981384325	126.22175190715643	109.05781500195735	127.83054518942663	97.66796114524186	98.20433083151875	117.81304695511062	131.03046694431396	146.528241847569	97.77312111361243	131.44368352617312	0.0	127.73061940314074	165.80009137930756	110.59987263423682	93.2868373986712	113.49320203963725	174.6928173739434	109.77743901124632	134.17754558347224	114.27366583693947	128.0057128235494	134.46494010872266	139.04960929816298	126.7040885793831	148.55659254260536	113.15351163809828	109.98190555305337	121.61750729990308	124.52877102130878	111.74592116200074	163.9668508927425	132.18210275632737	135.10109239559097	126.52355187003559	128.8302619791648	113.00144937926962	104.95778266745037	112.69119725328346	116.740984818156	118.20500149628788	115.56738170546305	116.13682434237853	128.2224664217647	131.7848616581323	138.37234209758753	153.71941098354	113.7683252995921	129.0974692254822	131.47184377330996	123.37616414554941	95.61705381462525	135.0115347843821	137.5413374084892	148.19756330580276	105.76481053959287	101.02874838963908	126.33941523647809	136.93097960228624	152.34081634158792	165.0096570005553	115.92867740626389	121.62258675957855	115.3786632061383	146.18494002624357	106.92336650141806	134.23625776456902	110.64515414727794	130.72642500406073	129.23599086377362	142.56322266136704	154.6244216979394	
P18089	152.82087791562662	137.05024955098634	110.81533098878572	132.2895723563779	161.78126532476745	132.36153803099296	122.68969296579598	132.6760971888143	120.474076547398	130.26380991531187	126.88390838747728	145.9345013674756	111.71371907790308	130.96739917001105	119.9309573234641	157.58827863266924	144.32145283962018	141.28328606134164	141.74957953518606	130.81535073227133	156.16350609218352	139.01097665831912	149.3150816168345	146.3633561405295	128.57104735680332	74.7593932536256	125.96288532551262	119.74289304329432	129.0359561892983	137.99897900855285	150.24129215531866	122.45063759718323	144.48784146798425	127.73061940314074	0.0	168.4186211648339	124.56331762598711	119.74185989354737	124.39127476254362	179.22978452721145	134.65650514754816	148.2685397778696	126.32954065033118	133.01066263832035	144.93467968836194	151.6514197171491	137.927786979737	149.78654540746356	132.05281428198214	134.6097864255571	133.39405123442702	110.36286664733052	122.56037390549318	163.72187696376932	147.2892046168854	139.18696275059483	81.54305465918151	139.533599181319	121.65891344143893	116.3607274080423	123.24387127868249	123.52978712710319	134.76473306925618	94.69533124112058	125.3208354745002	110.85027011748753	135.2463673732418	145.53107888562954	163.1055976016214	128.84646955269272	135.37215198864578	134.00063653240795	131.75144958592136	129.3301262546156	139.5299074301438	142.93756082418258	141.81649113356252	122.22893146050046	122.87857671547681	104.57347119881888	150.59484402401722	150.82645644093282	168.6855104760907	103.01456134297769	132.7141402605048	118.63739820456249	152.92055236620945	114.452654956287	139.6875271366298	132.92993700897205	140.48438143261592	132.63859445453272	153.87346319606877	164.14012602789444	
Q5T6X5	156.67629775300156	155.92761880619219	166.47227955426206	152.72565862602642	178.21531247044913	158.39242193172686	144.0035496793571	158.75668743054848	146.19784476526547	153.0198482547421	154.28434726421256	159.1115752128535	139.59045351593522	157.3021508557722	149.8655045167252	164.97608248519828	159.33798723784275	148.59228057117434	164.0392485742923	145.03504945378518	183.0625079984311	155.1630314765789	163.4108660198399	164.82811952615157	162.19275157876837	177.62589825748	155.84150919649983	149.24796765693463	153.83900833764346	159.34754426695872	148.6725084237405	145.14564124130993	161.80339441500837	165.80009137930756	168.4186211648339	0.0	158.44624106091214	145.10542863080627	164.63712982425932	204.8185779901396	147.8314313031733	156.6504644571105	150.82933690497885	159.1603742094594	162.39956192360842	169.07525272044586	160.6684720586054	155.5215300724958	156.55806688877055	156.33496285510773	144.16828270016413	158.1195728297971	153.93430381646613	176.65250378183555	167.43801701930352	154.655779651599	165.94114143762272	156.3054016597016	162.01198250020389	144.5174563696346	151.8391365702264	152.97351017573965	162.94919685524656	152.77988227535388	158.2243305683951	160.0304218197707	154.2877080818871	176.00034183938988	188.42064035820658	157.5399173287442	157.584120803338	152.37797005736502	155.6068688161904	154.27717501524603	156.37050727236783	156.70031576335896	170.8661853146623	154.82126896380214	143.66987980194972	166.6411926742876	175.2648241815623	170.6318810104858	176.28555145522114	151.78312688262668	147.65324403933482	150.41849586192984	182.47027532814536	135.65531802881742	157.43534399911005	169.46878106694203	152.09415793477092	155.34372975467704	172.84577583731152	175.32211867545266	
P30542	137.41910254879622	119.27430951118004	130.07902433365234	105.17015058137622	157.09753945289413	109.10457996017067	108.36702973477077	113.2286389140063	112.76696486101719	113.86276360350894	120.00301868555835	128.65878028271254	95.927184957196	113.4426307802205	112.69850405029138	150.68776704344782	128.73246432252927	125.90785083454102	128.08819893799955	105.06869941088371	143.45128853741335	124.81505976084736	147.4205918078078	138.00653591373703	107.43884815480851	133.96822481619893	110.46559722191887	99.95852131844731	119.12567879550625	126.84421760652913	136.12573733751196	96.84932175421272	136.28739557648078	110.59987263423682	124.56331762598711	158.44624106091214	0.0	93.26393542360165	121.81897534237942	164.47953817839152	112.47521332482575	130.7174269009265	124.67825275845826	125.25177501968574	126.24312809217372	146.41207855078392	131.05000791483326	139.67990582168568	110.97991880541667	116.2960433463304	119.29202672633983	122.67719289793604	115.66871651995461	153.77317661553388	143.61834947537864	133.16102440888062	128.40580406872323	118.92274908973195	113.91915513569256	100.77844483462104	107.95750101172598	114.98158592687105	127.04276660445612	109.57749565763515	124.62155894632451	125.86930820840644	118.08191881323	146.7503864877508	156.45255073261796	125.44321213715011	128.66997449612245	123.55356892931741	97.76872296392685	105.4271286240546	128.11204446223564	133.3002913178061	153.6529818798881	108.39460440410767	101.77092633853317	127.82343975076219	128.8508527149097	137.10664110834477	164.8226438772981	106.18928434554255	114.00214928388596	109.43455591477687	146.1647290281835	101.73446451011114	123.14717208863294	125.38580678001745	123.89103706582682	120.90506259602262	141.35230339848204	143.30211038532434	
Q9Y5N1	116.04436340762186	113.24556588535779	120.026509153191	96.9555927392721	145.66803771568811	99.50704686701647	80.81854397142888	107.56448248398374	99.12208976739203	98.84414397049113	104.56308073687251	105.99280760643887	70.91380609982298	94.31631363058113	104.5458077333169	133.71645252092276	124.35456553116092	102.07337378358352	119.19038981982158	96.87477298945305	128.1372849327454	103.3251753122313	125.18544335375191	117.66098651834182	93.88911435786576	124.68843671117793	76.81787935158354	82.69582591843209	93.80345514902729	113.1094592511945	124.24255721413647	72.56369675468886	116.56648287040298	93.2868373986712	119.74185989354737	145.10542863080627	93.26393542360165	0.0	101.84720587029005	165.10232286911923	87.34153955770307	117.25640821285197	90.87436708723544	105.8631832760002	118.2739496351569	126.5374532097776	115.2629050250689	120.51356309748371	87.1872237046191	98.93082580425835	96.56464896876423	115.19974106500013	88.65677256762865	138.21964325758745	121.09935733056045	109.07278044734267	119.29455932418932	108.37672442752228	92.36466994768125	75.77018406709249	95.68220749977627	96.998154582805	110.97662159302854	104.48830112989526	99.83095796746784	120.18895951550803	93.48751026319223	129.92355700660846	137.38186730543384	111.32974870779435	105.14426423163968	111.01772147111478	99.04104169688071	75.28316203909344	108.19084712312906	118.4550703051791	141.30901378861745	90.13451605293085	79.68361411656952	126.0693562880333	116.76716274317005	125.82075225337758	145.39899491964024	91.36065442368272	95.8283311543928	92.15110861646826	130.10852524262737	79.94154362360132	108.81312004661595	109.10952248118701	104.0130858651537	106.86436694706208	121.45397416866035	133.32666966455872	
P28222	135.93132497975603	128.55638286384055	122.53703197001596	118.81270706940995	160.26650715630967	120.1334473072784	109.2027404641849	124.31701423227787	121.31637054297607	112.09550401580054	113.08536894945428	125.39859077468282	95.9692967782612	121.50925064936746	108.49446135977632	145.25669907042175	141.5308899335796	122.43188629619544	137.67655446648132	113.16605598916067	151.423751148046	126.31908649034449	135.94302636914654	133.14337214862462	114.1693470345781	125.00015360768884	104.6486788438051	100.53413115476724	115.0540682564606	121.60547638125718	148.55681789590744	110.09274016835843	133.44777392660035	113.49320203963725	124.39127476254362	164.63712982425932	121.81897534237942	101.84720587029005	0.0	175.27316785030416	118.50996832957026	133.62759875506163	114.12235314567806	120.05800443753833	138.35863355870242	131.19010731991148	127.27829271287192	139.27559568238212	122.035084722389	122.60108410626708	120.88333180670452	120.0352803871574	109.04362723923987	154.90962664643303	132.285285007325	131.45509550289717	118.8207592703402	128.25500273796206	113.88898655679077	99.81567195062235	110.11516069655772	107.48706161711016	113.5532257152372	116.03324657856137	102.29517914558528	126.21084802958649	122.77486021700315	138.01248939556535	153.61229160884977	112.30996626545675	123.55725547700422	131.5526787059498	119.44104546925519	112.54054994165199	132.39397055463633	134.1394104019273	143.36400351295015	103.86880518047838	113.24938012243365	126.14725808915682	137.97781372780446	140.58585809741635	166.15512938494794	109.04649026645347	122.84086975693936	111.99475794611499	143.8223721724935	107.19881299097324	128.3352298115351	107.83095731586218	126.05959408800118	125.18796357384417	133.42717291472945	157.02986900135875	
P0DMS8	178.1590542323829	171.27605401919573	182.1272946409881	162.0570840775108	199.60716194470297	164.80413341938402	160.65630310637061	177.3493968146795	158.5608981679252	171.2874279920652	174.35300394086516	183.6020734849444	153.18231779625057	172.29210264186258	178.47531671402976	186.86085092514986	176.49466522989678	168.8523344194109	164.3978745264758	161.35366989750764	190.28915581080946	178.34294356382452	174.58896152224042	190.02986221082392	172.425224065184	183.8777470238565	166.3477342762926	163.11604588784394	168.87127100714133	183.61645896857954	173.6801050050126	160.66330996708712	171.6352293313539	174.6928173739434	179.22978452721145	204.8185779901396	164.47953817839152	165.10232286911923	175.27316785030416	0.0	166.0906441344123	178.4357633747568	164.9325810171722	177.80650712471106	171.36778769700322	186.58177937366418	173.08092809238588	181.38482076729997	172.92748004596797	174.17409749985381	171.6410038947215	177.42529938756343	165.73251059299218	189.7351409996336	182.38805875738035	179.829671951622	183.6846844072861	167.70250536983076	166.01179876961396	159.16179678951448	165.51207607940887	171.0634177121683	176.4120851312473	171.53257054981077	178.10996293081553	185.39239570774953	166.58605471122428	195.15213616171968	151.5684209499159	178.49007291145972	173.81662545763538	170.0497922806244	167.83517249007127	170.37317502990481	166.97218211888685	175.20418413044536	195.76678074148367	168.8645824007399	163.70598311105277	184.1610268423392	193.65149757548352	185.27942648922908	197.26377701867023	162.94577673249296	172.66830505235703	166.0797612289025	188.49313388895825	154.53789807096473	171.79434518558264	186.7863642956654	171.98685109583312	167.75319052909617	185.572804047697	126.88534790315316	
Q13255	123.7686928671319	115.37838737241691	133.85878803316155	99.6657070466681	149.23349634115584	105.48647499573417	94.83475984475808	120.1070186822908	109.49980536301155	103.78801571042277	113.67719202640001	122.7418596157222	87.97937664418714	94.03304754244164	110.65682532967185	138.43497104247217	130.13568875496276	106.15277254377725	126.94152238848619	103.32508903607959	147.4134552392643	119.81901626920444	136.3512217332027	126.5170002807863	100.01292010468023	137.97566852008458	101.91618759208359	87.31160808331333	111.08931513834978	124.09833004081156	134.3818572703167	81.84999518629047	110.80581656604772	109.77743901124632	134.65650514754816	147.8314313031733	112.47521332482575	87.34153955770307	118.50996832957026	166.0906441344123	0.0	118.97542709077243	93.4844177280902	119.73955538700102	128.83456209782162	129.55321355332853	117.15724682854488	128.73273464216618	100.75501459772931	88.23567223806458	100.6855612317595	120.04879672277457	86.22168957983376	148.6241867429344	116.52045542583801	122.3586988268653	129.20356775901746	109.4999560451688	83.9801354954252	96.22320168589067	108.60832640249282	109.20607728490722	115.88780186726945	113.09588712445111	122.62327146314783	131.15642524859868	110.49963059613947	139.31175229116343	146.99690644742805	115.1014809262706	115.53926610440249	116.63641403772635	106.80577556951903	92.64335275936173	123.12958236719714	120.60405451396946	147.45792596094543	94.28232201182982	56.83433747323579	129.22831912676338	123.81170408357866	141.80067873676307	149.33225500083063	107.38880986406002	104.54805373220006	107.23480485810433	138.30604834703263	93.58978931902675	114.86552842489618	107.61599286471028	115.09262375661638	120.84281590837054	128.41699549811892	139.66391450201627	
P32238	126.92232963163406	129.8873450717074	141.6218359352497	117.94724436123943	155.62468084110878	127.16180937981699	117.15281418379163	136.85913289152086	122.2698543210281	126.08273209712934	132.14321138022933	136.329304148152	108.66047910816269	86.25885192316491	125.26577646113583	145.8186393333308	137.73143323953263	119.88212675106479	127.52827004226856	116.8423897724715	161.49655740358867	128.1317128543451	140.3587588420487	135.66275804443285	133.47575696861895	153.89744417951442	118.78395196504425	118.86382171337027	119.6045156486216	138.16031470894814	131.13562259153696	109.96397815385717	139.31520792091032	134.17754558347224	148.2685397778696	156.6504644571105	130.7174269009265	117.25640821285197	133.62759875506163	178.4357633747568	118.97542709077243	0.0	125.35237177606905	134.52583222970134	141.66636681588716	134.8196791128139	128.68666682159528	137.63193289382616	119.94535746338079	136.9541380250448	117.44211920553062	130.97404906876181	127.19098841404775	145.9864409158472	146.86867488536518	131.71071587101324	144.0013330496149	125.89773103980406	133.64754884364083	108.05140885042783	118.95701958192512	122.5804045725672	138.9572910424904	119.58533732130309	126.58478306856705	140.58549927652348	126.80213016888592	140.2201978751691	158.32854529921315	134.2320801023161	121.09250218333909	118.8734389047022	123.33479702554177	125.41099503595615	124.67120380309643	130.46111217141151	157.0129932986456	127.54362106922781	119.04589278894127	137.81712528318167	139.74212067655753	146.2466865463648	156.40994533954654	119.74957076180726	123.85168219258776	119.92812886286993	151.31673562643118	107.38183152902639	127.24577847895853	133.4607544784667	128.715790513088	121.09999204566702	141.40069309738465	159.3880441635847	
Q14831	119.10968605434755	121.49639873101842	137.31879551624297	106.72178326614812	156.91081594879506	115.02034950460074	92.6950817789184	126.14591231307713	114.04548243206227	113.40865490928991	112.20402375195408	122.67617889575195	87.48103570390958	107.68128536472796	115.35007905997918	132.6154997437552	132.44439930730732	109.26328389823902	121.74257974670036	108.84129636560101	144.57435757265193	125.35398534042179	134.00524803355802	124.09028146130731	111.21925942816597	135.12824646470835	97.56571868684841	103.38745215366362	102.94266742211767	122.46695055841701	136.66541685222182	94.8007310377725	91.56829807779286	114.27366583693947	126.32954065033118	150.82933690497885	124.67825275845826	90.87436708723544	114.12235314567806	164.9325810171722	93.4844177280902	125.35237177606905	0.0	121.82574850064702	133.00316001355532	134.2654733073432	125.71408582484582	122.36203741130885	114.14935456367675	82.23873599462968	111.36289084619784	120.13434235595196	78.48588797112461	146.14287014392903	82.80481908394722	132.96676304144785	129.7867269779672	119.78077620307158	85.78390206879703	90.30665596867038	109.60478530119872	112.7593498492788	125.2318697773153	117.39313661752385	109.01071655447595	132.4041405019234	115.92191064747749	139.5504405211541	147.03307025515824	117.80676054634387	107.66562133328989	119.36695902701467	117.99781195557443	97.325611911132	120.19558865623549	128.05899798538303	154.804480445222	107.60417729394976	86.9186955326877	131.60410767892608	128.14782981824828	136.88436536694644	156.6198057225556	105.98355478508165	110.60420535109006	109.80261409113882	141.82278182910522	92.5891339519294	118.81664349687344	123.05470227758633	114.67127263714792	120.56187489099102	135.11132802878274	146.0398843358853	
P35346	136.4489216217189	133.6703853883082	135.72960562069784	110.7580996208344	162.81349909637356	126.23528589581838	108.12344264716376	125.12010843044845	117.41025510203326	125.92905131640146	126.83127469808096	79.13752226741053	103.35998940374702	117.92854154255474	120.74960653178277	143.47135255040484	140.9095015358762	118.9521187414648	139.35106164769968	116.21496633905917	152.16229022847256	127.49884627820575	133.78096663288306	137.16823547397507	127.7485414355906	138.48853175266413	114.17008439399069	106.4599023903138	77.5821199537022	84.42865130194696	144.98089602973778	108.49020813361858	135.77078680426348	128.0057128235494	133.01066263832035	159.1603742094594	125.25177501968574	105.8631832760002	120.05800443753833	177.80650712471106	119.73955538700102	134.52583222970134	121.82574850064702	0.0	141.6603274155932	136.2155025228858	132.72425077325897	140.62108161207289	132.22662143141497	127.37853908415127	118.49919514245994	126.41730635014392	118.28971508797258	151.83687064022524	144.48889527010033	130.4393146345974	129.81616622110596	124.6360750663589	125.28825715818675	104.4181402465183	117.65907780750422	117.8482062513649	128.27037163206842	118.28449422834092	123.61446881806478	142.74082352645928	127.23564368934603	152.87633640592685	160.27456866702414	120.42449259577552	120.45151885529049	130.53993504913524	117.54478810314322	120.61906130309217	132.78977125359233	137.53130393027095	150.4906431356212	114.85875820810907	119.53195961858728	137.7678708867752	139.63261529564625	140.5532621788443	157.69469511305215	109.47179828485241	115.46717689023353	112.94196667912183	152.4935403415584	106.89252676710021	125.72461422208289	135.8119253863697	115.97355518158292	121.81581599108176	124.98705268005142	153.34777841117466	
Q9H244	143.96132978159585	128.79901947724284	136.3926499838126	124.17137898243527	163.11523308846517	116.5918357084447	123.25396865533548	129.57090581415105	123.03950277765398	133.5562007216795	128.04421271334286	145.97252441445016	110.21280931754154	132.60782464509248	136.41933434951352	159.43187713751104	127.6643228517787	136.10327052205685	119.02833502282738	121.3469741763256	153.00338658076362	132.05439902242506	151.03481103482773	143.29393094187253	126.75979780663329	147.09766438041697	129.83607274209498	124.99534970839159	135.26832079412998	149.89175560561125	127.16793546426925	120.70717190607684	144.03929973198683	134.46494010872266	144.93467968836194	162.39956192360842	126.24312809217372	118.2739496351569	138.35863355870242	171.36778769700322	128.83456209782162	141.66636681588716	133.00316001355532	141.6603274155932	0.0	149.90968677730416	139.65499564012862	136.3594262644474	127.78925118563347	135.75139395573933	132.0503531887225	142.34589197226887	135.8756583771028	149.18744156576577	150.09134863168583	141.75972833155538	138.21661075440352	131.35773803647317	134.254866225383	120.83442250553344	122.12341076726443	129.85446535947267	137.99647524495958	133.37067463813582	138.62345379017643	144.17157581812353	117.31842037735623	165.4280894571857	167.92792066396214	138.1524664776225	136.27451885156916	120.36914462453569	122.14276003025589	123.78531775981537	118.34428379204473	144.94232195868972	161.45490489606163	128.8693966261053	123.45212094695307	144.361209853756	143.90095079728053	144.03927595019923	164.74027529268642	117.48548974070582	123.75543549811118	126.33133145052125	144.8358891242824	114.20842259316123	128.7913934839744	138.17897669735248	133.59849080469576	133.64432120058336	153.78549037119956	156.2998153460503	
P37288	130.96315891720587	139.04963705525734	149.6573052269814	128.97684973748255	175.01151089702034	136.6141280788579	121.09997675695922	150.9010152510018	127.6154635452549	134.9164164797985	143.14512500242563	145.48584048752673	117.28042972355615	133.64820566022536	130.1338393803162	153.6072726457205	144.71358424791833	130.94774883950595	146.87550983630354	131.39870672184043	158.59461245819693	144.38606049315422	140.24139679025393	147.64309077820508	139.73793760307308	150.72913290496217	132.24634671292733	131.54868026537588	133.60675018990878	141.07950768462615	143.56974076817278	124.38584091965458	143.39921961375512	139.04960929816298	151.6514197171491	169.07525272044586	146.41207855078392	126.5374532097776	131.19010731991148	186.58177937366418	129.55321355332853	134.8196791128139	134.2654733073432	136.2155025228858	149.90968677730416	0.0	136.56527799117612	152.0472352129873	133.1543868079316	141.61203377081256	120.30697769367544	135.90991084306006	131.35689680615906	150.08255822322099	148.95928914804244	144.32246901030885	147.46763033774914	135.22376125289884	133.23248072125716	122.75064136962465	138.18301325821085	130.5878306295781	145.27768141194247	132.76128498019534	144.31129463994876	147.3082551098778	139.7170699153212	152.08714923082152	168.50398522711475	143.33837264816975	135.1173561961623	135.5445830420358	138.42136940645287	138.3369498939719	145.23329255031422	141.40295361768221	157.54722605959978	140.40499449812341	130.73921735832118	135.08189489046345	152.93378686899086	158.20834057830507	165.71663398476085	127.12859868892701	136.6998912366107	130.19551551766926	151.31855231226655	118.35607092862483	136.7319764522981	137.81088098039618	133.3052019632305	129.64283441699808	148.95232528162887	159.95831827883376	
