	Q15391	P35462	P08588	Q14416	P28222	P30939	P28566	P21917	P25021	P28223	P21728	P25024	Q15077	P43119	P21731	P25105	Q14831	P30542	O60883	P43657	P08912	P25100	P48039	Q13258	P14416	P24530	P35372	P43116	P43088	Q9H3N8	P29274	P47900	P41231	P43115	P41145	P08172	P11229	P34995	Q9UBS5	P18825	P18089	P32745	Q8NFJ5	P30874	P47898	P25101	P32239	P35346	P08913	P0DMS8	Q9Y271	Q99677	P37288	P51582	O15303	Q5T6X5	Q14832	Q14833	Q13255	P35368	P20309	P30872	P34969	Q9H244	P35348	P41594	P07550	P35367	Q9NPC1	P50406	P08908	Q15722	P28221	P13945	P34981	P29275	P08173	P30556	Q9Y5N1	P32238	Q13639	P51681	O00222	P21918	P28335	Q9NS75	P41595	P30518	Q8TDS4	P08100	Q96G91	P41143	O95665	P21554
P35372	0.3234154664712657	0.48120689060535504	0.4032695738669501	0.3993842974032914	0.40903809380012013	0.4722669394815543	0.37041124227942734	0.3217216897998151	0.38228504639417826	0.41527288508469073	0.4243850590091519	0.29154658752121765	0.3066669216554287	0.310811502217164	0.38522235621089895	0.21005956291089958	0.3726578618874725	0.27115659447299933	0.25772922960143263	0.20840900062007153	0.37312148360336567	0.44066690958801386	0.3351444504135143	0.3372793473564757	0.483294406564021	0.29286035291665324	1.0	0.33218791754203597	0.30661094335617556	0.2804355954304185	0.34550890691595637	0.30776027356089525	0.31749328371512275	0.34511069385062654	0.6437738271838631	0.5233606280301115	0.41970302067347875	0.34110909163813086	0.4234162229812014	0.4268921348684342	0.4066699011937679	0.32855841072696185	0.19748108923276614	0.3724715542205472	0.44480228765848706	0.27425233650846587	0.3510407604023186	0.3308044328736581	0.4377957533672352	0.2559808660286583	0.2663679715986941	0.04045252464897913	0.23654177252361008	0.3321940081527236	0.3207926457099585	0.3127420383524192	0.3363057363781944	0.31331341098493004	0.32403667753207255	0.36858393770904974	0.34110621677478115	0.3140690809893712	0.3690054195328414	0.377650639725665	0.3240187451709745	0.3534147350368211	0.46155976758826556	0.3441312923047155	0.25908444317781576	0.30948883513619774	0.41362705352010753	0.32868189693284144	0.4595146151909345	0.33748784649420827	0.3620705333773973	0.39700757881241544	0.4527579154585198	0.3386473576892526	0.4107473377378855	0.2610262854902013	0.3278392190929494	0.2988736586867349	0.3008861354471509	0.42859948464659503	0.29741584979185676	0.20929253250338614	0.432826178608684	0.33010755991930113	0.2985675911013383	0.39722957436769923	0.3120131103059599	0.6471035225450203	0.38224499333103734	0.43507826612707035	
P43116	0.35610600451212526	0.27602274397145854	0.3586437271055596	0.2713646649508101	0.3325474425889403	0.4273146687268978	0.31839404111371683	0.3008247132081352	0.3920256446165024	0.28012533068466017	0.3131474558477206	0.3898451411802565	0.3076742573476284	0.38379939513252626	0.4834680878080826	0.24889176655135697	0.32992325967067426	0.29559362030008385	0.21702737004451547	0.3403444204680238	0.3440797528119075	0.28772044200615926	0.3338278668585176	0.5426366238519431	0.28034888413785464	0.33612974734386986	0.33218791754203597	1.0	0.4338298552894968	0.30513188345291764	0.3426904081269252	0.2892167998284282	0.29809291752046996	0.4727025056527787	0.3251404036527003	0.3585145653870365	0.36831130005051993	0.5098632367929694	0.37882703708029064	0.2880888376659747	0.28134895452051334	0.34615277040919123	0.2707279858648419	0.38512074601464247	0.2947027324266963	0.3292089607420158	0.2596214008181836	0.3960061864976959	0.298335198763585	0.27187798664466767	0.33693925241724093	0.27597140972689527	0.3411103225721563	0.30794396525661727	0.28214695503482595	0.3240936520011176	0.25974107944659347	0.26792516905866604	0.31211237498993005	0.31404063465144605	0.30912162503732155	0.3264472762836514	0.3285744352168195	0.3071908400456832	0.25497223556568116	0.2938962462348426	0.4131164501576261	0.3000376952755269	0.3723458277760364	0.4329756444408351	0.2694885248851906	0.384302001233008	0.3715304302876282	0.34906596166356674	0.36389080099260707	0.3763491240488399	0.2874796416988776	0.3337704350498808	0.3594080668337215	0.2864975660482164	0.33528610706445905	0.36481254063184765	0.27434498880518743	0.29135524595586276	0.2795399253709037	0.3874875316285671	0.3271985759645927	0.3113999570831302	0.39035113988023895	0.2909896003036534	0.28237046134432264	0.3689892531051527	0.20069259843177945	0.334130125418432	
P43088	0.3147038110919018	0.27817289031688347	0.2658637558242243	0.23250009921877635	0.3268417179864345	0.3828991807256919	0.3099809604911568	0.2870700963081635	0.3291141796691375	0.3030189591648589	0.29012295284731776	0.323499194035055	0.3078732013476019	0.33801854285500604	0.45429049254155734	0.3012214021992411	0.2437948525642341	0.2261781799209476	0.213585451824861	0.3544951945033311	0.39837182938188354	0.2841808404820951	0.28815635801166056	0.3152014594380811	0.26641024213593006	0.22141861346682884	0.30661094335617556	0.4338298552894968	1.0	0.27104838136875736	0.2463857424884736	0.2735739063291163	0.24398403429389964	0.42323026581472045	0.34409687482316564	0.3585078989470537	0.33992661727488876	0.5174204291222151	0.35247894239116123	0.30978266877835775	0.31897644585998786	0.2682734870913545	0.3082658726853507	0.2972741056557784	0.3108119877168771	0.39302478346910763	0.32856958857434193	0.30390034723307735	0.32455845310474885	0.3186837738207854	0.3119777076478653	0.3085216642307844	0.3811039506268039	0.24252907501839835	0.21975194857819222	0.3086001736927201	0.2494674810257054	0.22474915018833794	0.24641751622367078	0.33807102153486535	0.3928237664261709	0.3130604881437764	0.271164327018921	0.26568984913767674	0.3165719704367592	0.26169738965854106	0.3140865713998193	0.36363625976642755	0.3669503739312113	0.2813233913368036	0.29255094389997205	0.4265505263396032	0.3105944873501917	0.3174934361959237	0.36839256690599503	0.24688541616532436	0.2839233418070147	0.4089691665169214	0.3099867024907628	0.32312314838863376	0.34194086907062815	0.29135362703084533	0.2120956927006608	0.2912879938470825	0.3207296332874954	0.3257280596670501	0.3071099355561307	0.2846520285434347	0.32131969082278755	0.3261168992387162	0.2609640788333242	0.33700950111766376	0.30735083217294035	0.25895465134818446	
Q9H3N8	0.3831908038853752	0.33382338244520826	0.2577291414104776	0.3319427776688333	0.310860940283121	0.4334759937655007	0.3431902232213184	0.2914396634444008	0.3709991551556312	0.2952396691909503	0.3438761086291056	0.4045749943498362	0.2912454954136201	0.28912538587189984	0.4085913532969578	0.22994843585580244	0.3400639195988196	0.33246617029539594	0.317984432498825	0.27782521748238587	0.33559870106947753	0.2798442189114661	0.36249552090616544	0.3664603560411524	0.26461019903560873	0.23791572963991567	0.2804355954304185	0.30513188345291764	0.27104838136875736	1.0	0.29880177204360786	0.24398222612100984	0.3148808765337625	0.339190851897365	0.3944883998234467	0.4060786006650909	0.33647660718146066	0.41547369051481453	0.3310024210579074	0.30288196487083513	0.35701645292132705	0.3540299316030143	0.27834582317379475	0.4076253098788295	0.3246031340677865	0.2366948826110306	0.30428472209221397	0.3471743219744456	0.36603034527936884	0.2603307106224421	0.3365776194106606	0.19901002006911367	0.2462460606093796	0.36231804595409495	0.3201842088684597	0.21365186111817713	0.2229407954503189	0.2819660483083531	0.2635039656975349	0.33662543333961514	0.29956634991414927	0.32533434410555817	0.36281841583834923	0.3277291558533738	0.3248830450804749	0.2923911214943973	0.3293666290518692	0.3559198274842164	0.2874473586660514	0.3122901957611381	0.3386819960121895	0.37732627068470403	0.37519514726142206	0.3456539803334363	0.3178288732615575	0.3899407857855372	0.3203026165941201	0.3309990513026186	0.4240440698822373	0.21712481280388743	0.3211411520303532	0.3072516628712688	0.2699100601171621	0.33036519498940287	0.22712769259673338	0.3464603564362516	0.33242914626764286	0.2941714262324041	0.3314672426178365	0.27040576739221395	0.28352649647822353	0.3713798468248618	0.26140125257680663	0.2980525274870019	
P29274	0.36975617425020424	0.38023496343957947	0.3417624325885915	0.3594484793277962	0.40319630333904277	0.3882383364316487	0.34997059773190453	0.2913719487887928	0.41196366657122685	0.3533436434328543	0.4457652696988279	0.3992233714781435	0.3595716356376021	0.36601871369257666	0.40729301835022735	0.23529325894319436	0.2493714749830985	0.4674736380520294	0.34308568006235507	0.3180835352169036	0.3063364331200289	0.34813523386449896	0.3257119703891901	0.38639117279023566	0.42696517549741286	0.3711881765081968	0.34550890691595637	0.3426904081269252	0.2463857424884736	0.29880177204360786	0.9999999999999999	0.37230172011068197	0.32597213064316954	0.3274587621449482	0.4101578583647693	0.40693559401260926	0.363634965277265	0.35542305495538706	0.3362603335701496	0.41438731598533163	0.41426031743053254	0.32236432144369787	0.2759763055577503	0.373666209485747	0.29140687196681186	0.33796447408528285	0.3312524086138497	0.3520456296865238	0.4244357961533797	0.2314198186982429	0.31837814158523875	0.2717730416441718	0.2108047894270392	0.30123795739220366	0.24437770876444362	0.31526868984388157	0.3458969573905582	0.30749448698702664	0.3363619618812821	0.37551919777950626	0.30366468818115105	0.3789653318937583	0.39045311050872455	0.4005019145539912	0.3399774202405602	0.3617481843654478	0.41619253382936106	0.3396202719973265	0.28906197381523	0.3691763213847499	0.36687031584902685	0.2954544202259541	0.479632340353604	0.3823440515054463	0.32815375813089853	0.6381850826385203	0.2952057807789717	0.3175731198713596	0.42030535895609766	0.27773985127082224	0.3330373154959361	0.3607501410347602	0.2095001006684725	0.3805952169216175	0.3753648572212739	0.2887061420365171	0.22874128433572072	0.3133454139850797	0.36029181161489165	0.38579471953212163	0.2543617587385868	0.43117838225238003	0.3183539914604248	0.4314208419340244	
P47900	0.4000832766752541	0.2722596899866439	0.30205180467458137	0.3269580929447139	0.2773636142505903	0.36121600848988694	0.24034115452596796	0.26622218086853056	0.29446567661624035	0.2220124072611318	0.304493917912936	0.3304710764541935	0.49784151575509294	0.2750260748521647	0.4163993288513657	0.3621655435472548	0.2754051565710773	0.33188840517647294	0.2261275547184114	0.3661822679340439	0.33486352349580945	0.35943206187500265	0.35712326237371356	0.359208196810594	0.35697266941470857	0.36956421821057306	0.30776027356089525	0.2892167998284282	0.2735739063291163	0.24398222612100984	0.37230172011068197	1.0	0.46197274666968097	0.23993810745018612	0.2929935141468556	0.3366708695755715	0.33420670273683484	0.36163274632573844	0.3474596200429697	0.29063506207760015	0.31257890309357855	0.2644444355520036	0.2727473005916767	0.2552750529136149	0.2139350518488606	0.33293217390225	0.33074817768889625	0.3127488808940736	0.30630437847890635	0.3353741619333568	0.3585361849737725	0.4062052828634251	0.28689086715017825	0.39568192140516567	0.2861834694532055	0.32887737797946437	0.2627536468013144	0.29513563484124805	0.3113266741197194	0.3602755973485392	0.2912914284249648	0.3201814547971688	0.35408166601073554	0.43835106509059985	0.3064823981897253	0.31660785163771377	0.3496207598551355	0.3683741038500367	0.3248226744436556	0.34491429890734904	0.2810719352798567	0.3482990296280869	0.3185599174480974	0.29146571353481715	0.2933493946618352	0.3635038426981266	0.24569512209587335	0.33842618907370614	0.32208216988747307	0.32957752753283237	0.25438098519622054	0.34239630023910217	0.22601601813793476	0.26054309044883806	0.31879761484909463	0.3782881355686849	0.3144381669427339	0.3157697506679521	0.27343514083180154	0.3838051836580453	0.2693834037270873	0.33398498512221286	0.24902815454242477	0.28972666383389484	
P41231	0.46463316631982754	0.2608056808081088	0.3333801149210805	0.33769259146847	0.2524517068532013	0.3736925951374767	0.25535558001470215	0.2670389257034284	0.37890583182076704	0.23561980179736364	0.2814006398226447	0.41938316779171697	0.7119721983396317	0.36841692812702465	0.4294986905620208	0.3823956375077138	0.30952050483520116	0.3474386775612905	0.2635517402891542	0.3889085832517049	0.3415974123079403	0.32729421206562853	0.33602231165496943	0.332207240721267	0.24800776789995896	0.3642952653176239	0.31749328371512275	0.29809291752046996	0.24398403429389964	0.3148808765337625	0.32597213064316954	0.46197274666968097	1.0	0.24619684966441668	0.3160048397099262	0.35149872564061263	0.3279055253720448	0.44639651436967565	0.34410820373826373	0.3142787178506295	0.3204979611312132	0.23048695774435918	0.2746117203756518	0.26130221761445294	0.2488146337289983	0.3460606567596164	0.35666317297571004	0.23578080144240154	0.33230060686697854	0.31117467046463243	0.4190577120689437	0.43930034969557663	0.29338913880815387	0.660867631251184	0.2980656506507979	0.3346519187037714	0.2691788068884041	0.33625082209751656	0.35578130414298936	0.3743336818797307	0.3691476562788721	0.24494670150851391	0.29756843566378444	0.45241817854940014	0.35888726291037587	0.3131039356615435	0.30750520028805217	0.36779194787356634	0.37231139321123485	0.2667966119310534	0.2843020893100235	0.42119362226244006	0.30815205410441693	0.3254751678471014	0.3555412835006969	0.42987790629001643	0.20864034778029394	0.31885654050592444	0.29436449681658566	0.4108334981754694	0.22814877709540943	0.32796632014936034	0.23797939039558394	0.2408130051077588	0.262327851422774	0.4227865067355845	0.3259544822340952	0.37862647843950215	0.2420961313715429	0.32116402830287916	0.2566012353014396	0.36844852704291003	0.3024675587795577	0.2698859837660611	
P43115	0.35552922574843915	0.41618847529197284	0.2901724796892783	0.3240564586260816	0.41448249950143534	0.4607454325572084	0.30965419990864174	0.3133834044670439	0.30855566101248105	0.36648134478148375	0.44100277208916916	0.2744547879045148	0.2719422578896535	0.3501339388164667	0.514522735793477	0.27087177927766937	0.31810251839628545	0.38019575552483176	0.37233533798895996	0.25925065606073716	0.37871371214215266	0.3579155247387368	0.3456696191285842	0.414002239240701	0.3886539121591725	0.2870289895605038	0.34511069385062654	0.4727025056527787	0.42323026581472045	0.339190851897365	0.3274587621449482	0.23993810745018612	0.24619684966441668	1.0	0.3953472360671512	0.4622829389772417	0.407002911364765	0.6321448743724678	0.41159123649019874	0.40601750698855604	0.4399883358243096	0.4000750719700219	0.2771946141305003	0.443515316741623	0.380566751592632	0.3375747374750941	0.3182040093311142	0.41485834766514584	0.42881947525216785	0.2937131682237581	0.3013208695700734	0.19287486747860122	0.39139297924884087	0.38220833997964565	0.29318263595583616	0.30401334778503264	0.3112202076792756	0.33373810214572175	0.3267861201419027	0.43931939429308964	0.30763206837759827	0.3663710065595666	0.3719543252450915	0.35750303909207704	0.35987223895473475	0.3590357426626648	0.4231955907297871	0.36866287701790146	0.37030910185424815	0.3295817306207907	0.3525892784817813	0.4276833076091822	0.4859864313377035	0.3890476575680713	0.35759167151912125	0.38966368638061155	0.437214905728575	0.4110113681250406	0.41257874859323473	0.3201041297505704	0.35728885814283684	0.3150734593137039	0.2462998188749672	0.40285237198791823	0.3318095451561146	0.20354552577421958	0.32217616989978765	0.26649931420317874	0.44602171064445023	0.3404472779528115	0.3083395472463652	0.40328656020490605	0.31376262470425215	0.36168488885982475	
P41145	0.3569416092343378	0.483930836994781	0.4091884372564818	0.41754519337410967	0.49868926900994515	0.4879619596522229	0.4319447102168493	0.33293270855984636	0.3983791041955795	0.4551405157598105	0.49505607273812624	0.3291281111600815	0.32080062423686495	0.2960173682511169	0.4128103172893883	0.28311488706840526	0.34851153932295675	0.39928619240216706	0.32847035282559156	0.2393982080167657	0.40313192514217483	0.3919725794859438	0.3272458367652236	0.37501177932280805	0.44079434778488624	0.34887268302653335	0.6437738271838631	0.3251404036527003	0.34409687482316564	0.3944883998234467	0.4101578583647693	0.2929935141468556	0.3160048397099262	0.3953472360671512	1.0	0.5580042838207016	0.4585393705334929	0.41451066210298343	0.5327568041779009	0.44848862352332497	0.443989559646497	0.39723956778400205	0.20598776396139595	0.4642639780353232	0.34565311522866327	0.34513698245598334	0.3944724080198436	0.41015953039139963	0.43448255038714456	0.2787135755969773	0.3341932955893441	0.24648612357823305	0.3584361021181298	0.2750596563490194	0.359597990685505	0.28741130448454716	0.3242489042543614	0.33096573786271	0.38113792013757486	0.43967051488312536	0.40728801982189	0.41901722335549774	0.49468532801488224	0.3207830310524784	0.3907236555489203	0.4243032442940808	0.4907755029622315	0.41211109919332367	0.31445862854330153	0.3721984300968243	0.43101342289698463	0.3892385274870808	0.5558412103647974	0.39322605283876544	0.4218176672038446	0.46574147992303405	0.39778093933802083	0.3855478033182432	0.45918149124380625	0.3499035955493177	0.38488299016285077	0.3819706616094626	0.3021763580856206	0.46626671402740777	0.4240312431437079	0.2661742785773228	0.39481702072737457	0.3107511761739382	0.32491843827621986	0.42864129208924706	0.34017970595502134	0.7507129042078149	0.36172462062166155	0.4635642590354882	
P08172	0.4263361986184181	0.5254810086026988	0.4088039375867049	0.5435000790316633	0.5373502793605155	0.6329669102086298	0.5706538332767233	0.3896702201980064	0.4288292861634619	0.47033410363690115	0.5116434388997299	0.36710384117617584	0.3360392540199133	0.39183237403399	0.5323892829566209	0.31981676768630046	0.5102846897467639	0.41534030101241415	0.4248419360191603	0.3537766874069723	0.6342726850986313	0.477170159151629	0.4654355043108755	0.40208688633801043	0.5004092100991908	0.3336544367170573	0.5233606280301115	0.3585145653870365	0.3585078989470537	0.4060786006650909	0.40693559401260926	0.3366708695755715	0.35149872564061263	0.4622829389772417	0.5580042838207016	0.9999999999999998	0.6275218777587797	0.4427976145675518	0.5731599488386987	0.4576508168205571	0.4911306108206054	0.4017732086826704	0.31044181422417194	0.450983393178686	0.4806433543331613	0.3156849133837316	0.4416745491384958	0.4227966767360718	0.4844235626965697	0.3267032880364901	0.3592159191023709	0.3406754466177874	0.4013750749051559	0.4097984625284554	0.500617751647662	0.38574682486524337	0.4946415504048588	0.4800061943451918	0.4511630962485762	0.5176267307082592	0.6429421769089823	0.41449148837897654	0.4269723742006369	0.3943594460565405	0.4837511028139934	0.5131492619233473	0.5649068831020327	0.5262678564217788	0.30451689482650546	0.4415733764034324	0.4716689231158324	0.3816622790120379	0.5469902333551278	0.4177904600900367	0.4125591807303977	0.38232227518501766	0.5979133738144331	0.5235990890020229	0.5737837444264	0.3493421429775376	0.4263359645611413	0.3335569314638847	0.38106220920980094	0.45930132271321433	0.4718729089505814	0.30066829775970755	0.4314713769783978	0.46214920570045925	0.3687099748386118	0.4551811653575514	0.3043601753095323	0.5443240597766549	0.4428780659110867	0.46698059445761597	
P11229	0.35797897389791977	0.4613091171980296	0.35189579589290126	0.5129676326416943	0.4227059179855641	0.4629266898847284	0.5339325992785757	0.4154953843613247	0.43315028998510147	0.5220328963664388	0.6014362340375428	0.26457272920916003	0.3227266022911635	0.4045478462491724	0.4685478072239643	0.2853528907292689	0.4716904786823284	0.4575351195117668	0.3492987331561333	0.30806403834802865	0.6014821484974116	0.42372207388439814	0.30388936220202484	0.38816285986232146	0.45443603160080226	0.35304443714866207	0.41970302067347875	0.36831130005051993	0.33992661727488876	0.33647660718146066	0.363634965277265	0.33420670273683484	0.3279055253720448	0.407002911364765	0.4585393705334929	0.6275218777587797	0.9999999999999999	0.35977980439682156	0.5054689248407016	0.3705418412765607	0.3853378593155553	0.3860985995808801	0.2739173432568559	0.4061791382105911	0.5173020510411177	0.2734019739831785	0.5109587148129309	0.4199290009470994	0.39226164113167344	0.28561161076491925	0.28950364795728367	0.2633439287370592	0.35850300392116724	0.27952659264565755	0.3899675856844913	0.3629922410039287	0.5072517910981755	0.5177956061457596	0.585417157180695	0.4692626094476679	0.6000954493535616	0.35336439723712676	0.4085206637461463	0.33819501431021876	0.40227171471056367	0.6764223943811463	0.45428321362164037	0.5002863666934254	0.27707401268178555	0.41304267434628966	0.5119923359992378	0.35663467797954074	0.45286086081288035	0.3379409274430417	0.40916434575740557	0.38267361222835644	0.5276784256393536	0.44308473901351564	0.6360599508422853	0.3974256987543717	0.4116393868796123	0.303320196767244	0.33982910154965495	0.4861539555249236	0.45626063045144494	0.3330362220289377	0.3834252478428303	0.37244329873596754	0.2679210795262934	0.4323330851670563	0.27578974771085096	0.4358796815170568	0.5575552273807456	0.45379911785534494	
P34995	0.3754649406102882	0.3363763530914007	0.3896234726220261	0.2660714696922606	0.35621023458894735	0.43931281428924285	0.3029699241568217	0.3355605030978534	0.3599327032139674	0.31989089995908365	0.3658607113740043	0.40544372243468474	0.43394188520127613	0.3782025960787003	0.5458688763007603	0.3229528086681114	0.27250433035354305	0.3632304942076766	0.2783542593080037	0.42136257864917165	0.42028314371764436	0.4026239040974732	0.3691482510578159	0.46326407394408886	0.32137164303136634	0.3961592450415696	0.34110909163813086	0.5098632367929694	0.5174204291222151	0.41547369051481453	0.35542305495538706	0.36163274632573844	0.44639651436967565	0.6321448743724678	0.41451066210298343	0.4427976145675518	0.35977980439682156	1.0	0.3558477025775558	0.3429898404310955	0.3727863703198693	0.4010136677415427	0.3232687705829714	0.40860731208701007	0.2597290033003281	0.44161696038621506	0.3384685518645727	0.390723503233615	0.3728205932907973	0.329773558024107	0.40687431120770967	0.35480116103604853	0.36833936299289727	0.38215312549538893	0.2618148272622073	0.31663582065375967	0.19700306579914323	0.23777645645510254	0.2827363574144414	0.4091425075326647	0.3904427326591092	0.38719723816791574	0.3101894822922084	0.347888819631141	0.4181244255102212	0.2632576851932976	0.4483697241758807	0.45829267186863204	0.4854985597104221	0.3192080776283465	0.29970329562944564	0.49898444675567577	0.42003734895654576	0.4061389526581398	0.4006597758887397	0.41100906330812914	0.2631397407259149	0.45768604526115086	0.3578718286176819	0.3892434123921744	0.38533669411851945	0.32958402114841007	0.25236246135997875	0.3368512679919857	0.32083004061283527	0.393883342252303	0.38846896108766726	0.333508565467178	0.36896576192860797	0.38902839041998377	0.3444488220932809	0.40874026522096013	0.30314925624604394	0.342511498811801	
Q9UBS5	0.38099150639158597	0.47482934160385526	0.35490051467480266	0.5575575843584402	0.44203149526913055	0.5304347146123016	0.512024636021107	0.348147481856399	0.37005527716991216	0.41413577073963886	0.5035425277756611	0.2440322441558313	0.3049221746701951	0.31068310130961035	0.4288282015927104	0.32086364632595776	0.5156093423697736	0.41257808767961085	0.3982935155089326	0.3008526200678847	0.39605289457477133	0.32252442639201506	0.363813502476402	0.3570802974210535	0.45655575515302094	0.29033241205646143	0.4234162229812014	0.37882703708029064	0.35247894239116123	0.3310024210579074	0.3362603335701496	0.3474596200429697	0.34410820373826373	0.41159123649019874	0.5327568041779009	0.5731599488386987	0.5054689248407016	0.3558477025775558	0.9999999999999999	0.3848658868056265	0.42610807431475867	0.4220081346995339	0.28105493353328415	0.4443299956963306	0.447727065115784	0.3230216372490643	0.4194596009913071	0.41697799329721713	0.385375872373113	0.3259377496027894	0.30443794105929495	0.29760664309915896	0.41478350967150085	0.2941384888700599	0.4661367010359787	0.3559477999864099	0.5098123094659701	0.48336709901656427	0.5035203952443313	0.38792956920090216	0.41544773232353716	0.435012720881631	0.4238003107900267	0.32639247486341827	0.34620617603429654	0.5498108804552004	0.40305367436449113	0.3714323018656291	0.33427044679565066	0.4232176766975524	0.49384118597201176	0.33593297687595125	0.49406592518166365	0.33030215640530947	0.3284094839455597	0.3735160948869514	0.445259270422526	0.3426995925390514	0.5794520394492968	0.3307821664169408	0.37425447520379695	0.3273730541508706	0.38175383422082465	0.43093272351650885	0.4181663963745881	0.28550640571144614	0.3280945409562337	0.3466062193898616	0.2717206403616783	0.42152552358090223	0.2814489323823488	0.487165457052398	0.4237661681081287	0.5037200078355435	
P18825	0.311083298547635	0.4726992982289141	0.5306700265559666	0.41480099094650413	0.4508066255857122	0.4538324765631349	0.43414264115830514	0.31286030947092625	0.29522281624192415	0.34935144060162804	0.4443537546228524	0.24488924431408976	0.2663046678431765	0.25322514401899276	0.41724853833925446	0.2599914604082384	0.3551208465227934	0.34246121121783313	0.24645141369963436	0.2899714844151569	0.2964127950290331	0.5629561628103881	0.3233299661647022	0.28810961716201267	0.4546158507629926	0.31590179684667874	0.4268921348684342	0.2880888376659747	0.30978266877835775	0.30288196487083513	0.41438731598533163	0.29063506207760015	0.3142787178506295	0.40601750698855604	0.44848862352332497	0.4576508168205571	0.3705418412765607	0.3429898404310955	0.3848658868056265	1.0	0.7755943178384015	0.31111732481815846	0.2647066293294892	0.3736073493651748	0.35912330949545285	0.31947399827485473	0.3266095285806951	0.3942758121234864	0.7637896027505819	0.259744457594981	0.25005818190219087	0.2114310180071351	0.2841560006556677	0.28611740324720125	0.2508161727386101	0.22627714247544406	0.35397614553060863	0.3688779864652074	0.3297422099107927	0.6393226421275017	0.29717125840467395	0.36416285784878144	0.39072756584189994	0.2932138865135056	0.589141577688158	0.37287909521256796	0.5276225296186352	0.32716959281985436	0.2600078997936336	0.33307402339572073	0.43491436033227315	0.2667568758661491	0.5231678377562313	0.577430360247724	0.31059241218026123	0.35676367906268736	0.3259987597895786	0.3492137193965264	0.42196503379430056	0.22233580793427937	0.39233477087618096	0.20700352213266385	0.2786985964523716	0.3370191282357543	0.3830850693429666	0.2639736708656172	0.34773846348709214	0.28218648218813536	0.30610781956309374	0.2635244302969081	0.22457435072897322	0.44204659714412387	0.3564926510315242	0.42835313247709034	
P18089	0.3078728245115761	0.4321901727797125	0.5685166432591453	0.4347876148318467	0.4922256025004162	0.4381867848872051	0.43257732494573076	0.34014955861470786	0.3477201284474485	0.40545837500306203	0.44942534629949127	0.2741892250953222	0.2880536693079186	0.30259298519551775	0.44491390107545087	0.2772735633895007	0.3492349404110521	0.4123634971814827	0.2531574920322664	0.29289344893270797	0.2857540460146529	0.5764865098864586	0.3469206097919137	0.30574095413778574	0.4165242291269677	0.28711393640212335	0.4066699011937679	0.28134895452051334	0.31897644585998786	0.35701645292132705	0.41426031743053254	0.31257890309357855	0.3204979611312132	0.4399883358243096	0.443989559646497	0.4911306108206054	0.3853378593155553	0.3727863703198693	0.42610807431475867	0.7755943178384015	0.9999999999999998	0.30176289857380156	0.26981767663117473	0.3718200680205984	0.3281356261207382	0.31822949807489903	0.31818296083295555	0.3926435060801493	0.7420577466446456	0.28660024066867446	0.2735457532316831	0.21975577529571666	0.30109232642905576	0.30441407149177196	0.3149107663261054	0.28683923274511913	0.3802410691834551	0.35837963456397315	0.2872396578875622	0.6906012917564694	0.29875610569226624	0.38428707611428226	0.43561826186133024	0.34264496597389893	0.632169218973327	0.36718649870973397	0.5812821922228406	0.3582050632417604	0.260459134965362	0.3237190872746204	0.43300663372320153	0.29552576454026275	0.49818733261105413	0.603603340585824	0.29673841763849673	0.37583493140217406	0.3409487057798869	0.40297350922328723	0.42614748595653495	0.22718962559264144	0.46467092980124836	0.2835037796928075	0.2354645224460299	0.39949215664679893	0.354640306196654	0.2690919347537716	0.39374393323100204	0.3153078023172452	0.31338986477652914	0.2708239319393616	0.2637897619050214	0.45224127044533136	0.330517338767518	0.3780758726762739	
P32745	0.24167398501636866	0.3746178852973229	0.26431981116577874	0.3470765985649077	0.3715143453134242	0.47636243526963773	0.4189082846573163	0.3126187537927739	0.2735713671549421	0.31398217723166544	0.4114346905257028	0.2969809707046314	0.20532944951911014	0.3181995072476884	0.3822467562057827	0.17930359321115458	0.3551148072966041	0.34509646965601454	0.35315684475538056	0.22699223994317397	0.2617845542441353	0.3520640083220371	0.3467075699796792	0.38340675818318865	0.33280468992173695	0.27777551210873314	0.32855841072696185	0.34615277040919123	0.2682734870913545	0.3540299316030143	0.32236432144369787	0.2644444355520036	0.23048695774435918	0.4000750719700219	0.39723956778400205	0.4017732086826704	0.3860985995808801	0.4010136677415427	0.4220081346995339	0.31111732481815846	0.30176289857380156	0.9999999999999999	0.21540097972469563	0.7517416623097143	0.38558116568212175	0.32006026200027166	0.3236265341262981	0.7522876756819102	0.29851050576112986	0.2225500359279438	0.2597429699952231	0.206962437566815	0.27969697184263054	0.24692781490227747	0.28034610130874715	0.3106295272971359	0.30495755239893807	0.37828853943959206	0.3298878594670824	0.3264894390568358	0.2688651492473553	0.7202986482392307	0.3538324975313272	0.27460063942337365	0.31949016422127796	0.31665507308269025	0.3522469460345913	0.2776124714549941	0.30197299418917256	0.489168987500241	0.3524389786475276	0.3152011072998873	0.4162876344662152	0.24681014152101885	0.3476276044188017	0.3283158988027923	0.35905135900799945	0.34799880992490717	0.43690377302356426	0.2737539067173849	0.3276024733264292	0.3058194737577333	0.24263629641248194	0.36254103210892363	0.3183206020209496	0.28936252669887536	0.3126414588126041	0.3102051766943752	0.344053859918925	0.45752454157318456	0.24399223664280187	0.39925929522874326	0.26878811626637406	0.34923277551676307	
