	P25100	O00222	P08100	Q99677	Q9H244	P43115	P37288	P30542	P41231	P29275	P25021	Q13639	Q15077	Q14832	P24530	P43116	P30874	P11229	P41594	P29274	P41143	P28566	P08172	P34969	P0DMS8	P20309	P51582	P30556	P25105	Q9UBS5	P35368	P08913	P21917	P47898	P25024	Q9NS75	P30518	P35346	P07550	P34981	Q14416	P30872	P51681	Q15722	P32238	P43657	P08908	P43119	P48039	P41595	P35372	Q8TDS4	P08588	Q9Y271	P34995	P32239	P35367	Q14831	P41145	P43088	P21731	P35462	Q96G91	P50406	O60883	P08173	P08912	P28222	Q9NPC1	P35348	Q5T6X5	Q13258	P28335	P18089	Q15391	P28221	P13945	Q8NFJ5	Q9Y5N1	Q13255	P47900	P21918	P32745	P25101	O95665	P21554	Q9H3N8	O15303	Q14833	P21728	P14416	P30939	P18825	P28223
P51582	0.29011419781348513	0.48966469428163245	0.1427815441068801	0.37340273614187086	0.4772852510417998	0.5275719698701902	0.3487804618859109	0.3637503068108825	0.4873506102430269	0.3547380706200656	0.32982662119194517	0.3396482575452813	0.4190727760585109	0.5330753818977118	0.4600254153517181	0.38538605377467716	0.3121992428881921	0.2917768657415094	0.4305682469715839	0.23079149048565284	0.3319165866806456	0.3722159789522561	0.21616635939179432	0.4329053062421077	0.3964144740137616	0.43394202079596433	1.0	0.4026051369876259	0.33964950422974594	0.5410841597076874	0.4972201212749269	0.060463793352147605	0.3889413367364569	0.43475243650273604	0.5181201723414726	0.3340053987632445	0.28511350009299663	0.47609814625965374	0.2926998730879519	0.3685730715461377	0.36526600898420125	0.4471715093578708	0.22290439428685888	0.4803380743485818	0.4986601992552643	0.2882352398017455	0.18314001533151408	0.44528282181153334	0.4023245541857929	0.3549259353985606	0.39260342717914043	0.49358401738718033	0.28697522464401326	0.32785771622131404	0.3748305069332865	0.483086217688075	0.38299178626959895	0.4219414554028816	0.32983033669747563	0.3857884499463343	0.6153548211302886	0.2376911082914628	0.25374618077284466	0.5458581925075772	0.44211633475887	0.11294618338606854	0.34036615695328737	0.352240120844078	0.34610959376350514	0.3658188071157829	0.35704298765660497	0.450720660615117	0.3970108302651087	0.21677057686214915	0.33104892163409105	0.32307404814044416	0.332298910211168	0.4754213069565967	0.3119036234320639	0.4452575681644223	0.35309809485172006	0.16862563270716394	0.472988154283527	0.4714746596124225	0.5387699163911623	0.37117507624238155	0.336926903926045	0.5097600688741373	0.5392852180775687	0.3517356584478713	0.2981163575436113	0.29052822561171665	0.1438681808941559	0.4709855852298396	
P30556	0.1739870724824107	0.4316362988513741	0.5336090146995817	0.45750911185415766	0.6304937420545811	0.5447845707716072	0.29212802208527566	0.46193976216815436	0.3787136352040641	0.3055434973665085	0.4774111816647849	0.46877930179527183	0.3526687304338134	0.44659181103447443	0.26238686678850376	0.3020132463982974	0.45152881642652754	0.4904517629430575	0.3556101282184712	0.3811814305882088	0.3274695472293181	0.3717287879923429	0.4447308381910656	0.4510109163686622	0.6689078777515396	0.5079664138456716	0.4026051369876259	1.0	0.562734807207258	0.5766400085254212	0.49114396948915234	0.37348194524231243	0.19230978958606404	0.4076287497949215	0.7411859842374643	0.5646696511108742	0.18150802536554725	0.3254835049174143	0.47917250139576983	0.5315033029582586	0.40986666128240656	0.3803525826654476	0.4697250796259087	0.5427708469317045	0.5721561543459263	0.4490513344214481	0.4433578660155786	0.24847872592003156	0.49862691745414073	0.5186863075534542	0.37533227881521114	0.7048113972308205	0.3979075581386011	0.56070035441464	0.184956451648117	0.4483401735921073	0.4711598068762218	0.4951604860333637	0.46310453482235875	0.4111454243643511	0.4418334334825081	0.43018019515755856	0.21543175874805412	0.4106689119510847	0.4588200068387569	0.36090950269506533	0.49191457586296083	0.4386432908321858	0.2412173564285774	0.3701052875182765	0.564341292000523	0.37389694819124886	0.6211843672442929	0.43144258797230484	0.5533058297686563	0.40728525059991144	0.1496479975280442	0.5266707625857026	0.312572653832671	0.5113089582481789	0.5623027753256684	0.3975893455224553	0.5047953561317625	0.44650139497383445	0.4599997766217374	0.3683724846536788	0.576923588295805	0.35827930385730766	0.502448531594899	0.578920461948234	0.5144273104165269	0.4553332155979753	0.2613341848794897	0.625040232457835	
P25105	0.46742997177763235	0.4553558551286063	0.2857801296983327	0.4982501271808693	0.6238159675236806	0.372450295822789	0.2838069772784092	0.36117551323833685	0.42188007078401185	0.33168165124565757	0.32544266207816686	0.4075091658178199	0.1796490981959384	0.42437785479092793	0.1505587278705331	0.25223873208098535	0.451746189420842	0.21640195815915053	0.29531659951684686	0.3538358451964636	0.3779259393526545	0.3962402479965484	0.32416988656430484	0.3487710855347418	0.4573850780164905	0.2864557299347149	0.33964950422974594	0.562734807207258	1.0	0.4570852976477106	0.32022578623587694	0.4142204834373029	0.10090192060673589	0.4441454016823553	0.46705697121819784	0.32804802864383753	0.2609579071780905	0.24959507416226615	0.3981631889919676	0.4368162223744027	0.448827862502233	0.37810373149048976	0.4227601458094896	0.29058896239259996	0.4368815624666749	0.5348369951841909	0.3055407871747199	0.206773450298262	0.4413110967930662	0.4350146659395249	0.32376764174143996	0.44071831893824	0.29518611185775756	0.5815418320868682	0.06888296325930603	0.3614215166291178	0.4244648296038595	0.4729638047532818	0.36671152817004726	0.30702170114558347	0.23185464359504931	0.3940459304407672	0.020860395820787934	0.2644436449075479	0.29914456299848186	0.1895046372625232	0.22714795101541455	0.34171946303946454	0.12865985151973913	0.30335601403448204	0.43424553735028476	0.1729203003972837	0.3638677714748294	0.30942925771376	0.49581711234998527	0.3096065850510956	0.014670691105148664	0.40665068493627965	0.3509428230457499	0.444247374782168	0.5855799103278417	0.30191563266681853	0.4092463251898104	0.35008308441390534	0.21362844073613735	0.4939280356216126	0.36791440515761475	0.4030256529949111	0.40745892184944066	0.41102311793666146	0.40433232958940474	0.34230775068850694	0.3029891783266265	0.4032558727329044	
Q9UBS5	0.3496620800531922	0.5897844909933574	0.4407022337782125	0.5034589071551023	0.534606577127055	0.6364599864049698	0.4700493787513469	0.5660777329381896	0.5356693550930717	0.5078827048775876	0.4643019682308377	0.5947594500936795	0.45944180239590093	0.6120454102023906	0.5990418195719188	0.5676469954202724	0.5230362681458298	0.5064463106904578	0.6983947028649986	0.35000728417283733	0.4928022556122986	0.5229152812338704	0.4900408877331163	0.44101957258839536	0.6311562798592973	0.6353811791102142	0.5410841597076874	0.5766400085254212	0.4570852976477106	0.9999999999999998	0.6527575877138094	0.47504356873886966	0.39406995291174796	0.559593055155403	0.6666656754658248	0.5938053402153779	0.3476824865769238	0.37627966330933493	0.6330682673503145	0.5335087424142795	0.6721949152598252	0.49495908789097776	0.46465531982806474	0.4930275960031726	0.5953118041140674	0.4642657012961304	0.45243574290200017	0.4933979819280291	0.448471781246212	0.6093260408926682	0.5654218382482705	0.623310641034146	0.3850866771979712	0.480989847478977	0.4879533471908871	0.5824839039960295	0.5649852658089471	0.6936337946407716	0.5142194674483389	0.5982937883611964	0.6304197103909801	0.3572896545794	0.3451899459252956	0.5252311642795431	0.5986809099819128	0.5311039838551408	0.6115881526643672	0.603658136671759	0.5187639851218186	0.49627761354032596	0.5856616704105506	0.6032800574896071	0.5671170263881882	0.4746480792620992	0.6016097348094642	0.5299076295163286	0.3025214962894354	0.6892834914799	0.44826507886489264	0.7003650958029851	0.5148538021651157	0.3955654113384674	0.5887131998497575	0.6758569894829254	0.4890944089833295	0.6300239335732902	0.46537723100777306	0.6575872999664805	0.6104568508862153	0.6269746081450609	0.535097830922323	0.5773290184045659	0.1402439549743818	0.6218541560938031	
P35368	0.4413878347553192	0.5321162120012307	0.456653322158162	0.32521597875645997	0.4234265135536002	0.5982898235470707	0.546341750198837	0.4507944289808693	0.32883888668713507	0.5183842827422884	0.46060508994302474	0.5865843203350701	0.3736819746585537	0.4395681175196435	0.4488513197834666	0.42937328582155104	0.48024833725644034	0.5991127903635949	0.5141148538942958	0.48839598696573	0.3386302328209634	0.5104347725580616	0.5254042788663015	0.5064773962088964	0.5277308446140256	0.555722601814489	0.4972201212749269	0.49114396948915234	0.32022578623587694	0.6527575877138094	1.0	0.31279718648149	0.46199040211396986	0.64853199471941	0.599773475920779	0.336792170689008	0.40095978165883617	0.3093317577850432	0.41085435839024087	0.42793920594718804	0.4643067800644054	0.4691689355226477	0.21987757268404176	0.4389268860229829	0.5212596965537748	0.45992141424623034	0.5229441266686831	0.4862557177814818	0.573562087163024	0.6495580899542606	0.3821975957162883	0.5165052510880618	0.38481385913418675	0.4262365279295143	0.36641806298354884	0.5079201239161056	0.42751201772685643	0.553268770546746	0.44560485427769936	0.4948560094124816	0.4721640019799149	0.4294854747340766	0.26821332786463836	0.49431087807297647	0.6394058616280351	0.4761697219910289	0.5629187522926118	0.43226003004130126	0.43901367203598607	0.6523025965634733	0.4931709896601445	0.5602398356704665	0.5273405097107147	0.2661743155029104	0.48436786504217333	0.47923868234253153	0.4125144463274769	0.5070633358459538	0.5067637040728568	0.4390033807259178	0.5083202388860208	0.3201769098716273	0.38034057184689835	0.4839821210749565	0.48022676948475934	0.39709835271529226	0.6626093119312861	0.4596383879273682	0.507102307899927	0.5384795253578867	0.5703836263875758	0.5024925501822088	0.12168521656776167	0.7041720212368415	
P08913	0.47975947244268924	0.3762610685392395	0.5029783075064774	0.20244682877696324	0.28109783138972344	0.2346847520115785	0.3517913534000414	0.1699832521669127	0.16196700356531407	0.139813098216635	0.36658706916208544	0.41325500683478134	0.21469957823488872	0.2978059911877012	0.17768399135664192	0.2568181582109755	0.2513954535211529	0.21681444811578057	0.41881481846784513	0.2228382316888933	0.2963081479695352	0.25371109725886637	0.29519182366410757	0.34440377959283386	0.2355309758710863	0.23090242447221196	0.060463793352147605	0.37348194524231243	0.4142204834373029	0.47504356873886966	0.31279718648149	1.0	0.2926605503024293	0.24499932590791942	0.3924052217397549	0.30591562570631653	0.18856287480147915	0.27207657588397194	0.32389922534971244	0.38847764458890466	0.4500317588797601	0.18902962416117203	0.3357504783155931	0.25226467694335386	0.31981872533171984	0.19789592539644174	0.4536040158538499	0.3326907140453448	0.2731122825834461	0.34056334331288907	0.34226459215409505	0.2964408835081946	0.4107316920967221	0.18663781945108157	0.23546360986157355	0.35231031406033164	0.36991514836867856	0.37081328012292053	0.39265181403251037	0.1576526187083916	0.22574632808250095	0.3579051051233537	0.17649021148814142	0.2166383914744781	0.4303773582762399	0.21307898510631065	0.3149644235575566	0.38323254450497274	0.2494635323325789	0.37025915612253857	0.4969289013273545	0.30402101555377187	0.21514379271726652	0.41912885592034377	0.42607280053254193	0.4645059464852077	0.14749063354263758	0.1276250042295096	0.39178846879299634	0.37479252739058033	0.21442275135900124	0.44981857672955894	0.2811665016171675	0.20044567122677182	0.06383602115978271	0.34347277560575595	0.20408426048512562	0.3807114172214726	0.3739526843845343	0.44248787061938116	0.39742404542152465	0.39433579219630466	0.4675267174879561	0.4084180803174343	
P21917	0.2194756138968473	0.08112517302597472	0.3194099462165325	0.15865421908493238	0.128867246917217	0.47642192381564763	0.3114045785415173	0.2915008307548627	0.3803383397611323	0.24878027650907805	0.3968329852913106	0.26978216502111585	0.46462138854778934	0.09296401997450439	0.3019146287034954	0.24208441272767003	0.2324029043512632	0.2986615531063764	0.3426259757424705	0.20269132540577017	0.34719461026879006	0.13157445362738576	0.2344610502800908	0.19987530761481528	0.22197124902337795	0.28361924952722706	0.3889413367364569	0.19230978958606404	0.10090192060673589	0.39406995291174796	0.46199040211396986	0.2926605503024293	1.0	0.2500373823088988	0.45305584116908476	0.30972932484156757	0.23544056199388666	0.4506941471104864	0.2100932202578905	0.36555894779582043	0.32581089178577927	0.2492542457163222	0.11301251332654529	0.44765778412797397	0.3339352177479897	0.12169533787279783	0.3453833790012625	0.36387700634995235	0.37264187416672745	0.35196936108218835	0.24135502296049915	0.3082608380624422	0.40820437939747767	0.12821865837541602	0.47104219767728717	0.5444342471685895	0.14947144768131898	0.22159755964641448	0.07925673978661113	0.16579995443414142	0.39409329933258386	0.21550663553429855	0.36322701627827736	0.48162513549420133	0.4339623486363929	0.3016636184002144	0.3377328381367529	0.2262092445125154	0.5397346814377751	0.31111884800663536	0.23413460335588648	0.3379245412690557	0.22154448902127422	0.3146624987944312	0.21566102452414201	0.220248326378043	0.631282652761191	0.31669730144869446	0.266522467469071	0.2512495923069783	0.28518778232757164	0.2924336188757737	0.3846924553781424	0.16962666215218403	0.41091299909351386	0.17380928424476444	0.3053671383298019	0.2678326890308297	0.12885736141581539	0.22301888391740582	0.3368820743582931	0.21052771140127433	0.31310686127086973	0.39070040321462784	
P47898	0.3285267284808414	0.4910547270430934	0.32897497907872675	0.4101934871335081	0.33759208705990607	0.4350558860569515	0.37733630085013203	0.49003474645103684	0.2605036738807049	0.5035020787511331	0.25977357101368914	0.44343955539444246	0.4241492499162049	0.5358603033642642	0.30608595040731584	0.3882891224349011	0.4537525357189336	0.46862238322755706	0.38505028136706565	0.23094424727640517	0.27237508618197603	0.5188869047279483	0.5309442365823152	0.452018791507842	0.39784343057267957	0.44783462405682295	0.43475243650273604	0.4076287497949215	0.4441454016823553	0.559593055155403	0.64853199471941	0.24499932590791942	0.2500373823088988	1.0	0.36367026117537404	0.29801457436777357	0.4271493036371705	0.36719733706089636	0.3362818469553139	0.4071325552761227	0.4817667707974793	0.5361645125310937	0.27949507341375945	0.31865316215513606	0.51203551284732	0.35955852514669473	0.4466236964978422	0.4688801241108947	0.5135239426976219	0.6021704717285357	0.3272406277798262	0.37926239346312673	0.3976288546154159	0.5427669808209292	0.19299925474445562	0.2847117483547266	0.3211034388763369	0.4813836284562596	0.3625723942642263	0.4108764668143371	0.3492613297044972	0.43127599341118417	0.21061064024532514	0.49769380810621444	0.5243524417893782	0.37053224195298984	0.40728193366319904	0.4249934188886021	0.24910699785829596	0.649280574803327	0.47797341782635716	0.4108259551428952	0.5327954266548061	0.48658370300827974	0.3508404245237	0.42134349585210934	0.31243299481587966	0.474564470598712	0.3807297269036098	0.40356384557878827	0.5166923087430558	0.35958910630578805	0.48633093956796636	0.5108209731335973	0.3312481585634626	0.1997756775505935	0.5051265129024922	0.4124072445600147	0.383657071511296	0.5172502105604526	0.3769708964574963	0.5090012968798017	0.2739754635192303	0.5175727421662053	
P25024	0.2833088849491845	0.3908822806342303	0.39416137740904145	0.3999897269431085	0.5231127766932575	0.6581122722878019	0.39450731707112674	0.5438264407974261	0.4930102767810587	0.4010023805260365	0.5204214359679402	0.5028800120373822	0.5144124173308822	0.40289434526499485	0.4531218854942436	0.38125772560905946	0.4285885458448381	0.48326584156856667	0.4713922236130964	0.32617121246675185	0.3920123001380737	0.3295115198975759	0.39587733171918754	0.4975057101938519	0.6186754114104915	0.5185890953607337	0.5181201723414726	0.7411859842374643	0.46705697121819784	0.6666656754658248	0.599773475920779	0.3924052217397549	0.45305584116908476	0.36367026117537404	1.0	0.5707378485806532	0.3140477318304876	0.36286819049728414	0.48452271031061883	0.5276998312075117	0.44563655884962605	0.393067176039775	0.4252250263819354	0.5669376666695269	0.695212310192273	0.378543613834636	0.4586328080031008	0.35676896892432775	0.4826294406887988	0.6274806140663576	0.4639423766461207	0.7111262436007438	0.4327795588530402	0.4547612083420244	0.4179744173290568	0.6383787637200025	0.46474869131218577	0.6071417405742674	0.40359700361848044	0.47748344180761704	0.5234985986624399	0.35484088103172723	0.33467789108368473	0.5354592411920804	0.5233527376793135	0.3634636848513931	0.5264357730975945	0.4675345007958118	0.45523351889073516	0.45885787372733455	0.5315519276759276	0.5757779872283384	0.4625902580700819	0.306485749960568	0.5244314826640825	0.448489534668129	0.340074054571383	0.6063101093641738	0.3628863614583952	0.5542710506310573	0.513878207398603	0.3986781790738226	0.5961354403995963	0.4395732794196383	0.5233145693027061	0.5331179175577092	0.49921913791041983	0.45933568434946465	0.5960802962223923	0.49251717830620806	0.596855561574523	0.4375823108793441	0.11519321560828381	0.6169719432734565	
Q9NS75	0.12216257722608334	0.4354568584140597	0.2930923198771842	0.48418183485141	0.5103766922664519	0.5206404390342191	0.3029119888780444	0.5364612733986522	0.37338298929915303	0.32969005794988576	0.4964731279005556	0.3742337133898658	0.3865323044139996	0.4040021285310632	0.34165063800900874	0.3253469446028029	0.599407315422512	0.4815643217972952	0.40414870773108413	0.3063952007176405	0.3770685898817461	0.42045715536106343	0.49095552795691183	0.3548660756684108	0.4693447102753314	0.6025295611215504	0.3340053987632445	0.5646696511108742	0.32804802864383753	0.5938053402153779	0.336792170689008	0.30591562570631653	0.30972932484156757	0.29801457436777357	0.5707378485806532	1.0	0.1797511423728435	0.36176212942589736	0.4985437472438805	0.5155945840185437	0.355193998772972	0.4352594355284448	0.49643870785252053	0.353054246654189	0.529704703240927	0.41998190914670863	0.5108337933050783	0.32554666294037876	0.2983690002434369	0.388109215728353	0.5433802273174568	0.6372717476799523	0.289469011676954	0.4888997457392127	0.2118236450788435	0.4612546837260867	0.5193938871837325	0.5565349463284637	0.49003818836377877	0.4945847015375114	0.3578026723601132	0.3442950151589664	0.2650322614718744	0.5170799774655783	0.43719711079024326	0.4132418717975299	0.5937469135783593	0.4882321299469795	0.2008941462936257	0.4721027606012747	0.5378220517947476	0.40569191859200976	0.38778019161030364	0.4259623184092364	0.4411005679991092	0.4307288740466249	0.13255919601829333	0.4244690719587424	0.16946012799113636	0.5646895519906401	0.5173661345418994	0.2866971546697257	0.5490220682870444	0.47072063569862255	0.35567289336468744	0.40091934013155617	0.4589171964242569	0.4052160900502642	0.4359879129506966	0.4081823619090117	0.586387650117173	0.37641792129815477	0.1342956642152936	0.491283211871241	
P30518	0.22413859479812345	0.2653011446768849	0.17249091373425834	0.18138711532817212	0.2382902498253555	0.23612538134381444	0.4355626006758889	0.3478771177351258	0.2139262717333474	0.23680601616370753	0.09437714784070733	0.26800889909876463	0.35965549238342004	0.23387362789020155	0.18784666096000047	0.43413322876718796	0.29633739520564073	0.3369536714755035	0.4136873853463121	0.20476172098765077	0.3139194704950324	0.3091739022673397	0.3288461401542765	0.100640412733567	0.3159664207262968	0.28280560888850437	0.28511350009299663	0.18150802536554725	0.2609579071780905	0.3476824865769238	0.40095978165883617	0.18856287480147915	0.23544056199388666	0.4271493036371705	0.3140477318304876	0.1797511423728435	0.9999999999999999	0.22420963429639812	0.21983711278744927	0.33563604573317135	0.3446531308617293	0.33950236488468977	0.14320418481657776	0.3053261750734907	0.307138717177756	0.1389240798220927	0.31902010434917316	0.5220201004099314	0.3537915042887667	0.33117244491620873	0.18287608280255668	0.3179202389089121	0.2164046464680623	0.12343207485649113	0.39577970751354447	0.32084545627350836	0.14586727863548227	0.3943018461346449	0.1819413221537823	0.14458256632828603	0.23451219400320944	0.04797142711986663	0.3024029920511333	0.38823068122130716	0.3642338097780535	0.2145609493048446	0.25341104484058086	0.19557178910782536	0.5243054541788756	0.21246466639558206	0.390970375409165	0.45040571340162494	0.03943982464570462	0.27004418092814864	0.36752345528546715	0.1601909423291693	0.36295120104759054	0.37805264542946904	0.29438615713650673	0.3465390183319105	0.25689155718364615	0.08277902002451365	0.38139018858444546	0.2563660057802349	0.2253941999848384	0.24854793009741075	0.24988279276066938	0.33374625486319576	0.3197551015196852	0.10024613410879699	0.07605670519651068	0.3113073134009742	0.1774270000534754	0.2518418422636368	
P35346	0.22565176699762418	0.2573321577314899	0.24201760273961523	0.35316347679569626	0.25045922329381465	0.30117392834961265	0.3183782522655333	0.2408487869223073	0.3660216036279479	0.3826670513577324	0.40265847976931957	0.3178298943409467	0.3845732502086476	0.22630507372543388	0.4517304574004072	0.17702580805117432	0.3232037644428549	0.2534480224967296	0.28563552843104123	0.14121185233807018	0.48052693969561583	0.32479031832732225	0.17054514283712235	0.29260876124139434	0.2639227129607968	0.2892913935123533	0.47609814625965374	0.3254835049174143	0.24959507416226615	0.37627966330933493	0.3093317577850432	0.27207657588397194	0.4506941471104864	0.36719733706089636	0.36286819049728414	0.36176212942589736	0.22420963429639812	1.0	0.13066239476253128	0.32671739317375653	0.26670130337305137	0.5159219298746337	0.18699375776455063	0.3621645446148476	0.5086132486614825	0.20890733222573038	0.22547851730430551	0.44803744624928077	0.4017373578090963	0.309267182403341	0.34096663560896867	0.340567661244498	0.5090358606663804	0.20957781079314722	0.25245665529557815	0.46037718137490735	0.3730216742828296	0.2596019803610211	0.2198432305692255	0.2054345869674134	0.38592778139579587	0.2695441126198182	0.12211446753883731	0.4548890050762747	0.43617548194346367	0.26690566980384534	0.33445254137126257	0.2571687467752244	0.19263299357781677	0.4212839285931012	0.3594603900449346	0.16903903403295048	0.28955387144148514	0.45229705422914035	0.1428383573475162	0.25547867618391984	0.4562027022126305	0.25243203294853805	0.30023881670471464	0.38133410027696113	0.2659401719567136	0.39010101792541485	0.6251268154699059	0.3628809958385583	0.19538422098335023	0.2736215651099521	0.2743154446795063	0.3099190002362649	0.15858313503959914	0.39395842287749705	0.3520626990989379	0.1811573126517479	0.45806501987739534	0.42765124629815554	
P07550	0.27201411885924665	0.37538747149023777	0.44949339588548975	0.43992755750213497	0.4810229983112161	0.43757164286215894	0.40673688739166475	0.5032577223704106	0.2852452342162483	0.456985714757422	0.47355987984989717	0.44064028187248916	0.305449214721633	0.45165603426106427	0.44701834082458203	0.32310380879674194	0.5248503090882426	0.44138523775160426	0.4830979675816567	0.5525654145041832	0.43368755470156894	0.40152092204461803	0.4133010605178912	0.3528991219359652	0.6135240068393537	0.5451258067409802	0.2926998730879519	0.47917250139576983	0.3981631889919676	0.6330682673503145	0.41085435839024087	0.32389922534971244	0.2100932202578905	0.3362818469553139	0.48452271031061883	0.4985437472438805	0.21983711278744927	0.13066239476253128	1.0	0.5994478227807996	0.41348332326234194	0.3988512796169732	0.5208513419824303	0.4350254645568017	0.3717411105380138	0.47193055208611756	0.3724488685517421	0.25413240594166964	0.4969550846991466	0.36851960542608153	0.5514452598901558	0.48011627224061315	0.29065644457217654	0.417584713981477	0.18804093685032516	0.3539626036672569	0.5224927909809832	0.5563927220722016	0.404816590539568	0.4764460151099396	0.25345123384170315	0.24794686145156522	0.26798783016736927	0.2740643593488593	0.506929016131628	0.47250691915050075	0.5459075912992042	0.4820112008280295	0.35179003836728534	0.31605736896879144	0.5281190890465466	0.338530386307935	0.4316448891989635	0.432092929071379	0.567126120254832	0.3927995759886109	0.23254804497357168	0.3747422017488872	0.2736239778647077	0.5388467965374506	0.44050306834256947	0.15063219336226333	0.37194249143952945	0.6111051216828804	0.28046035610404274	0.493993768810773	0.37983968961319853	0.44614601361400746	0.5057509220893992	0.458258233760214	0.4835778266677615	0.5729880569814343	0.09453952122791004	0.4635009920409745	
P34981	0.3080983046393964	0.47808363887599103	0.525109829736511	0.36013779428944864	0.41142861286888177	0.4677851453134652	0.4676202471404585	0.5867207384687452	0.44484745184535385	0.40931190770498554	0.5168027686291907	0.4186330339430143	0.42857671947057513	0.5016560059197455	0.36552692624730776	0.4808668340683745	0.5338369911959582	0.6825371475057151	0.5755644075523372	0.4306358090523497	0.4335277336256451	0.4710757581654773	0.6096546393406432	0.38352937773490964	0.5609603475975504	0.6147932337124344	0.3685730715461377	0.5315033029582586	0.4368162223744027	0.5335087424142795	0.42793920594718804	0.38847764458890466	0.36555894779582043	0.4071325552761227	0.5276998312075117	0.5155945840185437	0.33563604573317135	0.32671739317375653	0.5994478227807996	0.9999999999999999	0.49002545301888784	0.37823768584905126	0.5334143051897371	0.5989813644609535	0.482615042813273	0.3359662428435318	0.509247287285259	0.4341254401692288	0.4348956110669836	0.6099985474044911	0.5867335835901981	0.5707556169253369	0.4238406929674896	0.302883567067476	0.3078916808449112	0.4450837857012447	0.5305247088887373	0.5504475849719144	0.4523688716320499	0.4532313157830564	0.30533697148706884	0.2927679855183132	0.45375902752733244	0.3182833068736893	0.6156235305302793	0.49225299946616174	0.6581462977751746	0.5195914461722595	0.34785250662901235	0.5752488662260071	0.6713944076499245	0.40785143963399134	0.40367721168806814	0.5273525440964217	0.4816019442241169	0.39302148791063807	0.4009228726285511	0.3524450589761266	0.30290413499031665	0.665741928275349	0.5210657981643331	0.3101587427274289	0.5722943186725615	0.4569632011208211	0.36997504213717713	0.5768998607746605	0.5793983790310729	0.48709572086011066	0.5601271657316739	0.495878370856671	0.4949315531847662	0.618987111824459	0.22306995683412242	0.6267271352811712	
Q14416	0.3782255770155939	0.6047730049100687	0.532548237923517	0.3978939200556363	0.4454648483968663	0.6275622746535345	0.3485810068903069	0.38141674833107697	0.5576391861054818	0.33800362043800736	0.5545566215039461	0.46960905625022237	0.5425970861137457	0.6963874604621416	0.3356529000268247	0.48107525285428887	0.4026725656945539	0.44449431780847126	0.7041003444891252	0.24347259814071268	0.4527742754295141	0.39913971094340983	0.500129719610767	0.36451614789662756	0.3930913007453387	0.552568782292885	0.36526600898420125	0.40986666128240656	0.448827862502233	0.6721949152598252	0.4643067800644054	0.4500317588797601	0.32581089178577927	0.4817667707974793	0.44563655884962605	0.355193998772972	0.3446531308617293	0.26670130337305137	0.41348332326234194	0.49002545301888784	0.9999999999999998	0.37100126564807245	0.38566284436099785	0.4952834404731649	0.492060597353056	0.44966512460689234	0.5725100408938406	0.470983769689342	0.3847748597980447	0.5225532943248739	0.4025031989299688	0.428302756706052	0.6086102157491502	0.28652180300314467	0.49267377509796856	0.49481351204287344	0.49304984581035016	0.6596523931534795	0.38282707493355755	0.4148687392239102	0.5550497413062184	0.4651576431142397	0.4503524312116831	0.5844015918928694	0.5453410046789204	0.4976390703083047	0.6114668808581077	0.5554195021965935	0.4416674644633505	0.4072635018052144	0.4491062408216957	0.463818328543958	0.40048690533193	0.5585460961905002	0.513464588438761	0.5160395647246357	0.38361195948558025	0.46254405696344375	0.41051854373311425	0.681638574104205	0.5940139096213444	0.5411443575356406	0.588416369620589	0.501845809303742	0.39260781081006846	0.5418461196158421	0.4609392849638983	0.6940793074675373	0.5958239220714494	0.5451577535818017	0.3975624032174126	0.5681720535883912	0.3345597614290329	0.5362300163803935	
P30872	0.24636306755068738	0.3993862383263348	0.18734596834540582	0.45385626821084524	0.3607253590647942	0.47240118344956006	0.261258889991823	0.32342026547838	0.4622118820590357	0.3738539097001307	0.4412529881528374	0.4546693146709896	0.34487691426762845	0.4825837056766823	0.4154513294884903	0.23796357912473004	0.6303881049513752	0.35331664055438716	0.41697675260667577	0.3076818113040402	0.309078426173114	0.4263044184172577	0.33610175873132875	0.25413594396375105	0.37214478462491807	0.4747343137323182	0.4471715093578708	0.3803525826654476	0.37810373149048976	0.49495908789097776	0.4691689355226477	0.18902962416117203	0.2492542457163222	0.5361645125310937	0.393067176039775	0.4352594355284448	0.33950236488468977	0.5159219298746337	0.3988512796169732	0.37823768584905126	0.37100126564807245	1.0	0.25684950980003673	0.3869505220974334	0.4472748612071353	0.4590314609886831	0.36734903399595353	0.265592710054244	0.3514858021209556	0.2995159815527927	0.4996177431604255	0.38966256351922973	0.2995917115118505	0.34628472242023367	0.1353108818834633	0.3776921880145704	0.42586130478506345	0.4707299078186751	0.2838760756295816	0.2967480732446105	0.2933225672042798	0.19591126213012472	0.1337395933216905	0.5257621727731588	0.5235304528939045	0.3290260419132309	0.45945445246255107	0.37245766650048445	0.15705885566094197	0.4513679804895783	0.4873020213638201	0.23322479250354497	0.37885979836392236	0.4175271847056885	0.28169522914744194	0.3585130270683318	0.22992900670847316	0.35664375074612187	0.32524253978460005	0.37586171505217786	0.36544015512856687	0.24840609384048545	0.5567252037324991	0.4425514426233046	0.253655206981321	0.35142089397541576	0.4224512809261827	0.5307571322641248	0.44848054372990276	0.3287713271047532	0.3338925975737605	0.36271965409819396	0.2543491935853144	0.39094616590389786	
