	P35348	P21917	P35462	P25100	P51582	P25105	P30939	P18089	P41595	P25021	P51681	Q13255	P28566	Q9Y271	P30872	Q14416	P47898	P08588	P47900	Q5T6X5	P18825	O95665	Q9H244	P21728	P48039	Q9UBS5	P34969	P35346	P21731	Q9NS75	P14416	Q15722	P28222	P50406	Q13258	P21554	Q9NPC1	P29275	O00222	P35368	P08913	P28223	P30518	Q96G91	P30542	P0DMS8	P28335	P29274	Q99677	P08172	P13945	P30556	P35367	P24530	Q14833	P32745	P37288	P07550	Q14832	P20309	P08908	P08912	P25101	P41594	P43657	P11229	O60883	Q13639	P43115	Q14831	P41145	P43088	Q8NFJ5	P08100	Q15077	P43119	P30874	Q15391	P28221	P35372	P21918	Q8TDS4	Q9Y5N1	O15303	P41231	P41143	P43116	P34981	P08173	P34995	P32239	Q9H3N8	P32238	P25024
P35346	8.635191603920587	10.553324899930955	7.7430791830614485	8.114879727688487	9.167362021787019	9.834629801646082	6.816702192058264	8.611476043571914	9.720850952614489	8.25450862022714	8.016879445888309	7.642268095703932	7.440721348374647	9.244293831708427	5.518355023932503	7.67406436500528	7.753962282045738	8.778721632147832	8.749569435603503	9.894736244022917	8.922112459485456	8.356335576260209	8.926998095120755	6.842812486394718	7.968759082826831	7.222269838717354	7.708031990748258	0.0	7.156626986795667	9.501653077212094	7.62143636443104	8.303294308430079	7.765620840288219	8.083519020604909	7.5449147472363505	7.962504701072657	10.056870566479274	7.683969376661894	9.423953582888524	7.715624938754962	8.405106805786795	8.685220675631518	8.444584863412484	10.69747977118043	7.860809052208935	12.159547811896212	8.097368349285532	8.343737032950074	10.349180888415342	6.742832939602527	8.838273691531123	7.545645662888632	8.675230738712655	7.922508789689142	8.07860838363658	5.256184322384758	8.545350352420776	7.151964036234692	8.04008341055056	7.910568016153294	8.131564082083285	8.643784546990256	8.2597732475634	7.645637977858655	9.01347841230244	7.0295507233107495	8.731955130133144	9.692764123855673	7.664088921078558	7.921038167487445	7.540254330655369	9.056853016382401	10.618548555668939	7.036935440859984	9.563499096553574	7.382642451200854	5.057968906455462	8.627352253488297	8.067709841285307	8.30830117774785	8.077803728604001	8.79293236431176	6.865316726759376	8.681816789825737	8.81561298602172	7.515719183236788	7.704758153223588	7.621215749457875	8.738146696128219	7.804209824371542	7.800305907353748	9.57598920460665	8.725996971940313	8.345656016184654	
P21731	6.733013354528743	9.751915625583297	7.01953823328555	6.53152719391335	7.22451215665369	7.6930577180577995	4.7979791898599755	7.42370976681053	8.134095132399416	6.647454831603797	6.08940146818391	6.163278411189114	6.538885051816855	6.55741800516764	7.510804290576018	6.340796143017742	6.467622015327119	7.101536045420922	7.046417270478592	8.388859008747943	8.009282776149783	6.629512713946702	7.237744161091986	5.6758243688535135	6.37732728359552	5.638635015972	6.407884976770106	7.156626986795667	0.0	7.4461625545589305	6.445487299409569	6.255077223912167	6.879467676339208	7.822291645968654	5.163725502474714	6.5112202851753755	8.421553274429023	5.8615753302877955	8.08884081476638	5.815252136316688	7.223625925223522	7.0121254610552475	6.635002812132513	9.151037908761063	6.6152216558569075	10.850893213133306	6.626826045782551	6.870711603690529	8.814662301568996	4.300820351817134	7.084118003326969	5.176089463195383	7.2044809559497285	6.036745134831213	6.846789718653796	7.189296869221451	7.68619118190493	5.215608030273959	6.661448646306834	6.067424010926668	7.124722942755709	7.043756334335034	6.174355406644163	5.736673860814784	6.686196345658927	5.176536712532164	7.285462606385941	8.465296245843989	5.912178748537556	6.163865124318027	6.210419773477926	7.194153786284167	8.905224474444076	5.532976220378743	7.374124379012041	5.511931145745743	6.409038048356458	6.653640055331619	6.976016887217836	6.721786519093094	7.13061202427962	7.880264987837979	5.442863310384348	7.397496510360432	6.439458754945696	5.851534790122785	6.01193591217744	5.851061590858483	7.612615078676656	5.745899079432248	6.046004573204869	8.470410866663219	6.939687044276572	5.879176689956126	
Q9NS75	9.200645986906611	11.206069000216962	9.891130311998548	9.013945633979658	10.136350873258841	9.639827572794559	8.267173191576575	10.180943850963997	10.38376999488665	9.152404038682851	9.018918086137543	9.008816357528703	9.364761324599474	7.67936017613043	9.538540845364189	9.09356129703951	9.406602256185403	9.552132368418892	9.066924104164913	10.222739027216818	10.526072361202933	9.553094046609496	9.910024368874026	8.904111286963689	9.064668675796401	8.89553523887346	9.259397733095453	9.501653077212094	7.4461625545589305	0.0	9.465044608661595	8.544212120841765	9.50061391529073	10.158788058377302	8.146754255279747	9.723008314658335	9.65750485294536	8.885594845614243	10.356517324922093	8.736789434878562	9.78394526499555	9.904762695880281	9.352262953328271	11.280340527987471	9.701573272222566	12.556013012996436	9.54784774250792	9.549578538107845	9.860221990666485	8.36429756665751	9.776696225632415	8.973759119324054	8.822064355741361	8.948331996713373	9.362036655284312	9.66931064696693	10.169601041541494	8.573744010470731	9.485082394090835	8.803533386695248	9.814232047476288	9.267482240779175	8.954787533572087	8.907151417635303	7.948205131304051	8.482103002043212	9.996164727244631	10.84477538195532	9.81356130124757	8.928228620977926	9.290289527521406	9.652900333707905	10.867321724512632	8.948238806369922	8.918234446786018	8.643524305095633	8.901143128420125	8.949555557592781	9.518484864840815	9.887163906648347	9.899816464443823	10.289696071355017	8.69794377147784	9.739215250094382	8.459795820256828	9.192288532923307	8.605809751785554	8.714303693411637	10.499280105219603	8.60633598941846	9.317403359116371	10.204882074303072	9.68270807020464	8.97788130696532	
P14416	8.168893335257515	10.072967969264832	6.148157849545534	7.222784878594861	8.692041668302993	9.838692670434755	6.3559034668078835	8.086088539397505	9.191308538847348	7.955196934933154	7.555430515890602	6.339369909287792	6.832984921365593	8.854798906964128	7.828175800977081	6.577655710269295	6.980936793507901	8.158666845497464	8.03709750034831	9.774975148761929	8.197339952694575	6.902041911221877	8.374141243598519	5.1734506955742265	7.850004900778351	6.425851888379991	7.582050428697084	7.62143636443104	6.445487299409569	9.465044608661595	0.0	8.123301136705988	7.272825288953574	8.787927187917527	7.054161599949759	7.14605101907564	10.008811323423455	6.9717222578062	8.851569304436318	7.054801887116543	7.614676095104747	7.406796044390733	7.342825087293302	10.276291531762379	7.427147065884616	11.671931735765947	7.775083663156057	7.419917562339404	10.288849577883497	5.729061168199884	7.888243997153313	6.908499134638401	8.093744113344348	7.085820145100859	7.247194536223189	8.160830471777139	9.349794180013713	6.306204590759698	7.5959651531370325	7.272052206263216	7.667988152754979	8.4190690460085	7.594362376009286	6.040231144014414	8.339203661107678	6.270566472664285	8.177294580537781	9.392182054026689	7.342237635690749	7.024826911527025	6.860785148841543	8.87151219005272	9.650146842154268	6.635194219026541	9.054448045895919	7.122451199530814	6.918538407273157	8.129129543795205	7.185222774322625	6.858801480190513	6.818380250487029	9.032375932016468	6.176076353930486	7.919577749415204	8.216139227520026	6.855637014387458	7.91528084158164	7.106478162853444	8.323524576814789	7.741481192322044	7.045834476019626	9.79629315542087	8.285406947195934	7.870746495750646	
Q15722	8.563463154780399	10.422058434122677	8.510489879092216	8.329718004852097	8.1517597502814	8.603362012830567	6.658189355286833	9.047989408467556	9.480724583166445	7.818329314812589	7.118084463384997	7.639011087944785	8.028611619976946	7.810292353281946	8.44026005870245	8.06336882687645	8.061389477462585	8.951770836376838	8.292882652502662	9.453658983527676	9.59154657191833	8.05533426793827	8.318363603290985	7.461788939791601	8.027886449021368	7.377310533577283	7.833167330408094	8.303294308430079	6.255077223912167	8.544212120841765	8.123301136705988	0.0	8.160573787468392	9.452088740431552	7.161101277378693	8.144550744262343	7.0796757841877564	7.646772432815517	9.461023020053334	7.603814001799771	8.859934588000765	8.549475720773417	8.038204026744673	10.15953117997724	8.108710167211854	11.672606381700932	8.013953875321606	8.448821104881294	9.738071588078581	6.579429502449606	8.479268041413077	7.103492236442538	8.098184410394355	7.700190621319951	8.490738642420071	8.48059828622362	8.658740615344971	6.969616450802876	8.191072245567634	7.675954943780881	8.550243205936102	8.171971332137579	8.07339189286406	7.684154749684194	8.305565116093046	7.065669821190275	8.695417478622492	9.300122717126127	7.3311568318306435	8.000350180898652	7.4076965680139235	8.034043739212793	9.875629361435651	7.135300076810418	7.989882836180839	7.534012648009083	7.765047525223958	7.539673910354736	8.547851670961563	8.059193729429072	8.520475694898945	8.190558417198169	7.306654040750544	8.770396440405094	7.435091416663123	7.287052600762805	7.534483550453849	7.006171583702342	9.084356020988062	6.8528384352244816	7.514714101449758	9.203253067789865	8.021170714277766	6.817921114297457	
P28222	8.028917984704528	10.061026128508825	7.145327077805844	7.824846867322758	8.73053201621958	9.440883344995397	6.26498965760848	7.814248525165855	8.883312443085817	8.013335826726674	7.9527101695696585	7.596695335194104	6.609012016009398	8.979799015961978	8.153395599854916	6.913067020830333	7.281736919963997	8.310357463102092	8.877241756723347	10.163334099339359	8.443492521970114	7.878585572571431	9.020238474049366	6.4536336431424495	7.915631109436203	6.960596581846733	6.785577618774458	7.765620840288219	6.879467676339208	9.50061391529073	7.272825288953574	8.160573787468392	0.0	8.44477038577668	7.77717719851469	7.335860437442067	10.375137856592278	7.663200573327096	8.64529292838872	7.324123488532381	7.837896764786357	7.583065243670697	8.270725979639199	10.601865014224138	7.931928337011654	11.89728675948994	7.2291156577971805	7.918051163597723	10.277771096383917	6.07678690144617	8.024383402059383	7.636738211894055	8.293363575813341	8.220283200183369	7.708802714265728	8.263860949496546	8.576065516177794	6.942952426279122	7.433435498121652	7.824339073771204	7.443517656066908	8.396674771007605	8.441505392842195	7.206955585107203	8.759014236992538	6.897651838325735	8.71297964299379	9.120738620413091	7.567740611474946	7.303612796785311	6.865137911463435	8.82360721566354	10.455979545438947	7.3747877621394275	9.49456714308568	7.462188962248988	7.5263214377070735	8.485687567038326	6.529214703985767	7.715094517443218	7.304781805755479	9.160551627483272	6.43436386139295	8.536441285357785	8.613228005982291	6.832231419735246	7.997838265929078	7.689925536285955	8.599062314049743	7.921638956782727	7.6327406995872895	9.76015762206663	8.502450186903575	8.094298957853988	
P50406	9.511598302171253	10.99941406924598	8.847714244636258	9.235584857197326	9.878468051551469	10.429117989352243	7.339170206060059	9.685447802186097	9.969192577745218	8.546586185404301	9.155539576936611	8.351632507433168	8.381584646111438	9.661393108849506	8.642962052429633	8.670641836037907	8.5912136798508	9.11859160529102	9.187906359921364	10.882610512949404	9.911756374513187	9.102607877810145	9.612081585075018	7.766232238882361	8.604021280913736	7.967857358574864	8.43985980902601	8.083519020604909	7.822291645968654	10.158788058377302	8.787927187917527	9.452088740431552	8.44477038577668	0.0	8.11245857881451	8.855620236072154	10.652560333449566	8.16893978610555	10.217307531015315	8.587434024291897	9.400075847180823	9.176693052837022	9.130975544515193	11.551230518255904	9.202566535326387	12.624567050585876	8.721725846310639	8.891186987815935	10.751436390448994	7.581930879632007	9.186314383748075	8.844815807237804	9.42197834610063	9.201285878061311	9.044615872604288	8.11593073783111	9.726839643646457	7.884995963785069	8.787494880673316	8.391635202907219	9.137820230407435	9.086797620964006	9.46694352212475	8.313377512362104	9.670148394487232	7.893388219089258	9.322479846502498	8.74707774197506	8.914586143239937	8.71857623004548	8.50558874299187	9.84337441139952	11.087233186477903	8.048627216984563	9.99100181919669	8.31511782517511	8.178812220064172	9.245754092089909	8.551281309827864	9.145759051837661	8.5304140822177	9.76786530856316	7.968580426597438	9.814055035686975	9.365366547966811	8.213709082441628	8.162712881917951	8.833323491213054	9.338626745157828	8.967585994005399	8.498802025725922	10.35714587340932	9.420418588847815	9.133578445665473	
Q13258	8.183939807255594	10.080074875780614	8.179829001886239	7.81366788350844	7.855729720275527	8.401663412831672	6.060097711297448	8.50279463783499	8.925370437465642	6.939333680497344	6.333022458663375	6.813704319117283	7.264350119740592	7.764774247044708	7.813165938996983	7.339018950449336	7.430059215753343	7.790481362637996	7.7250744576269925	9.252189320461405	9.008553990269624	7.485149643207772	7.810342987467454	6.57583073226045	6.90720533016476	6.572617238248935	7.104166811025418	7.5449147472363505	5.163725502474714	8.146754255279747	7.054161599949759	7.161101277378693	7.77717719851469	8.11245857881451	0.0	7.106396922602557	9.300114362729811	6.4621560283618225	8.800612885009452	7.344316097777832	8.27109896278797	7.908727879003749	6.976108450001372	9.916303124149875	7.420704321341743	11.711342068655915	7.429942357802791	7.374414565307436	9.237154899457693	5.651815951817058	7.8717140833285795	6.102510406501084	7.787940944400991	6.7308259785812465	7.722435273851443	7.561235008236038	8.493911245796744	5.6953958287292465	7.520954184676203	7.090184147334186	7.924365965462937	7.881334592464852	7.149351073171798	6.598730848352066	7.619720018947875	6.18713748448642	8.096013459364988	9.017195214246312	6.865302606657757	7.297491063439459	6.893352382498318	8.282423289286987	9.34513649476282	6.318709064640144	8.348244178934742	6.21458317515038	6.9931808631457635	7.267716000156416	7.841761302382717	7.427907039328217	7.970151055269893	8.067039085455917	6.2659005806289745	8.106962855962008	7.398538412501911	6.788532125239043	6.028427439022902	6.6962796486430936	8.216378782285956	6.57736598945152	7.216458067506688	8.932413519209668	8.128094066593071	6.545013467200815	
P21554	8.466036822877442	10.42962358909416	7.674656828412535	8.175245744001206	8.644762164379165	8.60659298200961	6.555005615897497	8.416450895721843	9.16258778217573	8.104424488021332	7.306286743559683	6.451150525736555	6.811136382024458	8.747238229520718	8.573086147930272	6.906122526115399	7.261890858916564	8.064784092377566	8.538788518723196	10.05249775236905	8.438943597881714	7.563237381879763	8.093603645005068	6.252266614846397	7.738217256443653	6.264320598885761	6.971068329138798	7.962504701072657	6.5112202851753755	9.723008314658335	7.14605101907564	8.144550744262343	7.335860437442067	8.855620236072154	7.106396922602557	0.0	9.853625511302715	7.035463020610009	8.51513011344309	7.547793427860744	8.370387605311711	8.041383001803258	7.669381706870957	10.301037052418234	7.504360277541717	11.708840589007131	7.388042569199871	7.481452210346496	10.621903175457843	6.030555912347258	8.343961130866699	7.081959949536673	8.011296929549975	7.836977319787411	7.622349601820659	8.155164188929998	8.884907550292075	6.611032647735413	7.11897221378549	7.693544337324109	7.441807847602633	8.672047949911548	8.43271465040336	6.191344559100476	8.417364146950602	6.398208908518312	8.489704579754346	9.677551471299505	7.609905533904431	7.144175242355778	6.821805718380385	9.008542020659222	9.921720710154128	6.833377000533026	8.889718804109613	6.95408727867084	7.223367709380541	8.416263507458932	7.446885683366499	7.270091714886656	7.538028684517653	9.148201679576806	6.131561736470959	8.064791397188946	8.209939440724353	6.552509084818736	7.718864731180646	7.164053950174922	8.434675487419716	7.725555577477545	6.975335911544798	9.659426324280734	8.351957446321116	8.008511476064887	
Q9NPC1	9.97347481276043	11.781931135904912	10.363974004435713	10.17385902909461	10.305370016963517	10.277799433846896	8.697840848576009	10.709338197749684	10.837771177352751	9.671019593474833	9.578930059653363	9.43253813543987	9.984906503635399	9.22871399933513	10.096903689839356	9.740883140191844	10.354350862069435	10.667997963935045	9.927811945876343	11.076259440918093	11.011818352232424	9.795239437288439	10.39144095976877	9.403007604890162	9.718702432226102	9.177370255124817	9.578072912519733	10.056870566479274	8.421553274429023	9.65750485294536	10.008811323423455	7.0796757841877564	10.375137856592278	10.652560333449566	9.300114362729811	9.853625511302715	0.0	9.569548107678829	11.033959314007587	9.513135263521788	10.513404265738048	10.222766000827777	10.2579926043818	11.624347491729376	10.184376841673325	12.791428557786883	10.11780441486795	10.045409499362702	10.797963715239888	8.994137204068917	10.580512147588028	9.550029687960045	9.574001249949037	9.732127192746075	10.475373485855611	10.07148623376643	10.555102256758047	9.433516761098003	9.971714587664435	9.711477425875165	10.605831380674175	10.195940509446954	9.720081456783836	9.625113468125372	9.271559855060024	9.376918516451626	10.3704780235948	11.152181344493288	9.276278773077491	9.948227821017431	9.533939910271688	9.818899660997394	11.044578731393264	9.336570991898965	10.019159390848673	9.547842102218633	9.601378572480966	9.23005763810051	9.931687546433718	10.089109571862476	10.014731342098859	10.142970555506082	9.160096430656141	10.800237765819848	9.304066977419874	9.288051807079814	9.245660120821992	9.060010950946968	11.194945449255334	8.465467089269318	9.622017420152915	11.091990605792866	9.829127664287874	9.09704239951743	
P29275	8.215214490638829	10.153569103235482	7.66802279467576	7.916537748602918	7.703163352145864	8.833040022338722	6.346682080855422	8.288285675597773	9.351802602710563	7.126253367824298	6.913225317604379	7.060081145330123	7.673695696372785	8.135893364069277	8.049072654612887	7.371056491417449	7.429819176942049	7.777782737778586	7.92412152258135	9.56094658697343	8.791245872744904	7.429764196521554	7.712887329044156	6.045251695107647	7.609152464546374	6.795273064991829	6.8544434019590845	7.683969376661894	5.8615753302877955	8.885594845614243	6.9717222578062	7.646772432815517	7.663200573327096	8.16893978610555	6.4621560283618225	7.035463020610009	9.569548107678829	0.0	9.234663296417365	7.306929113400394	7.962133451789416	8.022253021129144	7.636080016058099	9.48867549506877	6.446234998807608	11.329330406553982	7.4497712305812875	5.865455859839136	9.994165563004724	6.1336580284746764	7.913983839793276	6.9429782279513175	8.022223791355206	7.13817185226175	8.294155650841565	8.11196515201	8.843725204811271	6.228574503051853	7.547599919158085	7.408900436910693	8.00627418898906	8.42612992647495	7.559467026008468	6.82203298652378	8.203935153764142	6.548305700844783	8.268619558703255	8.675367092088814	7.255559196756725	7.813852670302011	6.625398040547969	8.906232996889772	9.509291909067276	6.617757477790534	7.781430693096953	6.265452873137449	7.170661645747384	7.56369251938094	7.600140662384456	7.330923622133833	7.485764609601576	8.560343158620014	6.514354691016245	8.733213396391658	7.0802649672511135	6.553324895426191	7.2853024274884275	6.899698308357586	8.465729763885085	7.1326277501461135	7.0273288369398035	8.942272510763537	8.01240105058653	7.014141809766057	
O00222	9.930706565685817	11.351185725395036	8.125508253367215	9.583866726774222	9.39476913074849	10.414396200939347	7.939243372975996	10.132693645845977	10.259315851831769	9.714312924192942	9.188918310187372	7.970745249901615	8.163520351859923	9.670777010710202	9.576661313386792	7.191318060189945	8.031280825626489	9.717324440106092	9.805246703413452	10.93282997612508	10.178697715812303	9.057178303624198	9.856158043275087	7.865737233198483	8.793102623803748	7.988397295221454	8.398071287499269	9.423953582888524	8.08884081476638	10.356517324922093	8.851569304436318	9.461023020053334	8.64529292838872	10.217307531015315	8.800612885009452	8.51513011344309	11.033959314007587	9.234663296417363	0.0	9.052840652377427	9.249165071662734	9.227053236528906	8.963420975485041	11.436617908345985	9.614540981083742	12.335860361917833	8.620060642889182	9.741285554390052	11.129649632743673	7.639290722257276	9.780902629524851	8.95197710884956	9.94029958188545	9.112306280501288	7.41304183243073	9.677878946488532	9.750851651364046	8.599248309800966	7.212588559171959	8.525350413573294	9.13182158519189	9.179844011229338	9.617743192618681	7.740458951063231	9.706376232558334	8.099476934156733	9.591948847578088	10.961762752985075	9.226537170812465	6.041243645187587	8.748941660330926	10.155143939803764	10.959984275226295	8.730296787860896	10.336924850036304	8.667980930696283	8.528092545145135	9.429043910650433	8.523577675540713	8.988273591952508	8.170426454582545	10.549930132375318	8.040813688617815	7.874471704190728	9.33596555294591	8.569973824600432	9.032743505722586	8.791579441083181	9.434450774702853	9.201476777042947	8.689856936913667	10.564885424919506	9.557694370355854	9.36682829848427	
P35368	5.204849957031485	10.226654732015941	7.513443013220931	5.386972831803949	8.3558722717507	9.150832186716581	6.218627378226852	6.024926343951089	8.679914309388995	7.804263260628317	7.570458541245737	7.120262289545454	7.028079482055707	8.300374146343119	7.844379678073752	7.053905045428679	7.459826613857624	6.792386360200891	8.097683156689559	9.50483213981712	6.804770547688761	7.584951927826777	8.486324509604074	6.338417357929196	7.664927660695334	6.933841994654883	6.925614467812638	7.715624938754962	5.815252136316688	8.736789434878562	7.054801887116543	7.603814001799771	7.324123488532381	8.587434024291897	7.344316097777832	7.547793427860744	9.513135263521788	7.306929113400394	9.052840652377427	0.0	5.891799372366153	7.455388049508447	7.933892471710424	10.391284311151182	7.100864110364315	11.683820816209602	7.060438828663476	7.831737010865159	9.802017642225888	5.773764358892816	6.426123468050261	6.538347787772836	7.642746813176343	7.154263755188956	7.793750172451833	8.286319140767677	8.365994456881532	5.583860158067382	7.419439880137263	7.328278642304332	7.465173205269789	7.801261761252682	7.621130726019061	6.56742074373632	8.034675385152992	6.294778241137282	8.824952548018226	8.807816406780224	7.127264056789819	7.598558333419072	6.961851707986699	8.509614440887969	9.830439483647174	6.975486588384559	8.484822644378047	6.973346928380086	7.259538377955357	7.756300122357321	7.319625073953759	7.683537316763384	7.626564042725401	8.917454307066029	6.708088967427427	8.331008311052084	7.595591683512727	6.880603499294536	7.8122050172728414	6.822359347122884	8.43879489029773	7.3112905258619385	6.8998720194041825	9.391047479351005	7.693568266424895	7.840041824275932	
P08913	7.106017619183545	10.775679579485185	7.83958828912345	7.3646310939372865	9.118252317548835	10.093588727237332	7.266837951519701	5.806018008561648	9.737811898890264	8.77527181036557	8.666537586287571	8.206254828039242	7.697983499842599	9.50372040911108	8.741892804783237	7.824382264681328	7.8489806606524555	7.604970030877388	9.132787460535583	10.176449452910001	5.795778110543073	8.470213958468328	8.982150677436683	7.27778918250471	8.46379392160765	7.791412077162684	7.627183480958685	8.405106805786795	7.223625925223522	9.78394526499555	7.614676095104747	8.859934588000765	7.837896764786357	9.400075847180823	8.27109896278797	8.370387605311711	10.513404265738048	7.962133451789416	9.249165071662734	5.891799372366153	0.0	8.23790715034541	8.992291247242482	11.001822150783715	8.360855417633168	12.420956288141642	8.540524143674986	8.18068366887646	11.051370888993677	6.958118305235046	7.000448152867404	7.88958262435251	8.847318127419166	8.732810601061807	8.503331326592935	9.16329924418723	9.280579764276299	6.7070120495641525	8.0796584250632	8.62310316148816	8.405017960997203	9.296046596119634	8.815688814777927	7.766725804589857	9.135803777126622	7.623008916613256	9.576739914851714	9.306266738297804	7.908579976979603	8.213384852420052	7.749549478675539	9.257814358471068	10.612401738216422	8.493722750078213	9.414694608129755	8.250108409646304	8.140798699692386	8.802918335972574	7.619204990368147	7.932323265077985	8.402157598776725	9.290549223822197	7.464780209642268	9.316247404958508	8.592927181883681	7.827561040321603	8.711340275134482	8.51954123648765	9.028911251081249	8.285427225081563	8.25424833143638	9.730665749032053	9.253174819193548	8.86986617979123	
P28223	8.066934978227884	10.334213362153253	7.783728515297355	8.369855015001049	9.439128736549913	9.559212432723198	7.180239376965722	8.596720300227508	9.32174597274627	8.428531896550599	7.943820374835759	7.035703726622404	7.1997552837070655	8.844566999136184	8.419526876119518	7.247943931612589	8.2511196272552	8.828829997514195	9.404513852182827	10.515990186606652	9.31314715425989	8.174692046218453	9.024470554436567	6.476936213661042	8.55631437314589	7.348765177350663	7.111160504576013	8.685220675631518	7.0121254610552475	9.904762695880281	7.406796044390733	8.549475720773417	7.583065243670697	9.176693052837022	7.908727879003749	8.041383001803258	10.222766000827777	8.022253021129144	9.227053236528906	7.455388049508447	8.23790715034541	0.0	8.482505610905504	10.656402560463189	8.472126181870498	12.425036490643146	7.275316037454026	8.426873279250682	10.546450896804341	6.657090970928708	8.433345980073387	7.68318239970906	8.71717073232894	7.828102516749234	8.055679712722448	8.816557352401643	8.793135639582662	7.4437347815155706	7.836423101375947	7.8469374265633345	7.855914276276501	8.531865167165638	8.4561867585195	6.644795161604452	9.080515928336764	6.553651495890178	9.144806470712266	9.468726784902996	8.068685228041126	7.804085696165944	7.349476767583574	9.148397659382479	10.893911448667343	7.7021846438660875	9.699601741455464	7.614602036237702	7.884834420251957	8.882733918578568	7.833577055018556	7.865062125251181	7.611034328483294	9.827479393715652	6.992126975939472	8.768737178600684	8.920004857977437	7.330198301554602	8.507495407873568	7.581110789571781	8.668639516191405	8.341764480300009	7.475586429628062	10.009035780906892	8.379013773241558	8.480598300386351	
P30518	8.668718249491778	10.41719899142882	8.191604927914659	8.185684055733311	8.281801669733468	9.402474460886044	6.92065920775225	8.858361242441543	9.181929223333462	7.555028663932976	7.534197355456609	7.363006952056059	8.042616206770425	8.563185921829772	8.689933259247931	7.869202372690844	7.810929890431572	8.23794859574119	8.426385169447535	9.776835481416068	9.440609068950856	8.127701643759151	8.320642067852368	7.009514079230026	8.209748801772383	7.218326149368496	7.742857915450567	8.444584863412484	6.635002812132513	9.352262953328271	7.342825087293302	8.038204026744673	8.270725979639199	9.130975544515193	6.976108450001372	7.669381706870957	10.2579926043818	7.636080016058099	8.963420975485041	7.933892471710424	8.992291247242482	8.482505610905504	0.0	10.658894672484907	8.076140324676283	11.952030423870946	7.989424926455407	8.262970343961431	9.933965158667123	6.121166689830672	8.576573453171063	6.691097619285488	8.567001815211647	7.749591552780863	7.956872039722025	8.437946638661685	9.01954256186137	6.451996804725784	8.162565452108367	7.562741887213502	8.250351164929215	8.367808154771824	8.059955950786069	7.21730351187757	8.579258451541616	6.894611525749176	8.945545717178765	9.4570804429262	8.207364156716963	7.721802142185994	7.782560973503213	8.898331059740782	10.128658384662112	6.37148915455968	8.701905862654588	7.10820282261455	7.787227829269655	8.332218940008854	8.58254636969877	7.960380608467283	8.256673174545092	9.71281091391728	7.2498926907177506	8.51946399009177	7.6191535392793694	7.5253726483687675	7.901804480650657	7.694964889816727	8.957365608799742	7.827496219211615	7.461303599980712	9.722235814718156	8.488140275444147	7.4684289156137	
Q96G91	10.73478400033734	9.887417948187945	10.707790806505948	10.620465557991425	10.220741899004922	11.238745234722401	9.509244997522527	10.918356060178326	11.537237291895098	10.627230547241616	10.012688655315566	9.902571423130725	10.36877281594992	10.67417645354498	10.521476797261272	10.294747801384206	10.121989726980324	11.078768817417629	10.557876446810425	11.534244952034209	11.479624272277471	10.453488862416341	10.406634667393392	9.910698691442263	10.678646285342218	9.781872376720957	10.31735662146126	10.69747977118043	9.151037908761063	11.280340527987471	10.276291531762379	10.15953117997724	10.601865014224138	11.551230518255904	9.916303124149874	10.301037052418234	11.624347491729376	9.48867549506877	11.436617908345985	10.391284311151182	11.001822150783715	10.656402560463189	10.658894672484907	0.0	10.028538331168475	8.463598003396456	10.283346933352494	10.538057400543057	12.517804418834235	9.29144421112188	10.723439888570217	9.681407308380887	10.505578033490506	10.419331343790088	10.5734379695317	10.71995586327631	10.87214795269921	9.752887321137068	10.196716165503025	10.164805781215273	10.793891540549028	10.698733381620222	10.524128802840412	9.929786653990243	10.6502080637496	9.662726829989198	10.868779243964035	11.87220437068868	9.961740617793874	10.193597014752655	9.637047090198795	10.812276728820782	11.968368544443564	9.589616524835872	10.334800909250239	9.712833827794059	10.157892213767672	10.188591074078687	10.574145842477689	10.025753892246408	10.547060161218896	10.973809435762726	9.585486473814662	10.661344075966324	10.34575925658875	9.915418791406847	10.060920985667424	9.67227802022748	10.839889201352927	9.708190024823969	10.179292172630676	11.298794385787414	11.210019996774058	10.076632160494594	
