	Q14833	P30556	P08173	O60883	P30874	Q15077	P21731	Q8TDS4	P41231	Q9Y271	P43116	P25024	P35372	P28335	P08588	P43088	P35346	P51582	P30872	Q8NFJ5	Q9UBS5	Q99677	P08100	P41143	P41145	P47898	O95665	Q9Y5N1	Q9NS75	Q9H3N8	P28222	P35367	P08908	P47900	P48039	P29275	Q9NPC1	P35368	P25105	Q14416	P37288	P30939	Q14832	P14416	P28566	P21918	P32238	P25100	P41594	P32745	P34981	P32239	P43115	Q15391	Q13255	P50406	O00222	P25021	P11229	P08172	P51681	P43657	P34995	P21554	Q15722	P35462	P28221	Q13258	P20309	P43119	P35348	P0DMS8	P07550	P30542	P41595	P18825	Q9H244	Q96G91	P13945	Q5T6X5	P34969	Q13639	P18089	P21917	P30518	P29274	P28223	P08913	P24530	Q14831	P25101	O15303	P08912	P21728
Q9Y5N1	0.38461538461538464	0.25	0.21428571428571427	0.24242424242424243	0.2962962962962963	0.1282051282051282	0.2222222222222222	0.13157894736842105	0.1724137931034483	0.17073170731707318	0.15151515151515152	0.21739130434782608	0.36363636363636365	0.3333333333333333	0.21875	0.14285714285714285	0.2222222222222222	0.14705882352941177	0.20930232558139536	0.11764705882352941	0.47368421052631576	0.15555555555555556	0.38461538461538464	0.3076923076923077	0.3333333333333333	0.47368421052631576	0.25925925925925924	1.0	0.14285714285714285	0.11666666666666667	0.23684210526315788	0.17391304347826086	0.4166666666666667	0.15789473684210525	0.17647058823529413	0.1935483870967742	0.07272727272727272	0.25	0.125	0.47619047619047616	0.1590909090909091	0.3684210526315789	0.37037037037037035	0.3888888888888889	0.44	0.22857142857142856	0.1590909090909091	0.2857142857142857	0.5882352941176471	0.20512820512820512	0.25925925925925924	0.3333333333333333	0.28	0.11627906976744186	0.45	0.16666666666666666	0.19047619047619047	0.13953488372093023	0.4117647058823529	0.42857142857142855	0.2	0.16216216216216217	0.10714285714285714	0.3076923076923077	0.16129032258064516	0.22580645161290322	0.21428571428571427	0.21739130434782608	0.25	0.16	0.13043478260869565	0.0847457627118644	0.3	0.21875	0.20408163265306123	0.20454545454545456	0.17073170731707318	0.1282051282051282	0.15384615384615385	0.1111111111111111	0.25925925925925924	0.15384615384615385	0.23684210526315788	0.16326530612244897	0.19230769230769232	0.1951219512195122	0.23076923076923078	0.23684210526315788	0.2222222222222222	0.28	0.15151515151515152	0.19444444444444445	0.23076923076923078	0.42857142857142855	
Q9NS75	0.13333333333333333	0.14	0.136986301369863	0.15873015873015872	0.11666666666666667	0.22580645161290322	0.14893617021276595	0.13636363636363635	0.2222222222222222	0.21212121212121213	0.1864406779661017	0.15384615384615385	0.14814814814814814	0.15254237288135594	0.12698412698412698	0.23076923076923078	0.13432835820895522	0.14516129032258066	0.1506849315068493	0.12658227848101267	0.17647058823529413	0.2537313432835821	0.08695652173913043	0.13793103448275862	0.10344827586206896	0.1320754716981132	0.15789473684210525	0.14285714285714285	1.0	0.17857142857142858	0.16176470588235295	0.2112676056338028	0.13793103448275862	0.13432835820895522	0.14285714285714285	0.1694915254237288	0.1518987341772152	0.10714285714285714	0.1780821917808219	0.16666666666666666	0.18571428571428572	0.13725490196078433	0.1694915254237288	0.11764705882352941	0.15254237288135594	0.11940298507462686	0.2028985507246377	0.13333333333333333	0.1346153846153846	0.14492753623188406	0.2222222222222222	0.16363636363636364	0.16363636363636364	0.14285714285714285	0.17307692307692307	0.1282051282051282	0.1388888888888889	0.15714285714285714	0.14285714285714285	0.08333333333333333	0.10714285714285714	0.22950819672131148	0.16666666666666666	0.1	0.15254237288135594	0.16666666666666666	0.1527777777777778	0.2	0.203125	0.10909090909090909	0.18309859154929578	0.12941176470588237	0.16	0.109375	0.1518987341772152	0.11842105263157894	0.1267605633802817	0.10144927536231885	0.11594202898550725	0.15	0.11864406779661017	0.1794871794871795	0.12857142857142856	0.12658227848101267	0.125	0.15714285714285714	0.17647058823529413	0.14492753623188406	0.14035087719298245	0.20754716981132076	0.20689655172413793	0.13636363636363635	0.2698412698412698	0.10714285714285714	
Q9H3N8	0.09722222222222222	0.13333333333333333	0.16049382716049382	0.13513513513513514	0.14705882352941177	0.16	0.1206896551724138	0.1780821917808219	0.16666666666666666	0.21333333333333335	0.1095890410958904	0.12698412698412698	0.140625	0.16176470588235295	0.1232876712328767	0.16666666666666666	0.1917808219178082	0.17142857142857143	0.20253164556962025	0.21951219512195122	0.14516129032258066	0.1728395061728395	0.08928571428571429	0.18461538461538463	0.13636363636363635	0.16393442622950818	0.14925373134328357	0.11666666666666667	0.17857142857142858	1.0	0.18421052631578946	0.22784810126582278	0.14925373134328357	0.14473684210526316	0.18571428571428572	0.25	0.18604651162790697	0.140625	0.15476190476190477	0.12121212121212122	0.23684210526315788	0.13114754098360656	0.17647058823529413	0.13333333333333333	0.2153846153846154	0.2112676056338028	0.189873417721519	0.1791044776119403	0.12903225806451613	0.16883116883116883	0.16666666666666666	0.19047619047619047	0.15384615384615385	0.18181818181818182	0.14285714285714285	0.2073170731707317	0.1625	0.22666666666666666	0.09836065573770492	0.06779661016949153	0.15873015873015872	0.16216216216216217	0.1044776119402985	0.2222222222222222	0.16176470588235295	0.19117647058823528	0.175	0.18333333333333332	0.17333333333333334	0.2	0.20253164556962025	0.15053763440860216	0.13114754098360656	0.18840579710144928	0.2	0.14285714285714285	0.1375	0.12987012987012986	0.15789473684210525	0.14444444444444443	0.24193548387096775	0.25609756097560976	0.16883116883116883	0.19047619047619047	0.1044776119402985	0.1794871794871795	0.18181818181818182	0.15384615384615385	0.11764705882352941	0.10294117647058823	0.14084507042253522	0.13157894736842105	0.1518987341772152	0.12307692307692308	
P28222	0.20408163265306123	0.11627906976744186	0.21311475409836064	0.23076923076923078	0.20833333333333334	0.17543859649122806	0.125	0.2	0.16326530612244897	0.14516129032258066	0.12962962962962962	0.13333333333333333	0.2926829268292683	0.2553191489361702	0.19230769230769232	0.18333333333333332	0.28846153846153844	0.19230769230769232	0.22950819672131148	0.1267605633802817	0.275	0.171875	0.1388888888888889	0.29545454545454547	0.27906976744186046	0.275	0.1875	0.23684210526315788	0.16176470588235295	0.18421052631578946	1.0	0.16666666666666666	0.2127659574468085	0.11666666666666667	0.21153846153846154	0.17647058823529413	0.10810810810810811	0.15217391304347827	0.16666666666666666	0.22727272727272727	0.13846153846153847	0.225	0.2	0.2	0.2826086956521739	0.17857142857142858	0.21311475409836064	0.20408163265306123	0.21951219512195122	0.20689655172413793	0.2127659574468085	0.2222222222222222	0.2222222222222222	0.16393442622950818	0.23809523809523808	0.1791044776119403	0.21666666666666667	0.2	0.20512820512820512	0.13157894736842105	0.20454545454545456	0.11864406779661017	0.08	0.26666666666666666	0.1346153846153846	0.24489795918367346	0.34545454545454546	0.18604651162790697	0.1724137931034483	0.18181818181818182	0.171875	0.1917808219178082	0.1951219512195122	0.16981132075471697	0.26153846153846155	0.22580645161290322	0.14516129032258066	0.11666666666666667	0.1724137931034483	0.12162162162162163	0.2391304347826087	0.2028985507246377	0.22807017543859648	0.17647058823529413	0.125	0.2413793103448276	0.2909090909090909	0.25	0.12	0.25	0.1509433962264151	0.2	0.16393442622950818	0.20454545454545456	
P35367	0.15789473684210525	0.14583333333333334	0.208955223880597	0.18333333333333332	0.16071428571428573	0.23333333333333334	0.15555555555555556	0.12307692307692308	0.20754716981132076	0.2	0.13333333333333333	0.11538461538461539	0.1320754716981132	0.15789473684210525	0.1694915254237288	0.16417910447761194	0.1746031746031746	0.1896551724137931	0.17142857142857143	0.14473684210526316	0.20833333333333334	0.1388888888888889	0.09090909090909091	0.20754716981132076	0.14814814814814814	0.13725490196078433	0.18518518518518517	0.17391304347826086	0.2112676056338028	0.22784810126582278	0.16666666666666666	1.0	0.16363636363636364	0.1935483870967742	0.22807017543859648	0.2641509433962264	0.18666666666666668	0.15384615384615385	0.18309859154929578	0.19607843137254902	0.208955223880597	0.16666666666666666	0.17543859649122806	0.1	0.2	0.140625	0.265625	0.2	0.14	0.1323529411764706	0.23076923076923078	0.24	0.16981132075471697	0.21875	0.18	0.19444444444444445	0.14285714285714285	0.25396825396825395	0.125	0.08695652173913043	0.1111111111111111	0.19672131147540983	0.10909090909090909	0.14285714285714285	0.2	0.15254237288135594	0.15714285714285714	0.1836734693877551	0.3157894736842105	0.1346153846153846	0.17142857142857143	0.13253012048192772	0.14285714285714285	0.15	0.2361111111111111	0.16901408450704225	0.16417910447761194	0.12121212121212122	0.15384615384615385	0.15384615384615385	0.12280701754385964	0.2	0.1323529411764706	0.1917808219178082	0.08928571428571429	0.1791044776119403	0.13043478260869565	0.16666666666666666	0.125	0.14814814814814814	0.11475409836065574	0.1774193548387097	0.2786885245901639	0.17647058823529413	
P08908	0.3939393939393939	0.20689655172413793	0.22	0.21428571428571427	0.21621621621621623	0.125	0.14285714285714285	0.08163265306122448	0.1282051282051282	0.11538461538461539	0.14285714285714285	0.15151515151515152	0.3333333333333333	0.3939393939393939	0.225	0.16	0.22727272727272727	0.13953488372093023	0.21568627450980393	0.09836065573770492	0.4074074074074074	0.16981132075471697	0.21739130434782608	0.2222222222222222	0.23529411764705882	0.3103448275862069	0.2571428571428571	0.4166666666666667	0.13793103448275862	0.14925373134328357	0.2127659574468085	0.16363636363636364	1.0	0.14893617021276595	0.16279069767441862	0.23684210526315788	0.078125	0.21212121212121213	0.14285714285714285	0.3225806451612903	0.19607843137254902	0.2413793103448276	0.2702702702702703	0.2962962962962963	0.3142857142857143	0.20454545454545456	0.17307692307692307	0.21052631578947367	0.4230769230769231	0.1875	0.2222222222222222	0.2727272727272727	0.2	0.09433962264150944	0.3	0.15789473684210525	0.15384615384615385	0.1346153846153846	0.3076923076923077	0.2	0.14285714285714285	0.17777777777777778	0.10810810810810811	0.2222222222222222	0.12195121951219512	0.2972972972972973	0.24489795918367346	0.1875	0.2222222222222222	0.18181818181818182	0.16981132075471697	0.12121212121212122	0.2413793103448276	0.225	0.23214285714285715	0.26	0.1836734693877551	0.14893617021276595	0.1702127659574468	0.1111111111111111	0.2222222222222222	0.16666666666666666	0.26666666666666666	0.2641509433962264	0.17142857142857143	0.18	0.28888888888888886	0.26666666666666666	0.19444444444444445	0.23529411764705882	0.17073170731707318	0.20454545454545456	0.20833333333333334	0.3333333333333333	
P47900	0.12	0.18421052631578946	0.16393442622950818	0.17307692307692307	0.1	0.28	0.2	0.125	0.22727272727272727	0.1724137931034483	0.16	0.23076923076923078	0.19047619047619047	0.19148936170212766	0.1346153846153846	0.15254237288135594	0.23076923076923078	0.18	0.2	0.1323529411764706	0.2	0.18032786885245902	0.11764705882352941	0.22727272727272727	0.15555555555555556	0.17073170731707318	0.17391304347826086	0.15789473684210525	0.13432835820895522	0.14473684210526316	0.11666666666666667	0.1935483870967742	0.14893617021276595	1.0	0.17647058823529413	0.2127659574468085	0.1791044776119403	0.19047619047619047	0.2982456140350877	0.18604651162790697	0.22413793103448276	0.1794871794871795	0.1875	0.125	0.16666666666666666	0.08620689655172414	0.16393442622950818	0.16666666666666666	0.175	0.15517241379310345	0.22727272727272727	0.23809523809523808	0.20930232558139536	0.19298245614035087	0.1951219512195122	0.1875	0.12903225806451613	0.1896551724137931	0.15789473684210525	0.1111111111111111	0.21951219512195122	0.21153846153846154	0.18604651162790697	0.2	0.21739130434782608	0.16	0.12698412698412698	0.2	0.2037037037037037	0.13953488372093023	0.16129032258064516	0.1506849315068493	0.1794871794871795	0.1568627450980392	0.14492753623188406	0.19672131147540983	0.21428571428571427	0.16363636363636364	0.14035087719298245	0.15942028985507245	0.17391304347826086	0.15942028985507245	0.13559322033898305	0.1	0.13333333333333333	0.1896551724137931	0.13333333333333333	0.17543859649122806	0.15217391304347827	0.13043478260869565	0.11538461538461539	0.125	0.23636363636363636	0.16279069767441862	
P48039	0.15555555555555556	0.24242424242424243	0.21818181818181817	0.1875	0.21428571428571427	0.17647058823529413	0.1875	0.22916666666666666	0.19047619047619047	0.20754716981132076	0.2	0.1891891891891892	0.21052631578947367	0.18181818181818182	0.1702127659574468	0.20754716981132076	0.30434782608695654	0.25	0.2830188679245283	0.140625	0.2571428571428571	0.19298245614035087	0.1724137931034483	0.21951219512195122	0.2	0.2222222222222222	0.21951219512195122	0.17647058823529413	0.14285714285714285	0.18571428571428572	0.21153846153846154	0.22807017543859648	0.16279069767441862	0.17647058823529413	1.0	0.23255813953488372	0.19047619047619047	0.21052631578947367	0.14754098360655737	0.20512820512820512	0.19642857142857142	0.16666666666666666	0.20454545454545456	0.1388888888888889	0.3	0.1568627450980392	0.24074074074074073	0.23809523809523808	0.16216216216216217	0.18867924528301888	0.25	0.23076923076923078	0.2631578947368421	0.14285714285714285	0.15384615384615385	0.18032786885245902	0.15789473684210525	0.22641509433962265	0.14285714285714285	0.125	0.1794871794871795	0.1568627450980392	0.14634146341463414	0.21951219512195122	0.18181818181818182	0.2558139534883721	0.24074074074074073	0.2571428571428571	0.19607843137254902	0.18421052631578946	0.19298245614035087	0.1267605633802817	0.23529411764705882	0.1702127659574468	0.171875	0.13114754098360656	0.14285714285714285	0.15384615384615385	0.22	0.16923076923076924	0.19047619047619047	0.20634920634920634	0.16666666666666666	0.12307692307692308	0.14634146341463414	0.22641509433962265	0.16363636363636364	0.21153846153846154	0.13953488372093023	0.17073170731707318	0.17391304347826086	0.20408163265306123	0.18518518518518517	0.21052631578947367	
P29275	0.13953488372093023	0.22580645161290322	0.16363636363636364	0.17391304347826086	0.14285714285714285	0.2391304347826087	0.25	0.14285714285714285	0.2702702702702703	0.19607843137254902	0.24390243902439024	0.28125	0.22857142857142856	0.225	0.18181818181818182	0.17307692307692307	0.2391304347826087	0.23809523809523808	0.2037037037037037	0.1111111111111111	0.24242424242424243	0.16071428571428573	0.19230769230769232	0.2702702702702703	0.21621621621621623	0.20588235294117646	0.20512820512820512	0.1935483870967742	0.1694915254237288	0.25	0.17647058823529413	0.2641509433962264	0.23684210526315788	0.2127659574468085	0.23255813953488372	1.0	0.2	0.22857142857142856	0.21818181818181817	0.2222222222222222	0.18518518518518517	0.25806451612903225	0.16279069767441862	0.1875	0.2564102564102564	0.19148936170212766	0.2549019607843137	0.2564102564102564	0.17647058823529413	0.2	0.3055555555555556	0.25	0.21621621621621623	0.22	0.16666666666666666	0.1896551724137931	0.14545454545454545	0.2916666666666667	0.15625	0.1	0.19444444444444445	0.21739130434782608	0.15789473684210525	0.20512820512820512	0.2564102564102564	0.275	0.23076923076923078	0.28125	0.23404255319148937	0.16666666666666666	0.18181818181818182	0.1323529411764706	0.25806451612903225	0.23809523809523808	0.16129032258064516	0.15789473684210525	0.1509433962264151	0.16326530612244897	0.1836734693877551	0.15873015873015872	0.23684210526315788	0.23728813559322035	0.15384615384615385	0.16666666666666666	0.15789473684210525	0.34782608695652173	0.1509433962264151	0.2	0.15	0.15384615384615385	0.1590909090909091	0.14285714285714285	0.22	0.22857142857142856	
Q9NPC1	0.09230769230769231	0.17647058823529413	0.10256410256410256	0.1875	0.07692307692307693	0.19696969696969696	0.16326530612244897	0.11428571428571428	0.1694915254237288	0.2028985507246377	0.10606060606060606	0.125	0.1016949152542373	0.12698412698412698	0.08823529411764706	0.136986301369863	0.1791044776119403	0.1935483870967742	0.14473684210526316	0.1794871794871795	0.125	0.17567567567567569	0.08163265306122448	0.15	0.09836065573770492	0.10526315789473684	0.15	0.07272727272727272	0.1518987341772152	0.18604651162790697	0.10810810810810811	0.18666666666666668	0.078125	0.1791044776119403	0.19047619047619047	0.2	1.0	0.1206896551724138	0.2361111111111111	0.11864406779661017	0.14666666666666667	0.17307692307692307	0.14285714285714285	0.09090909090909091	0.14516129032258066	0.09859154929577464	0.19444444444444445	0.12698412698412698	0.08771929824561403	0.10810810810810811	0.1896551724137931	0.11666666666666667	0.11666666666666667	0.22058823529411764	0.12280701754385964	0.1375	0.11842105263157894	0.18309859154929578	0.07272727272727272	0.0784313725490196	0.18181818181818182	0.16417910447761194	0.17857142857142858	0.13114754098360656	0.2909090909090909	0.10606060606060606	0.16216216216216217	0.16666666666666666	0.14285714285714285	0.10344827586206896	0.14473684210526316	0.13793103448275862	0.10909090909090909	0.12121212121212122	0.13253012048192772	0.1282051282051282	0.1527777777777778	0.14492753623188406	0.1267605633802817	0.1875	0.15	0.13095238095238096	0.10810810810810811	0.15	0.08196721311475409	0.18309859154929578	0.12162162162162163	0.10810810810810811	0.13333333333333333	0.11666666666666667	0.140625	0.09859154929577464	0.1527777777777778	0.1016949152542373	
P35368	0.16666666666666666	0.24	0.14	0.175	0.17142857142857143	0.13636363636363635	0.4	0.13953488372093023	0.17647058823529413	0.14893617021276595	0.1282051282051282	0.1724137931034483	0.2857142857142857	0.3548387096774194	0.36363636363636365	0.125	0.19047619047619047	0.15384615384615385	0.1836734693877551	0.05	0.21428571428571427	0.16	0.2631578947368421	0.25	0.22580645161290322	0.25925925925925924	0.17647058823529413	0.25	0.10714285714285714	0.140625	0.15217391304347827	0.15384615384615385	0.21212121212121213	0.19047619047619047	0.21052631578947367	0.22857142857142856	0.1206896551724138	1.0	0.1320754716981132	0.1935483870967742	0.16326530612244897	0.23076923076923078	0.16216216216216217	0.2916666666666667	0.2727272727272727	0.225	0.1875	0.4	0.2692307692307692	0.17777777777777778	0.21212121212121213	0.1875	0.22580645161290322	0.10204081632653061	0.20689655172413793	0.16981132075471697	0.12	0.1702127659574468	0.25	0.18181818181818182	0.2	0.16666666666666666	0.15625	0.21212121212121213	0.16666666666666666	0.2571428571428571	0.1875	0.21428571428571427	0.21428571428571427	0.16666666666666666	0.38095238095238093	0.1111111111111111	0.391304347826087	0.2857142857142857	0.16071428571428573	0.2553191489361702	0.17391304347826086	0.16279069767441862	0.275	0.13793103448275862	0.25	0.2	0.2926829268292683	0.14545454545454545	0.15625	0.1956521739130435	0.22727272727272727	0.358974358974359	0.18181818181818182	0.1875	0.2222222222222222	0.13953488372093023	0.2	0.2857142857142857	
P25105	0.17857142857142858	0.12244897959183673	0.17391304347826086	0.18333333333333332	0.1206896551724138	0.27586206896551724	0.15555555555555556	0.15873015873015872	0.28	0.2	0.15254237288135594	0.20833333333333334	0.15384615384615385	0.2	0.15	0.14705882352941177	0.1935483870967742	0.21052631578947367	0.17142857142857143	0.14473684210526316	0.1836734693877551	0.20588235294117646	0.11627906976744186	0.20754716981132076	0.16981132075471697	0.1836734693877551	0.2549019607843137	0.125	0.1780821917808219	0.15476190476190477	0.16666666666666666	0.18309859154929578	0.14285714285714285	0.2982456140350877	0.14754098360655737	0.21818181818181817	0.2361111111111111	0.1320754716981132	1.0	0.1509433962264151	0.24615384615384617	0.14285714285714285	0.17543859649122806	0.1	0.15789473684210525	0.10606060606060606	0.19117647058823528	0.15789473684210525	0.16326530612244897	0.14925373134328357	0.18518518518518517	0.19230769230769232	0.14814814814814814	0.2	0.18	0.14666666666666667	0.17647058823529413	0.19696969696969696	0.125	0.08695652173913043	0.2765957446808511	0.140625	0.12962962962962962	0.2549019607843137	0.2	0.1724137931034483	0.14084507042253522	0.23404255319148937	0.19047619047619047	0.1568627450980392	0.15492957746478872	0.10588235294117647	0.14285714285714285	0.15	0.14102564102564102	0.25757575757575757	0.21875	0.15625	0.171875	0.16883116883116883	0.20754716981132076	0.16883116883116883	0.16666666666666666	0.12987012987012986	0.1509433962264151	0.1791044776119403	0.2	0.18461538461538463	0.14545454545454545	0.16981132075471697	0.11475409836065574	0.140625	0.18181818181818182	0.15384615384615385	
Q14416	0.43333333333333335	0.18518518518518517	0.20833333333333334	0.2	0.2727272727272727	0.18604651162790697	0.16	0.1111111111111111	0.28125	0.1702127659574468	0.125	0.25	0.27586206896551724	0.2647058823529412	0.21052631578947367	0.14583333333333334	0.21428571428571427	0.1794871794871795	0.22916666666666666	0.12280701754385964	0.4	0.1346153846153846	0.25	0.28125	0.25806451612903225	0.34615384615384615	0.28125	0.47619047619047616	0.16666666666666666	0.12121212121212122	0.22727272727272727	0.19607843137254902	0.3225806451612903	0.18604651162790697	0.20512820512820512	0.2222222222222222	0.11864406779661017	0.1935483870967742	0.1509433962264151	1.0	0.20833333333333334	0.2692307692307692	0.41935483870967744	0.3333333333333333	0.30303030303030304	0.21951219512195122	0.13725490196078433	0.19444444444444445	0.4782608695652174	0.17391304347826086	0.24242424242424243	0.3	0.21875	0.14583333333333334	0.38461538461538464	0.14545454545454545	0.2391304347826087	0.14285714285714285	0.34782608695652173	0.22727272727272727	0.1935483870967742	0.19047619047619047	0.08571428571428572	0.28125	0.16216216216216217	0.25	0.20833333333333334	0.20689655172413793	0.18181818181818182	0.125	0.1568627450980392	0.109375	0.2222222222222222	0.1794871794871795	0.17857142857142858	0.17647058823529413	0.1702127659574468	0.1590909090909091	0.13043478260869565	0.13559322033898305	0.20588235294117646	0.15517241379310345	0.2	0.16363636363636364	0.1875	0.19148936170212766	0.2222222222222222	0.2	0.17647058823529413	0.3448275862068966	0.125	0.28205128205128205	0.2222222222222222	0.37037037037037035	
P37288	0.18867924528301888	0.13043478260869565	0.13043478260869565	0.15254237288135594	0.12727272727272726	0.22413793103448276	0.16666666666666666	0.09375	0.22	0.171875	0.14035087719298245	0.1702127659574468	0.14	0.21153846153846154	0.13793103448275862	0.171875	0.16393442622950818	0.15789473684210525	0.2153846153846154	0.12	0.1956521739130435	0.234375	0.0975609756097561	0.1509433962264151	0.1346153846153846	0.1956521739130435	0.24489795918367346	0.1590909090909091	0.18571428571428572	0.23684210526315788	0.13846153846153847	0.208955223880597	0.19607843137254902	0.22413793103448276	0.19642857142857142	0.18518518518518517	0.14666666666666667	0.16326530612244897	0.24615384615384617	0.20833333333333334	1.0	0.15217391304347827	0.23076923076923078	0.08333333333333333	0.18867924528301888	0.14754098360655737	0.2	0.18867924528301888	0.14893617021276595	0.12121212121212122	0.2708333333333333	0.20408163265306123	0.18	0.13636363636363635	0.16666666666666666	0.16901408450704225	0.16666666666666666	0.1875	0.13333333333333333	0.06818181818181818	0.1875	0.1864406779661017	0.13725490196078433	0.19607843137254902	0.18867924528301888	0.18181818181818182	0.13043478260869565	0.2222222222222222	0.2	0.14285714285714285	0.1791044776119403	0.1518987341772152	0.15217391304347827	0.11864406779661017	0.1780821917808219	0.17647058823529413	0.15384615384615385	0.16393442622950818	0.18032786885245902	0.20833333333333334	0.17307692307692307	0.1917808219178082	0.15625	0.16666666666666666	0.11538461538461539	0.15151515151515152	0.19047619047619047	0.15625	0.17647058823529413	0.1568627450980392	0.18181818181818182	0.20689655172413793	0.20967741935483872	0.1875	
P30939	0.22580645161290322	0.22727272727272727	0.1276595744680851	0.22857142857142856	0.1935483870967742	0.21052631578947367	0.3333333333333333	0.18421052631578946	0.2413793103448276	0.16279069767441862	0.25	0.25	0.28	0.26666666666666666	0.17142857142857143	0.16279069767441862	0.21052631578947367	0.24242424242424243	0.2	0.09259259259259259	0.30434782608695654	0.17391304347826086	0.25	0.3333333333333333	0.25925925925925924	0.36363636363636365	0.2857142857142857	0.3684210526315789	0.13725490196078433	0.13114754098360656	0.225	0.16666666666666666	0.2413793103448276	0.1794871794871795	0.16666666666666666	0.25806451612903225	0.17307692307692307	0.23076923076923078	0.14285714285714285	0.2692307692307692	0.15217391304347827	1.0	0.21875	0.22727272727272727	0.3103448275862069	0.15384615384615385	0.20454545454545456	0.26666666666666666	0.3181818181818182	0.225	0.38461538461538464	0.36	0.21428571428571427	0.16279069767441862	0.34782608695652173	0.16	0.15555555555555556	0.18604651162790697	0.3684210526315789	0.2222222222222222	0.23076923076923078	0.18421052631578946	0.2222222222222222	0.2413793103448276	0.22580645161290322	0.17647058823529413	0.2926829268292683	0.25	0.23684210526315788	0.24	0.14893617021276595	0.08196721311475409	0.21739130434782608	0.20588235294117646	0.22	0.14583333333333334	0.13636363636363635	0.15	0.11904761904761904	0.16981132075471697	0.2413793103448276	0.16981132075471697	0.13953488372093023	0.1346153846153846	0.2222222222222222	0.18604651162790697	0.19047619047619047	0.16666666666666666	0.20689655172413793	0.25925925925925924	0.14285714285714285	0.18421052631578946	0.21951219512195122	0.23076923076923078	
Q14832	0.3611111111111111	0.15151515151515152	0.18518518518518517	0.2558139534883721	0.2972972972972973	0.14	0.12903225806451613	0.16666666666666666	0.14634146341463414	0.17307692307692307	0.1590909090909091	0.17142857142857143	0.19444444444444445	0.225	0.13043478260869565	0.17307692307692307	0.2391304347826087	0.15555555555555556	0.25	0.1864406779661017	0.36666666666666664	0.18181818181818182	0.14814814814814814	0.20512820512820512	0.21621621621621623	0.3225806451612903	0.34285714285714286	0.37037037037037035	0.1694915254237288	0.17647058823529413	0.2	0.17543859649122806	0.2702702702702703	0.1875	0.20454545454545456	0.16279069767441862	0.14285714285714285	0.16216216216216217	0.17543859649122806	0.41935483870967744	0.23076923076923078	0.21875	1.0	0.26666666666666666	0.3611111111111111	0.24444444444444444	0.18518518518518517	0.16666666666666666	0.3333333333333333	0.17647058823529413	0.2702702702702703	0.3235294117647059	0.21621621621621623	0.12962962962962962	0.3548387096774194	0.15	0.23529411764705882	0.14814814814814814	0.27586206896551724	0.2222222222222222	0.19444444444444445	0.19148936170212766	0.1	0.3055555555555556	0.16666666666666666	0.275	0.18518518518518517	0.24242424242424243	0.20833333333333334	0.2	0.16071428571428573	0.1323529411764706	0.14705882352941177	0.20930232558139536	0.16129032258064516	0.15789473684210525	0.19607843137254902	0.1875	0.1836734693877551	0.140625	0.23684210526315788	0.1774193548387097	0.2	0.16666666666666666	0.1282051282051282	0.19230769230769232	0.22	0.22448979591836735	0.15	0.36363636363636365	0.10869565217391304	0.24444444444444444	0.17307692307692307	0.34375	
P14416	0.27586206896551724	0.23809523809523808	0.18181818181818182	0.16666666666666666	0.3333333333333333	0.125	0.21052631578947367	0.1282051282051282	0.12903225806451613	0.11363636363636363	0.11428571428571428	0.16	0.4090909090909091	0.27586206896551724	0.25	0.11363636363636363	0.2857142857142857	0.1111111111111111	0.17777777777777778	0.09433962264150944	0.3181818181818182	0.1276595744680851	0.35714285714285715	0.25	0.2692307692307692	0.3181818181818182	0.16666666666666666	0.3888888888888889	0.11764705882352941	0.13333333333333333	0.2	0.1	0.2962962962962963	0.125	0.1388888888888889	0.1875	0.09090909090909091	0.2916666666666667	0.1	0.3333333333333333	0.08333333333333333	0.22727272727272727	0.26666666666666666	1.0	0.27586206896551724	0.29411764705882354	0.13043478260869565	0.27586206896551724	0.47368421052631576	0.2	0.16666666666666666	0.2692307692307692	0.17857142857142858	0.11363636363636363	0.30434782608695654	0.14	0.21428571428571427	0.1111111111111111	0.3888888888888889	0.3125	0.19230769230769232	0.1	0.10344827586206896	0.2962962962962963	0.12121212121212122	0.39285714285714285	0.20930232558139536	0.16	0.1794871794871795	0.15384615384615385	0.15217391304347827	0.1016949152542373	0.35	0.21212121212121213	0.1320754716981132	0.17391304347826086	0.13953488372093023	0.15384615384615385	0.15	0.10909090909090909	0.25	0.1509433962264151	0.2	0.16	0.14285714285714285	0.19047619047619047	0.2564102564102564	0.2972972972972973	0.1724137931034483	0.2222222222222222	0.18181818181818182	0.15789473684210525	0.1951219512195122	0.4090909090909091	
