	P30556	O15303	P35368	P08912	P21918	P18825	P51582	Q5T6X5	P35372	P47898	P32239	P25021	P14416	P32238	Q8TDS4	P21731	Q14831	Q9H244	P0DMS8	P35462	Q15077	P21917	Q15391	Q13258	P47900	Q9NPC1	Q99677	P34969	P37288	P28221	P43657	Q8NFJ5	O95665	P41595	P41231	P08588	Q96G91	P43088	P29274	P13945	P28223	P35346	P51681	P48039	P08100	P08913	Q15722	P30518	P18089	P50406	P28222	P32745	P30939	P28566	Q9UBS5	O00222	Q9NS75	P07550	P35367	P35348	Q14832	P41594	P30874	P29275	Q9Y271	P21728	P30872	Q13255	P34981	P25024	Q14416	P43116	P43119	P08908	P21554	Q13639	P30542	P24530	P11229	P28335	P43115	Q9Y5N1	P41145	P08172	Q14833	P20309	Q9H3N8	O60883	P08173	P34995	P25105	P41143	P25100	P25101
P37288	127.6154635452549	143.39921961375512	132.76128498019534	130.96315891720587	145.27768141194247	150.72913290496217	146.87550983630354	169.07525272044586	143.14512500242563	138.3369498939719	133.64820566022536	144.38606049315422	140.40499449812341	134.8196791128139	158.20834057830507	118.35607092862483	134.2654733073432	149.90968677730416	186.58177937366418	143.33837264816975	143.56974076817278	168.50398522711475	145.23329255031422	136.6998912366107	144.71358424791833	165.71663398476085	150.08255822322099	130.1338393803162	0.0	144.31129463994876	141.40295361768221	175.01151089702034	133.1543868079316	152.08714923082152	135.5445830420358	149.6573052269814	159.95831827883376	140.24139679025393	150.9010152510018	147.3082551098778	137.81088098039618	136.2155025228858	136.6141280788579	135.1173561961623	128.97684973748255	147.46763033774914	136.7319764522981	139.04963705525734	151.6514197171491	148.95232528162887	131.19010731991148	145.48584048752673	122.75064136962465	132.24634671292733	121.09997675695922	148.95928914804244	153.6072726457205	127.12859868892701	144.32246901030885	135.08189489046345	133.23248072125716	130.73921735832118	133.60675018990878	138.42136940645287	152.0472352129873	131.54868026537588	141.07950768462615	129.55321355332853	120.30697769367544	139.7170699153212	131.35689680615906	133.3052019632305	131.39870672184043	139.04960929816298	139.73793760307308	157.54722605959978	146.41207855078392	135.22376125289884	124.38584091965458	134.9164164797985	130.19551551766926	126.5374532097776	130.5878306295781	117.28042972355615	141.61203377081256	130.94774883950595	158.59461245819693	152.93378686899086	147.64309077820508	129.64283441699808	151.31855231226655	138.18301325821085	135.90991084306006	136.56527799117612	
P28221	120.0729089776869	136.36590293073095	111.8473630893568	131.09072364977328	124.22427891136613	124.84376071608858	138.49812877870863	158.2243305683951	112.85203298350098	117.52109568181913	119.22186259756563	122.7719447434356	111.21646255382802	126.58478306856705	144.25172301515704	103.70903340284713	109.01071655447595	138.62345379017643	178.10996293081553	116.91280017030658	138.81325516966172	152.50819337597932	125.34501897124574	119.90472548222169	143.13053246069467	157.64389915327774	159.9068189696991	115.86652091439464	144.31129463994876	0.0	132.71605434507364	155.60170333873248	124.94969450100325	137.53579887928208	127.94009992678184	127.92767620712402	154.19583642395446	140.76760066882707	115.66069072374376	131.42431853100425	122.02226692886325	123.61446881806478	127.43151026772102	114.3236971187871	122.82879908745963	123.29080332239391	130.0551540482411	138.06424389930908	125.3208354745002	131.9372278797091	102.29517914558528	123.59765017556492	91.02385813438741	98.14333100593649	104.52128691540565	134.61435074865585	140.99823328494676	115.2844228563481	123.14442235877505	128.15055213338928	121.98531785985688	110.22129949237569	111.18905127083417	116.66200016607763	133.53486135217827	104.35015429131454	128.71504987688968	122.62327146314783	117.28905004561238	127.30315893975785	104.24345428869128	122.49556316906819	117.93060258950572	116.13682434237853	116.3973056216928	142.76609227061272	124.62155894632451	133.25628434079408	106.79005785580375	111.38400270085549	105.37604667857522	99.83095796746784	101.8979045683227	96.14931675500702	123.06999506377906	122.18277026130818	147.259077535884	138.88888559531188	130.40511219127802	118.94004312081961	154.98903204413364	110.77122200810118	119.75421582494891	131.18412114138482	
P43657	122.00317659357097	142.72304851206718	123.38115980682778	130.25848213897552	147.22364269319223	150.04201798234135	129.95083327416796	156.70031576335896	136.23938682302833	127.60740222531604	116.77971765084658	130.71475273565738	127.21268278133357	130.46111217141151	144.57891478703823	101.69115716073429	128.05899798538303	144.94232195868972	175.20418413044536	143.063434794778	128.6072927431087	161.91979330821778	128.14470239524962	114.14100693684304	132.89431049942505	145.7829031185247	129.86959263077006	133.9550622323004	141.40295361768221	132.71605434507364	0.0	151.89098468923476	126.8710272393073	149.8432816680288	118.19445277325576	146.40961230095127	155.73499251133762	131.82838863722282	130.18269539624453	141.67073385266121	141.17097150790505	137.53130393027095	125.09892185719218	133.7091333262506	123.52191335210955	146.68416416971013	126.04174586808949	134.5317216180847	142.93756082418258	146.8284497183049	134.1394104019273	139.52826950344024	110.85617637606629	120.50120487395907	118.57981952972477	151.4834129846422	119.89062417126843	120.24737215484492	127.74514566460857	137.68986436212435	130.34486361499876	115.2421086721879	125.56925085192779	123.2960387992207	126.78103037254186	122.60157986555714	142.05843837349676	120.60405451396946	108.59989909249998	122.94275146583095	125.51163293333957	120.06403369084	122.69867650716333	137.5413374084892	133.21702846088738	159.21622188441688	133.3002913178061	120.31590995237639	115.89661229561898	130.82845904340502	124.51284870016389	118.4550703051791	129.10135079393513	107.28548774024239	134.60738028575724	121.49400910298573	157.60513619275298	142.02591364190448	148.76582179276738	116.05472110037226	146.77576429746114	125.39518211770337	136.27844076859037	122.39549699181225	
Q8NFJ5	156.13005636096932	170.19511703430908	151.2584214422095	166.69115887978114	168.3521440360346	168.39389353769366	157.8235811837949	178.21531247044913	153.35217350290623	150.70118158234982	144.8927612353582	166.50257192717982	148.9871698684874	155.62468084110878	163.98168159788474	142.85130914958427	156.91081594879506	163.11523308846517	199.60716194470297	163.71014296042267	159.34290901693748	181.47286790268845	152.94782497693086	148.24677292158594	163.7965226690285	172.74581293656956	175.46515371801797	147.65759200250614	175.01151089702034	155.60170333873248	151.89098468923476	0.0	149.20576425100444	176.6947993603535	153.02768156555248	168.62950500837178	176.2357762727188	155.97165756573668	153.10113035573158	166.05986653268337	170.05594394134823	162.81349909637356	153.41655248822644	153.77134378167102	146.58054418532265	164.00441668683197	154.81465704420407	160.54733380133985	161.78126532476745	175.72862373152748	160.26650715630967	161.66981826309348	137.110537336368	151.7215595607413	143.3262093787198	169.6652829409577	170.14198476428282	150.7677046864992	157.0642981013516	167.4699135866249	153.41904751618858	150.87438911836944	153.11462864856003	149.7655190549558	162.95463795453543	149.68106989050284	160.99966846511234	149.23349634115584	147.49610061269777	153.92164369986858	151.52438567514764	154.19230562017765	140.8581261881045	163.21166392623854	158.14042874595907	186.9325650409446	157.09753945289413	151.08782462366798	142.83593002476846	151.9509112369269	151.11502458632458	145.66803771568811	154.48925099059124	134.04467898624716	163.12410970895144	152.7995172283263	176.46545975096524	163.85276397224516	171.0828516848851	149.22372223739512	161.94036241725553	155.96178506570868	163.0226707825277	151.13359500584193	
O95665	115.80527871387312	138.4573289171094	114.79809683925123	127.27298070088727	123.99687366257422	134.9525311794714	132.84697339398554	156.55806688877055	114.74537100241287	87.13056680071168	99.14510735083604	124.6073826738575	105.06484791368712	119.94535746338079	135.51735913642915	99.86822134710383	114.14935456367675	127.78925118563347	172.92748004596797	122.94462039129576	135.71578632236924	152.0195792906161	123.25829835189506	114.5573342689313	135.51986290578498	148.92476260330295	148.67776871548267	113.00717866214109	133.1543868079316	124.94969450100325	126.8710272393073	149.20576425100444	0.0	143.90903994749533	125.77498626953457	132.66009460223722	149.19015934882918	136.64212396380026	123.61088140989887	127.35503323731245	120.49243326688884	132.22662143141497	108.89019981404999	123.8218188266037	105.70467001981888	131.93131223827368	119.44896791352949	125.27894833800383	132.05281428198214	142.14028981764568	122.035084722389	133.11172000295483	102.40663729330117	102.10247308033286	102.8294718550751	134.24402673525037	147.0952186115028	111.13846381095937	127.41170219739433	126.1028779965709	106.61128175334306	90.58608498997637	119.83932686771732	114.89159526611911	134.8065533270128	101.94283807656029	137.05736217676895	100.75501459772931	106.3424328830879	114.18228423752589	109.12770489964169	128.1999436148326	105.1653155485401	113.15351163809828	113.94123932089133	150.01158164301887	110.97991880541667	121.14160172657284	85.63620270459796	111.45517531764926	114.1019834044273	87.1872237046191	114.14617297923542	92.0627177922288	118.73769059187907	114.12869260658044	153.9169869593461	123.00872953206999	129.22102261014516	120.32334825379075	134.9236167674535	113.451109884365	119.62481386871514	124.15528075565817	
P41595	140.5793142678449	153.51002868107753	133.6959199346311	147.55220075754914	151.44794019212713	157.30510139849503	149.27701642317697	176.00034183938988	132.49960206646938	137.3446437450475	136.19186392519623	146.77197438667645	138.79788222763455	140.2201978751691	162.14583976427093	125.39622325001983	139.5504405211541	165.4280894571857	195.15213616171968	143.56653124059085	152.9565100550535	172.2688166279404	154.44288674305426	139.78458606341155	151.64314877800643	171.6192130589625	161.86948675790336	137.3012801928271	152.08714923082152	137.53579887928208	149.8432816680288	176.6947993603535	143.90903994749533	0.0	143.52704881009413	145.64780443932978	174.7202329795109	156.0508286258555	160.34412441181485	147.4236942641437	143.23111745656934	152.87633640592685	147.981327152811	143.77293839358026	142.80458405354148	154.53406906255987	148.23402783188794	143.4883377488586	145.53107888562954	154.0371303553693	138.01248939556535	150.4451230923296	122.53133172162052	132.30394647072535	138.86501510551898	162.80838604830205	161.6481039474893	131.98115724616218	138.86900126328692	142.44772273895796	140.08627661468927	133.64211044288822	142.61344444117276	145.67241642670706	156.20593168149935	134.4266315549612	152.3416690499289	139.31175229116343	135.21457507480227	150.517891220632	137.43103972176323	142.0533418500563	141.08629321382614	138.37234209758753	140.12772075740213	160.06875999778276	146.7503864877508	147.90860086995235	130.14797776655178	135.27769202692434	139.14330346568022	129.92355700660846	135.5364387370355	124.64577528607333	145.34494773064216	137.08541632298147	162.39819434471428	167.34882566938177	147.94376510963775	137.20421401807107	166.64670577982906	127.13375565153547	141.40281303541997	146.46836656262167	
P41231	113.20534447772661	134.73082557332236	116.1075448844058	127.83478840714088	139.91874221770559	138.79905305366265	84.42809007567121	152.37797005736502	121.53598334518028	124.90216223534662	113.72395399556262	116.17236774865887	122.2843453354435	118.8734389047022	140.96119786211057	95.59043653158005	119.36695902701467	120.36914462453569	170.0497922806244	136.3334780515288	87.29959077842068	158.70849505791557	111.01572779787239	109.4828226591926	121.14704629412154	149.32960861554602	126.82769781089155	123.77627682927414	135.5445830420358	127.94009992678184	118.19445277325576	153.02768156555248	125.77498626953457	143.52704881009413	0.0	133.20551556083956	151.50234273605747	136.2953780866228	125.4105029629427	129.93603070249083	138.8673273345339	130.53993504913524	114.80315992684336	121.31938170932699	114.92794720698294	130.44318760134047	113.1888118537463	119.92795349028893	134.00063653240795	141.31294679938583	131.5526787059498	134.7774775015423	103.54924721784482	119.80449840106303	107.8382692176383	146.4767044177861	129.08455171072274	110.67730865633348	122.26907463680254	129.20783223124454	125.55113753426122	113.59979838653817	122.45761721336748	108.3453015689156	121.20021396980155	116.10884629102657	139.8983364002197	116.63641403772635	110.42447752349835	109.98612745752325	116.80286065582186	115.34179616899928	110.34391784109175	131.47184377330996	130.1951298161439	157.2812603545608	123.55356892931741	120.79649733919359	109.52302008404513	127.12715293717338	115.62060061929515	111.01772147111478	116.98426313130767	97.805784553173	127.6784930095746	115.49329030828085	148.51005673833424	140.67095965490444	147.11600541166263	108.93361808877671	130.96884056105046	112.96778795105638	127.77305296069972	123.96608828572789	
P08588	116.28107449910021	146.59835869984818	102.53081881202525	145.82524038510746	127.45513321805629	114.00944927459932	141.4365697373578	166.47227955426206	119.18527700964478	126.35600231200806	133.17604112872505	128.20586820389144	119.01722623527166	141.6218359352497	151.81199595166254	109.28564205326256	137.31879551624297	136.3926499838126	182.1272946409881	134.58455978441634	143.54224627270014	160.24198101094225	138.4280859140854	123.17536402840051	145.70604387458297	169.1483219038637	157.610597816034	118.42344363464508	149.6573052269814	127.92767620712402	146.40961230095127	168.62950500837178	132.66009460223722	145.64780443932978	133.20551556083956	0.0	161.74914378588437	142.1304819516081	135.24634461829555	100.10939897529897	133.18518548071734	135.72960562069784	127.855054079002	134.3611830251466	126.59132786980626	106.84654025200871	137.72980291921704	130.46805361416773	110.81533098878572	143.57192728781956	122.53703197001596	142.88332923929556	114.00579248728172	127.32932361689745	120.76078026558389	147.28227056880132	152.5776390307583	80.79597217778792	141.45596273682895	111.09778982659918	132.27760045262403	128.05448829132365	131.09156174879172	120.14913430062006	142.8008054664533	117.7339781995106	144.57246387345367	133.85878803316155	126.72218773695931	131.09501356756664	134.15680277856882	129.04600474293693	121.4760242557677	128.5640879721759	121.60306300893717	131.75791624913109	130.07902433365234	132.09336814006383	117.39821617520647	129.41456479832414	115.35672987278667	120.026509153191	122.36358108965214	110.32505414824118	146.0649669511622	130.72230203580693	156.79777751173242	151.12163584362133	144.26293616040493	125.7120516540308	151.18491836151225	117.88460167500307	118.02986027496081	127.54699244865333	
Q96G91	137.02111857174896	153.94884617062053	148.98960774482111	155.81481419270858	154.71361682243878	169.57908951840363	148.1010369482683	175.32211867545266	144.10211934917606	141.68203335191356	145.5020331685664	154.4825241783692	143.04384952486726	159.3880441635847	165.76038889947813	126.40340649936115	146.0398843358853	156.2998153460503	126.88534790315316	156.84730982640758	151.62640113156522	147.04702863839339	152.88227798003936	141.54400925239315	157.73426496156026	173.97825565375388	187.35261317831464	150.48347121445113	159.95831827883376	154.19583642395446	155.73499251133762	176.2357762727188	149.19015934882918	174.7202329795109	151.50234273605747	161.74914378588437	0.0	159.07019993994618	147.5821366617456	157.66516131476965	153.39964038995095	153.34777841117466	143.42713894566987	154.55362766521284	134.02803656939795	161.26660006330349	147.08644968694716	150.45537990733283	164.14012602789444	169.98808937135618	157.02986900135875	157.3073207383859	133.85561509085528	145.11729384446517	139.29649699100992	166.78995188197587	166.48331939513446	136.17352122091688	156.05923146521673	159.2029603193514	146.60176416952163	136.34223669933272	143.69658285292098	137.0234291414963	158.3194863864337	136.76919537375215	153.26483626943082	139.66391450201627	138.57110622116306	141.04445008235052	146.57686223037308	145.4736086956691	135.75766168901464	154.6244216979394	144.36321290601336	179.1357707050047	143.30211038532434	150.19052605166507	132.36342584548402	145.47817684907932	140.64975138171576	133.32666966455872	138.22547014369047	125.83250443876022	155.49320331298804	145.98483508621575	167.25845030823257	159.68249377899338	159.87286251864862	139.34415671636816	166.56854571588337	140.89625651866663	153.25651821865904	151.93488505564164	
P43088	118.9416111674509	150.82729833235499	129.6620153200638	132.46829856111435	146.06916298426222	154.46950754179852	144.43354012438795	163.4108660198399	136.12328868469922	130.64916645165067	129.58500279503642	135.33178976908675	134.69660780602135	140.3587588420487	147.40296366013354	112.157249105745	134.00524803355802	151.03481103482773	174.58896152224042	146.17003368661972	138.29413981735706	164.07790922702407	135.67965328483842	126.02820952655748	146.70099726860644	154.32591414445778	150.56826346792514	140.9183676847897	140.24139679025393	140.76760066882707	131.82838863722282	155.97165756573668	136.64212396380026	156.0508286258555	136.2953780866228	142.1304819516081	159.07019993994618	0.0	144.0838554984075	146.40850543411216	143.634424498945	133.78096663288306	135.02307208644925	137.15314727765508	128.6010652628247	146.17586243496044	123.8596679741604	139.1448871177854	149.3150816168345	149.33266025484772	135.94302636914654	141.94751887430903	117.05270077557361	130.61933225824032	122.18109050276689	155.51876236248063	142.18593515551765	125.33366047270829	134.75285802112194	144.64753551146714	139.05013332673116	131.17619636867312	131.31116592790931	134.32595145824598	140.1560915117152	130.21748924517306	142.1538201358053	136.3512217332027	124.27621646378248	129.99343304423383	135.4165223481832	118.25103408732684	125.5476790801622	141.74558981384325	142.21742842441017	156.3082764399005	147.4205918078078	143.26391225012776	119.23151648309431	132.41405244771158	121.01202627102612	125.18544335375191	129.0722198469739	114.46784113277681	148.33361006008636	124.03174286521971	162.08918941084994	156.86314195411978	150.88925279077375	109.84371071966598	151.400075022073	130.6854331107461	142.15680499927112	129.5967958329129	
P29274	118.35300983535126	141.97035175276687	120.59642712897039	135.91530057473574	131.23634622368263	138.3405591638293	133.06789640465286	158.75668743054848	119.59891759697348	120.33577107655583	120.65240084182005	119.33266180651844	113.46029882511357	136.85913289152086	137.4966328755254	106.065621236281	126.14591231307713	129.57090581415105	177.3493968146795	128.2554152167868	130.18992990563856	157.38054423916037	123.48303344991291	111.53800818737363	129.4567432446638	155.92636868404225	155.6152595456224	118.72640875252546	150.9010152510018	115.66069072374376	130.18269539624453	153.10113035573158	123.61088140989887	160.34412441181485	125.4105029629427	135.24634461829555	147.5821366617456	144.0838554984075	0.0	130.9518937136745	131.60589472437277	125.12010843044845	118.88298748235684	124.04034171492094	112.45729297857179	131.4279176716227	129.5458416655165	135.8338329125545	132.6760971888143	136.59816704306286	124.31701423227787	129.20423926244257	106.49744025622203	119.41638393327594	116.59499737230362	151.8651997273555	145.1619136260415	109.33202462014742	134.63000655034557	134.6856613836717	124.35476015415043	115.14740878742305	119.1942824574071	91.1659052768955	131.57485838135472	108.20112663356122	129.53778066742234	120.1070186822908	116.20866013421619	116.84181503462605	120.66793290880742	126.01503635221161	115.2653418322443	126.48569748051523	117.49022630155378	150.48825651261723	113.2286389140063	123.19153307260422	113.50902935847989	120.56735220400151	120.03468639147468	107.56448248398374	115.61080711209797	103.6503518249956	133.66614890833443	127.55378279899014	155.5865122686373	134.36196403962094	141.99316257506143	121.68424334807787	150.3013382703066	111.34405976475682	126.39310979517904	128.6681985046016	
P13945	118.04109847708605	143.28026544227032	101.95736015573493	142.53703539946582	131.68554389796918	116.06818027317058	132.50497175753117	160.0304218197707	124.01500324800145	127.90440379391657	128.4163997876458	129.64473568231915	118.08243634382961	140.58549927652348	148.55231109587476	110.40208094968693	132.4041405019234	144.17157581812353	185.39239570774953	130.101770809968	142.86745034827618	166.18603848814382	135.10610121296486	124.4381741254474	145.11906812805682	166.4091093953466	162.31987020664383	111.63935291281086	147.3082551098778	131.42431853100425	141.67073385266121	166.05986653268337	127.35503323731245	147.4236942641437	129.93603070249083	100.10939897529897	157.66516131476965	146.40850543411216	130.9518937136745	0.0	130.38919133285526	142.74082352645928	120.46175306430086	127.7005767954397	126.14447815386666	109.12152389727999	132.6448323252407	131.83948230574606	110.85027011748753	143.61060879053548	126.21084802958649	150.60242568416288	116.91454692960542	129.48438145843102	125.40085594152333	144.81936448486522	155.24016024291632	94.46423218457494	137.07249555550516	107.14005889964756	127.08803667000029	125.07989066638402	132.03124614612898	124.02622588712256	140.25755360285984	118.39252699865028	140.27686218975578	131.15642524859868	123.44365547159396	128.7026056254981	127.58339540247107	132.89222247863654	123.38728789036395	128.2224664217647	127.51827867467364	142.61310095939552	125.86930820840644	133.6307142899459	118.97923146359972	124.80884900642559	120.55893072101753	120.18895951550803	126.45401536629652	110.63084554258967	142.1623987636849	131.96332188142696	148.2949437070638	152.4588214480318	144.61647201771848	125.04403614252806	154.22039726900402	115.21482769143768	116.08076509867533	135.79143517534249	
P28223	117.79552685294766	133.26724344858667	114.00888745466364	134.8953399823513	110.38446368131554	139.83963439101353	148.11573807301465	169.46878106694203	114.22261932818219	117.7213403499336	117.42172006040346	134.55900783269317	103.54950761893997	133.4607544784667	153.8660113188671	106.439807307499	123.05470227758633	138.17897669735248	186.7863642956654	112.32419203943573	153.68731521704467	153.5772875373077	138.2519548086566	120.83178379602032	145.69276337313931	161.800821142504	162.7873122803867	104.48845437393175	137.81088098039618	122.02226692886325	141.17097150790505	170.05594394134823	120.49243326688884	143.23111745656934	138.8673273345339	133.18518548071734	153.39964038995095	143.634424498945	131.60589472437277	130.38919133285526	0.0	135.8119253863697	115.70032651384827	135.3103203214123	116.77347901455505	129.7943728810642	130.6783749000606	129.03373938339064	132.92993700897205	143.66303253907245	107.83095731586218	137.913776084024	109.55680545377254	112.05813481862424	113.62049636716256	135.2564157609595	151.78325594743364	115.34464675164782	139.70074372726958	123.2681410794612	121.08494602423161	101.30359912177664	122.69878187979339	122.29745500092395	135.40790955215925	97.95575058867689	130.86197030777112	107.61599286471028	116.53320845046255	127.12673374311998	113.10345875303028	133.49522101227194	114.45371878024889	110.64515414727794	112.22311018141045	148.36731019121362	125.38580678001745	117.44395499488746	99.47719848508132	104.06822719622869	117.89212469570339	109.10952248118701	113.85377589063137	101.92905745882308	127.03846166133008	121.23179158993298	154.27874828351196	141.36780084331986	129.46007923560683	128.73728677269537	145.37452393607236	116.53551754390355	122.19107258250733	129.9251208609203	
P35346	117.41025510203326	135.77078680426348	118.28449422834092	136.4489216217189	128.27037163206842	138.48853175266413	139.35106164769968	159.1603742094594	126.83127469808096	120.61906130309217	117.92854154255474	127.49884627820575	114.85875820810907	134.52583222970134	140.5532621788443	106.89252676710021	121.82574850064702	141.6603274155932	177.80650712471106	120.42449259577552	144.98089602973778	160.27456866702414	132.78977125359233	115.46717689023353	140.9095015358762	157.69469511305215	151.83687064022524	120.74960653178277	136.2155025228858	123.61446881806478	137.53130393027095	162.81349909637356	132.22662143141497	152.87633640592685	130.53993504913524	135.72960562069784	153.34777841117466	133.78096663288306	125.12010843044845	142.74082352645928	135.8119253863697	0.0	126.23528589581838	120.45151885529049	110.7580996208344	129.81616622110596	125.72461422208289	133.6703853883082	133.01066263832035	124.98705268005142	120.05800443753833	79.13752226741053	104.4181402465183	114.17008439399069	108.12344264716376	144.48889527010033	143.47135255040484	109.47179828485241	130.4393146345974	137.7678708867752	125.28825715818675	119.53195961858728	77.5821199537022	117.54478810314322	140.62108161207289	106.4599023903138	84.42865130194696	119.73955538700102	118.49919514245994	127.23564368934603	118.28971508797258	115.97355518158292	116.21496633905917	128.0057128235494	127.7485414355906	150.4906431356212	125.25177501968574	124.6360750663589	108.49020813361858	125.92905131640146	112.94196667912183	105.8631832760002	117.8482062513649	103.35998940374702	127.37853908415127	118.9521187414648	152.16229022847256	139.63261529564625	137.16823547397507	121.81581599108176	152.4935403415584	117.65907780750422	126.41730635014392	132.72425077325897	
P51681	99.84414095245302	128.43458358274074	115.09095241027535	134.80565959436353	124.33671334461542	143.1167140515754	122.60811769030988	158.39242193172686	110.9161196622299	110.17841282155132	110.36700373748317	122.12911066765082	106.07679151574848	127.16180937981699	130.74608178064227	92.57040715991752	115.02034950460074	116.5918357084447	164.80413341938402	124.30459843378048	130.58859824604588	152.84452618667274	120.2877033771365	102.83760676527163	124.60677184909582	149.74378162517678	142.98956189409364	109.45919930489617	136.6141280788579	127.43151026772102	125.09892185719218	153.41655248822644	108.89019981404999	147.981327152811	114.80315992684336	127.855054079002	143.42713894566987	135.02307208644925	118.88298748235684	120.46175306430086	115.70032651384827	126.23528589581838	0.0	116.66336892260006	96.5711068602177	132.93629224982578	115.63937450067897	111.95850462169619	132.36153803099296	140.25503213051707	120.1334473072784	126.4964773763786	98.33768287215207	111.64665091363713	101.91263431304833	138.394321187865	142.00626940911752	99.23005412623752	130.73166073282482	125.93318610975984	112.03853110328782	102.5737309694232	115.50518139830092	108.49758451350499	126.45921888755402	103.03197000082582	130.1321860969765	105.48647499573417	105.38697451933695	87.1753852077527	113.0616590642021	115.9119683286408	99.89069493679563	117.3954330652341	108.53280116665701	152.6708278968581	109.10457996017067	109.44403042680642	100.66323660322814	113.28356312168762	111.05784989206586	99.50704686701647	106.80255711034988	90.26624311279738	122.32360708156193	119.2958708848455	143.55297271395102	128.0846539302729	132.0481161212083	118.69707801868208	122.5639166837791	107.87121149082668	125.91984497931116	114.95466258772649	
P48039	114.34498477698071	128.3422591200797	117.9923871443898	128.74436109088128	137.55602988111787	140.00114675593795	125.4647936244146	157.584120803338	121.16706104617333	120.2976529217558	113.03029039461398	117.9132302548096	120.17158400639892	121.09250218333909	132.79384267312707	96.16843453783076	107.66562133328989	136.27451885156916	173.81662545763538	128.43601406534435	133.40191920904908	159.4485296693456	117.94868478900753	104.62802242045291	131.6609925699304	153.79428562900284	144.376641331648	122.51892901884275	135.1173561961623	114.3236971187871	133.7091333262506	153.77134378167102	123.8218188266037	143.77293839358026	121.31938170932699	134.3611830251466	154.55362766521284	137.15314727765508	124.04034171492094	127.7005767954397	135.3103203214123	120.45151885529049	116.66336892260006	0.0	109.70006794857181	133.90764579566894	125.49196385977848	130.9242264762288	135.37215198864578	135.26260457286844	123.55725547700422	124.74437315855175	101.21921605397074	114.29072845471092	108.57036349212285	137.25050939113135	138.85183826749562	108.95831507717958	125.95314205187606	130.5600860339473	118.61465359915746	112.80474444312858	114.39782610698603	116.60203706630273	119.07374623208307	112.0871619375539	128.1340966638527	115.53926610440249	113.15601357938431	119.54712598765036	107.1387844713172	122.25856525270501	115.01771946786903	129.0974692254822	120.84693150238309	148.4403306908207	128.66997449612245	127.4792227231228	113.32730663372786	119.85862776188878	113.53352899634046	105.14426423163968	115.6907614414522	93.99572645686567	120.74854893265001	117.60472784691956	145.39098145841854	135.12005436752224	133.32513505971292	117.38783300464274	145.89097694359953	113.1937813499826	127.7537109966579	128.7663250156329	
P08100	94.86439143944153	118.91435157668457	109.39066058636672	125.67679683499591	115.93422625425592	138.20449667362118	122.00782973695459	152.72565862602642	102.66248809957324	101.98663668122754	102.7310219476567	116.75114129203575	95.95997342574265	117.94724436123943	134.20553713295521	87.76303099454526	106.72178326614812	124.17137898243527	162.0570840775108	114.64221356258349	123.48214899448067	148.1478933584367	121.31907806093659	102.65426997737814	119.46244655499322	147.36587378793774	144.35391072960192	103.6384808518269	128.97684973748255	122.82879908745963	123.52191335210955	146.58054418532265	105.70467001981888	142.80458405354148	114.92794720698294	126.59132786980626	134.02803656939795	128.6010652628247	112.45729297857179	126.14447815386666	116.77347901455505	110.7580996208344	96.5711068602177	109.70006794857181	0.0	133.19632710764563	113.24555268344557	97.40132319801342	132.2895723563779	124.22627647846093	118.81270706940995	109.21981006956048	92.79174341785983	110.99962990298081	93.9849543355158	131.59608648480935	140.1383289832811	92.52870801983954	124.73824224786222	124.00750908154441	109.45281885789154	98.8529979944069	101.79126457394887	104.25015811032063	122.13669350570854	97.11995703707362	119.3143162383567	99.6657070466681	102.77559846863005	106.64464882629545	105.63452847974986	115.93553500288544	91.47346128963545	113.11055486421537	105.08812264193693	141.2084102622248	105.17015058137622	102.14411021110573	92.43404171634029	108.9109420636305	104.0030828403178	96.9555927392721	102.77852813929348	80.74439591504779	114.06475868104462	107.95080066924129	144.79564836477948	122.92691510097211	120.42675666817377	110.88154806449165	129.80192066387826	101.66830283306626	112.62151024924242	109.50296963103028	
P08913	122.7239800952375	145.52267293207115	92.50867348417523	146.52153033670038	134.80722009920282	76.08940423559397	139.54556635732297	165.94114143762272	124.42840338987298	120.44482661568327	130.348834889126	136.9498457791342	115.80727941292571	144.0013330496149	146.86277631937992	114.20786156033864	129.7867269779672	138.21661075440352	183.6846844072861	126.56183968042023	147.21183231956093	162.43702882286743	139.41066448792117	129.9601439551334	145.23104767489713	163.9326198529452	165.85832100594416	120.63667203541263	147.46763033774914	123.29080332239391	146.68416416971013	164.00441668683197	131.93131223827368	154.53406906255987	130.44318760134047	106.84654025200871	161.26660006330349	146.17586243496044	131.4279176716227	109.12152389727999	129.7943728810642	129.81616622110596	132.93629224982578	133.90764579566894	133.19632710764563	0.0	137.28861697642424	140.49666555813747	81.54305465918151	150.80352413316723	118.8207592703402	144.5155566521571	115.18708540969237	123.22715265426086	125.72529094706988	138.6651997474255	154.43579279762344	106.26299762795679	135.68573463038774	104.59267770429142	127.47449053800665	123.60004417112214	127.43691385100828	128.01960303471424	150.9685071275453	116.89381725701969	136.76268662814982	129.20356775901746	133.97038231299666	133.61324732610956	124.76236462051747	138.3083898636978	125.86171674000798	126.52355187003559	129.2394356509758	144.08152796101058	128.40580406872323	135.5511212071724	121.15406222976162	132.95975137420464	120.09895421285182	119.29455932418932	124.71376651144237	111.2476182343089	134.15828425400832	136.6276320774923	150.77061969868373	150.02910092344973	144.92686650331598	129.31598369043786	155.77212295494974	124.84842826251406	112.13733421521465	135.8511642512167	
